Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,float_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2
70081,0.262,1,0.0,0.0,0.0,0.80865285,1,0.81,0.81,1,1,0.552743642,1,1
70082,0.262,1,0.0,0.0,0.0,0.802020824,1,0.81,0.81,1,1,0.552743642,1,1
70083,0.262,1,0.0,0.0,0.0,0.78625662,1,0.81,0.81,1,1,0.552743642,1,1
70084,0.262,1,0.0,0.0,0.0,0.767472919,1,0.81,0.81,1,1,0.552743642,1,1
70085,0.262,1,0.0,0.0,0.0,0.737851788,1,0.81,0.81,1,1,0.552743642,1,1
70086,0.262,1,0.0,0.0,0.0,0.712436575,1,0.81,0.81,1,1,0.552743642,1,1
70087,0.262,1,0.0,0.0,0.0,0.725176852,1,0.81,0.81,1,1,0.552743642,1,1
70088,0.262,1,0.048962179,0.028059095,0.025799302,0.700195172,1,0.81,0.81,1,1,0.552743642,1,1
70089,0.262,1,0.342387384,0.196214309,0.180411814,0.742466816,1,0.81,0.81,1,1,0.552743642,1,1
70090,0.262,1,0.596302525,0.341727216,0.314205561,0.717840552,1,0.81,0.81,1,1,0.552743642,1,1
70091,0.262,1,0.81317863,0.466013907,0.428482586,0.758170943,1,0.81,0.81,1,1,0.552743642,1,1
70092,0.262,1,0.817682678,0.468595073,0.430855873,0.772932669,1,0.81,0.81,1,1,0.552743642,1,1
70093,0.262,1,0.80413877,0.460833372,0.423719275,0.784125677,1,0.81,0.81,1,1,0.552743642,1,1
70094,0.262,1,0.791135774,0.453381655,0.416867696,0.80028878,1,0.81,0.81,1,1,0.552743642,1,1
70095,0.262,1,0.642603243,0.368261089,0.338602478,0.798987159,1,0.81,0.81,1,1,0.552743642,1,1
70096,0.262,1,0.327138642,0.187475606,0.1723769,0.793401225,1,0.81,0.81,1,1,0.552743642,1,1
70097,0.262,1,0.0,0.0,0.0,0.785481552,1,0.81,0.81,1,1,0.552743642,1,1
70098,0.262,1,0.0,0.0,0.0,0.735727338,1,0.81,0.81,1,1,0.552743642,1,1
70099,0.262,1,0.0,0.0,0.0,0.701453968,1,0.81,0.81,1,1,0.552743642,1,1
70100,0.262,1,0.0,0.0,0.0,0.66598554,1,0.81,0.81,1,1,0.552743642,1,1
70101,0.262,1,0.0,0.0,0.0,0.663373401,1,0.81,0.81,1,1,0.552743642,1,1
70102,0.262,1,0.0,0.0,0.0,0.689522709,1,0.81,0.81,1,1,0.552743642,1,1
70103,0.262,1,0.0,0.0,0.0,0.62325752,1,0.81,0.81,1,1,0.552743642,1,1
70104,0.262,1,0.0,0.0,0.0,0.542101882,1,0.81,0.81,1,1,0.552743642,1,1
70105,0.262,1,0.0,0.0,0.0,0.497932142,1,0.809416326,0.809416326,1,1,0.552743642,1,1
70106,0.262,1,0.0,0.0,0.0,0.477168804,1,0.804305391,0.804305391,1,1,0.552743642,1,1
70107,0.262,1,0.0,0.0,0.0,0.434863,1,0.754227685,0.754227685,1,1,0.552743642,1,1
70108,0.262,1,0.0,0.0,0.0,0.358598807,1,0.649404569,0.649404569,1,1,0.552743642,1,1
70109,0.262,1,0.0,0.0,0.0,0.309528405,1,0.485386536,0.485386536,1,1,0.552743642,1,1
70110,0.262,1,0.0,0.0,0.0,0.275578566,1,0.408553824,0.408553824,1,1,0.552743642,1,1
70111,0.262,1,0.0,0.0,0.0,0.256369941,1,0.317352694,0.317352694,1,1,0.552743642,1,1
70112,0.262,1,0.005484348,0.003142953,0.00288983,0.285126851,1,0.259956645,0.259956645,1,1,0.552743642,1,1
70113,0.262,1,0.118118553,0.067691017,0.062239391,0.337318973,1,0.286724192,0.286724192,1,1,0.552743642,1,1
70114,0.262,1,0.182347946,0.1044994,0.096083341,0.41088411,1,0.439889282,0.439889282,1,1,0.552743642,1,1
70115,0.262,1,0.326830296,0.1872989,0.172214425,0.364794081,1,0.646218859,0.646218859,1,1,0.552743642,1,1
70116,0.262,1,0.367867905,0.210816607,0.193838088,0.470298392,1,0.781448278,0.781448278,1,1,0.552743642,1,1
70117,0.262,1,0.323520428,0.185402091,0.170470379,0.513550715,1,0.806315625,0.806315625,1,1,0.552743642,1,1
70118,0.262,1,0.432119658,0.247637804,0.22769382,0.59553573,1,0.81,0.81,1,1,0.552743642,1,1
70119,0.262,1,0.223821523,0.12826695,0.117936726,0.645864509,1,0.81,0.81,1,1,0.552743642,1,1
70120,0.262,1,0.066455133,0.038083903,0.035016743,0.588029183,1,0.81,0.81,1,1,0.552743642,1,1
70121,0.262,1,0.0,0.0,0.0,0.482670926,1,0.81,0.81,1,1,0.552743642,1,1
70122,0.262,1,0.0,0.0,0.0,0.419340391,1,0.81,0.81,1,1,0.552743642,1,1
70123,0.262,1,0.0,0.0,0.0,0.387764828,1,0.81,0.81,1,1,0.552743642,1,1
70124,0.262,1,0.0,0.0,0.0,0.39476135,1,0.81,0.81,1,1,0.552743642,1,1
70125,0.262,1,0.0,0.0,0.0,0.408807007,1,0.81,0.81,1,1,0.552743642,1,1
70126,0.262,1,0.0,0.0,0.0,0.42149401,1,0.81,0.81,1,1,0.552743642,1,1
70127,0.262,1,0.0,0.0,0.0,0.441226957,1,0.809125875,0.809125875,1,1,0.552743642,1,1
70128,0.262,1,0.0,0.0,0.0,0.409587053,1,0.78976587,0.78976587,1,1,0.552743642,1,1
70129,0.262,1,0.0,0.0,0.0,0.406959409,1,0.778872464,0.778872464,1,1,0.552743642,1,1
70130,0.262,1,0.0,0.0,0.0,0.444337454,1,0.741084166,0.741084166,1,1,0.552743642,1,1
70131,0.262,1,0.0,0.0,0.0,0.448900953,1,0.718408629,0.718408629,1,1,0.552743642,1,1
70132,0.262,1,0.0,0.0,0.0,0.468954484,1,0.729863662,0.729863662,1,1,0.552743642,1,1
70133,0.262,1,0.0,0.0,0.0,0.506061487,1,0.731498962,0.731498962,1,1,0.552743642,1,1
70134,0.262,1,0.0,0.0,0.0,0.574405019,1,0.75855555,0.75855555,1,1,0.552743642,1,1
70135,0.262,1,0.0,0.0,0.0,0.603817604,1,0.7970274,0.7970274,1,1,0.552743642,1,1
70136,0.262,1,0.025430904,0.014573864,0.01340013,0.527325155,1,0.805725,0.805725,1,1,0.552743642,1,1
70137,0.262,1,0.302074718,0.17311205,0.15917014,0.493582235,1,0.81,0.81,1,1,0.552743642,1,1
70138,0.262,1,0.527262215,0.302161808,0.277826629,0.556096755,1,0.81,0.81,1,1,0.552743642,1,1
70139,0.262,1,0.746914425,0.42803942,0.393566447,0.646568236,1,0.81,0.81,1,1,0.552743642,1,1
70140,0.262,1,0.824965356,0.472768608,0.434693284,0.680452522,1,0.81,0.81,1,1,0.552743642,1,1
70141,0.262,1,0.823321559,0.471826586,0.433827129,0.774776194,1,0.81,0.81,1,1,0.552743642,1,1
70142,0.262,1,0.751074716,0.430423587,0.3957586,0.78347418,1,0.81,0.81,1,1,0.552743642,1,1
70143,0.262,1,0.591674719,0.339075127,0.311767063,0.794220252,1,0.81,0.81,1,1,0.552743642,1,1
70144,0.262,1,0.312673608,0.179186029,0.16475494,0.781078091,1,0.81,0.81,1,1,0.552743642,1,1
70145,0.262,1,0.0,0.0,0.0,0.776340728,1,0.81,0.81,1,1,0.552743642,1,1
70146,0.262,1,0.0,0.0,0.0,0.734581448,1,0.81,0.81,1,1,0.552743642,1,1
70147,0.262,1,0.0,0.0,0.0,0.723745317,1,0.81,0.81,1,1,0.552743642,1,1
70148,0.262,1,0.0,0.0,0.0,0.741937255,1,0.81,0.81,1,1,0.552743642,1,1
70149,0.262,1,0.0,0.0,0.0,0.709708379,1,0.81,0.81,1,1,0.552743642,1,1
70150,0.262,1,0.0,0.0,0.0,0.662327374,1,0.81,0.81,1,1,0.552743642,1,1
