	Network_zones	Network_Lines	z1	Line_Max_Flow_MW	transmission_path_name	distance_mile	Line_Loss_Percentage	Line_Max_Reinforcement_MW	Line_Reinforcement_Cost_per_MWyr	DerateCapRes_1	CapRes_1	CapRes_Excl_1
NE	z1	1	1	0	dummy_line	1	1	0	99999	0.95	0	0
