Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,1.2904306601267648e9
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,5.191020088684255e-9
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,1.4399728381678155e8
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,9.301291598151678e7
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,2.375311526362286e9
NENGREST,NaturalGas_CCS100_Moderate,1,1,-4.387650987832462e-10
NENGREST,NENGREST_nuclear_1,1,1,0.0
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,1.0128466728882557e8
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.5634529079588697e9
NENGREST,Liion_Moderate,1,1,1.1549909717002625e9
NENGREST,TEGS,1,1,1.687711071969255e8
