Time_Index,res_hydro_1,natural_gas_2,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,fixed_offshore_wind_2,float_offshore_wind_2,battery_2,ror_hydro_2,pumped_hydro_2,fusion_2
1,0.262,1,1,0.0,0.0,0.0,0.3899,0.8173,0.8173,1,0.552743642,1,1
2,0.262,1,1,0.0,0.0,0.0,0.192,0.1986,0.1986,1,0.552743642,1,1
3,0.262,1,1,0.0,0.0,0.0,0.2553,0.8493,0.8493,1,0.552743642,1,1
4,0.262,1,1,0.0,0.0,0.0,0.2721,0.9034,0.9034,1,0.552743642,1,1
5,0.262,1,1,0.0,0.0,0.0,0.8644,0.8355,0.8355,1,0.552743642,1,1
6,0.262,1,1,0.0,0.0,0.0,0.1944,0.1927,0.1927,1,0.552743642,1,1
7,0.262,1,1,0.0,0.0,0.0,0.0764,0.6413,0.6413,1,0.552743642,1,1
8,0.262,1,1,0.005005,0.002868249879495,0.0026372501205049995,0.6817,0.8647,0.8647,1,0.552743642,1,1
9,0.262,1,1,0.047676,0.027322014236724004,0.025121585763276,0.3153,0.4052,0.4052,1,0.552743642,1,1
10,0.262,1,1,0.101717,0.058291662935583,0.05359703706441699,0.2081,0.6176,0.6176,1,0.552743642,1,1
11,0.262,1,1,0.276692,0.158565793338108,0.14579540666189197,0.8489,0.904,0.904,1,0.552743642,1,1
12,0.262,1,1,0.290901,0.16670864299599902,0.153282457004001,0.6292,0.9097,0.9097,1,0.552743642,1,1
13,0.262,1,1,0.254219,0.145687036186881,0.13395386381311897,0.8445,0.6613,0.6613,1,0.552743642,1,1
14,0.262,1,1,0.187879,0.107669114707221,0.09899778529277899,0.2492,0.1465,0.1465,1,0.552743642,1,1
15,0.262,1,1,0.102597,0.058795970606702996,0.054060729393296994,0.7033,0.564,0.564,1,0.552743642,1,1
16,0.262,1,1,0.042341,0.024264648980559,0.022310451019440996,0.4777,0.1373,0.1373,1,0.552743642,1,1
17,0.262,1,1,0.005193,0.002975988336507,0.0027363116634929996,0.1287,0.1788,0.1788,1,0.552743642,1,1
18,0.262,1,1,0.0,0.0,0.0,0.2119,0.8391,0.8391,1,0.552743642,1,1
19,0.262,1,1,0.0,0.0,0.0,0.2704,0.2305,0.2305,1,0.552743642,1,1
20,0.262,1,1,0.0,0.0,0.0,0.0379,0.0786,0.0786,1,0.552743642,1,1
21,0.262,1,1,0.0,0.0,0.0,0.0738,0.2718,0.2718,1,0.552743642,1,1
22,0.262,1,1,0.0,0.0,0.0,0.1552,0.2019,0.2019,1,0.552743642,1,1
23,0.262,1,1,0.0,0.0,0.0,0.1123,0.8976,0.8976,1,0.552743642,1,1
24,0.262,1,1,0.0,0.0,0.0,0.6873,0.8417,0.8417,1,0.552743642,1,1
25,0.262,1,1,0.0,0.0,0.0,0.4102,0.8603,0.8603,1,0.552743642,1,1
26,0.262,1,1,0.0,0.0,0.0,0.2602,0.7073,0.7073,1,0.552743642,1,1
27,0.262,1,1,0.0,0.0,0.0,0.8487,0.9133,0.9133,1,0.552743642,1,1
28,0.262,1,1,0.0,0.0,0.0,0.7925,0.9078,0.9078,1,0.552743642,1,1
29,0.262,1,1,0.0,0.0,0.0,0.2568,0.6468,0.6468,1,0.552743642,1,1
30,0.262,1,1,0.0,0.0,0.0,0.1122,0.1979,0.1979,1,0.552743642,1,1
31,0.262,1,1,0.0,0.0,0.0,0.0584,0.0842,0.0842,1,0.552743642,1,1
32,0.262,1,1,0.003199,0.001833272999901,0.0016856270000989999,0.0685,0.7263,0.7263,1,0.552743642,1,1
33,0.262,1,1,0.026249,0.015042695521851002,0.013831204478149,0.3755,0.3391,0.3391,1,0.552743642,1,1
34,0.262,1,1,0.057777,0.033110663993523005,0.030444036006476997,0.2604,0.2411,0.2411,1,0.552743642,1,1
35,0.262,1,1,0.092161,0.052815340088739005,0.048561759911261,0.6134,0.7159,0.7159,1,0.552743642,1,1
36,0.262,1,1,0.11627,0.06663165104673001,0.061265348953269995,0.2737,0.7782,0.7782,1,0.552743642,1,1
37,0.262,1,1,0.101914,0.058404559084686,0.053700840915314,0.6402,0.7469,0.7469,1,0.552743642,1,1
38,0.262,1,1,0.069794,0.039997329088806,0.036776070911193996,0.0936,0.6058,0.6058,1,0.552743642,1,1
39,0.262,1,1,0.060139,0.034464271628961,0.031688628371038995,0.6424,0.8749,0.8749,1,0.552743642,1,1
40,0.262,1,1,0.026217,0.015024357061083002,0.013814342938916998,0.1574,0.8737,0.8737,1,0.552743642,1,1
41,0.262,1,1,0.001994,0.0011427153366060001,0.001050684663394,0.8529,0.9048,0.9048,1,0.552743642,1,1
42,0.262,1,1,0.0,0.0,0.0,0.1804,0.5799,0.5799,1,0.552743642,1,1
43,0.262,1,1,0.0,0.0,0.0,0.2157,0.6595,0.6595,1,0.552743642,1,1
44,0.262,1,1,0.0,0.0,0.0,0.8167,0.9106,0.9106,1,0.552743642,1,1
45,0.262,1,1,0.0,0.0,0.0,0.1206,0.3166,0.3166,1,0.552743642,1,1
46,0.262,1,1,0.0,0.0,0.0,0.2985,0.7035,0.7035,1,0.552743642,1,1
47,0.262,1,1,0.0,0.0,0.0,0.6824,0.9002,0.9002,1,0.552743642,1,1
48,0.262,1,1,0.0,0.0,0.0,0.861,0.862,0.862,1,0.552743642,1,1
49,0.262,1,1,0.0,0.0,0.0,0.1097,0.4061,0.4061,1,0.552743642,1,1
50,0.262,1,1,0.0,0.0,0.0,0.2423,0.4698,0.4698,1,0.552743642,1,1
51,0.262,1,1,0.0,0.0,0.0,0.5475,0.6943,0.6943,1,0.552743642,1,1
52,0.262,1,1,0.0,0.0,0.0,0.0368,0.0565,0.0565,1,0.552743642,1,1
53,0.262,1,1,0.0,0.0,0.0,0.053,0.27,0.27,1,0.552743642,1,1
54,0.262,1,1,0.0,0.0,0.0,0.4612,0.4653,0.4653,1,0.552743642,1,1
55,0.262,1,1,0.0,0.0,0.0,0.0513,0.2996,0.2996,1,0.552743642,1,1
56,0.262,1,1,0.006412,0.0036745690763880005,0.003378630923612,0.4418,0.7003,0.7003,1,0.552743642,1,1
57,0.262,1,1,0.043633,0.025005064334067,0.022991235665933,0.873,0.908,0.908,1,0.552743642,1,1
58,0.262,1,1,0.104089,0.059651001340011,0.05484689865998899,0.6911,0.692,0.692,1,0.552743642,1,1
59,0.262,1,1,0.179244,0.102720595684356,0.09444780431564398,0.0321,0.1576,0.1576,1,0.552743642,1,1
60,0.262,1,1,0.213651,0.122438452548249,0.11257764745175099,0.4322,0.9049,0.9049,1,0.552743642,1,1
61,0.262,1,1,0.28997,0.16617510840303001,0.15279189159697,0.8392,0.9152,0.9152,1,0.552743642,1,1
62,0.262,1,1,0.223682,0.128186986922118,0.11786321307788199,0.7406,0.6099,0.6099,1,0.552743642,1,1
63,0.262,1,1,0.16205,0.09286711148295,0.08538788851705,0.8741,0.9083,0.9083,1,0.552743642,1,1
64,0.262,1,1,0.070193,0.040225986771507,0.036986313228493,0.856,0.9036,0.9036,1,0.552743642,1,1
65,0.262,1,1,0.005609,0.0032143883264910003,0.002955511673509,0.1466,0.1448,0.1448,1,0.552743642,1,1
66,0.262,1,1,0.0,0.0,0.0,0.4872,0.5575,0.5575,1,0.552743642,1,1
67,0.262,1,1,0.0,0.0,0.0,0.2864,0.9091,0.9091,1,0.552743642,1,1
68,0.262,1,1,0.0,0.0,0.0,0.8781,0.9158,0.9158,1,0.552743642,1,1
69,0.262,1,1,0.0,0.0,0.0,0.2301,0.5734,0.5734,1,0.552743642,1,1
70,0.262,1,1,0.0,0.0,0.0,0.8709,0.9122,0.9122,1,0.552743642,1,1
71,0.262,1,1,0.0,0.0,0.0,0.8366,0.831,0.831,1,0.552743642,1,1
72,0.262,1,1,0.0,0.0,0.0,0.4791,0.2675,0.2675,1,0.552743642,1,1
73,0.262,1,1,0.0,0.0,0.0,0.1449,0.8362,0.8362,1,0.552743642,1,1
74,0.262,1,1,0.0,0.0,0.0,0.5951,0.9119,0.9119,1,0.552743642,1,1
75,0.262,1,1,0.0,0.0,0.0,0.7925,0.9029,0.9029,1,0.552743642,1,1
76,0.262,1,1,0.0,0.0,0.0,0.485,0.57,0.57,1,0.552743642,1,1
77,0.262,1,1,0.0,0.0,0.0,0.0453,0.0703,0.0703,1,0.552743642,1,1
78,0.262,1,1,0.0,0.0,0.0,0.0516,0.8482,0.8482,1,0.552743642,1,1
79,0.262,1,1,0.0,0.0,0.0,0.1324,0.8993,0.8993,1,0.552743642,1,1
80,0.262,1,1,0.010201,0.005845957446699,0.005375142553300999,0.3419,0.0553,0.0553,1,0.552743642,1,1
81,0.262,1,1,0.104515,0.059895132098985004,0.055071367901014995,0.8237,0.7993,0.7993,1,0.552743642,1,1
82,0.262,1,1,0.231652,0.132754409807148,0.12206279019285199,0.8548,0.7562,0.7562,1,0.552743642,1,1
83,0.262,1,1,0.282173,0.161706827821527,0.148683472178473,0.5037,0.5051,0.5051,1,0.552743642,1,1
84,0.262,1,1,0.26948,0.15443276274252002,0.14199523725747998,0.4318,0.351,0.351,1,0.552743642,1,1
85,0.262,1,1,0.26945,0.15441557043555001,0.14197942956445,0.0828,0.3024,0.3024,1,0.552743642,1,1
86,0.262,1,1,0.240084,0.137586594219516,0.12650580578048398,0.4787,0.8471,0.8471,1,0.552743642,1,1
87,0.262,1,1,0.171115,0.098062053572385,0.09016444642761498,0.0966,0.1749,0.1749,1,0.552743642,1,1
88,0.262,1,1,0.075274,0.043137790495326,0.03966360950467399,0.2413,0.819,0.819,1,0.552743642,1,1
89,0.262,1,1,0.004003,0.0022940268266969997,0.0021092731733029996,0.595,0.6381,0.6381,1,0.552743642,1,1
90,0.262,1,1,0.0,0.0,0.0,0.0887,0.1192,0.1192,1,0.552743642,1,1
91,0.262,1,1,0.0,0.0,0.0,0.2008,0.9055,0.9055,1,0.552743642,1,1
92,0.262,1,1,0.0,0.0,0.0,0.2619,0.4225,0.4225,1,0.552743642,1,1
93,0.262,1,1,0.0,0.0,0.0,0.389,0.1348,0.1348,1,0.552743642,1,1
94,0.262,1,1,0.0,0.0,0.0,0.3642,0.8465,0.8465,1,0.552743642,1,1
95,0.262,1,1,0.0,0.0,0.0,0.1953,0.428,0.428,1,0.552743642,1,1
96,0.262,1,1,0.0,0.0,0.0,0.2101,0.5815,0.5815,1,0.552743642,1,1
97,0.262,1,1,0.0,0.0,0.0,0.4826,0.8934,0.8934,1,0.552743642,1,1
98,0.262,1,1,0.0,0.0,0.0,0.5366,0.8906,0.8906,1,0.552743642,1,1
99,0.262,1,1,0.0,0.0,0.0,0.3777,0.2881,0.2881,1,0.552743642,1,1
100,0.262,1,1,0.0,0.0,0.0,0.217,0.8767,0.8767,1,0.552743642,1,1
101,0.262,1,1,0.0,0.0,0.0,0.1423,0.8193,0.8193,1,0.552743642,1,1
102,0.262,1,1,0.0,0.0,0.0,0.0565,0.6137,0.6137,1,0.552743642,1,1
103,0.262,1,1,0.0,0.0,0.0,0.7269,0.3071,0.3071,1,0.552743642,1,1
104,0.262,1,1,0.008025,0.004598942114475,0.004228557885524999,0.2856,0.0556,0.0556,1,0.552743642,1,1
105,0.262,1,1,0.088543,0.050741947868157,0.04665535213184299,0.1048,0.3737,0.3737,1,0.552743642,1,1
106,0.262,1,1,0.204646,0.117277895072754,0.10783270492724599,0.3468,0.9112,0.9112,1,0.552743642,1,1
107,0.262,1,1,0.238086,0.136441586575314,0.12545301342468598,0.316,0.4976,0.4976,1,0.552743642,1,1
108,0.262,1,1,0.2396,0.13730922500040002,0.1262507749996,0.0211,0.2326,0.2326,1,0.552743642,1,1
