BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,1.224032759647492e8,703182.4372377839,-830792.1044869832,0.0,0.0,0.0,9.247827851448944e-12,0.0,0.0,-1.2227566629749997e8
t1,15068.004999999815,1.9304464611396072e-10,-3.534664905199193e-12,0.0,0.0,0.0,1.0512070802132414e-15,0.0,0.0,-15068.005000000001
t2,14398.24400000076,4.691900169490235e-12,-7.683944240993089e-10,0.0,0.0,0.0,1.0488331775612629e-15,0.0,0.0,-14398.244
t3,14729.970496737222,2.634243076696931e-10,-957.1784967374887,0.0,0.0,0.0,1.0479791779441972e-15,0.0,0.0,-13772.792
t4,13669.864060484138,202.82803518342007,-766.2390956675614,0.0,0.0,0.0,1.0481758073071109e-15,0.0,0.0,-13106.453
t5,13724.831757843836,122.62373220088656,-1330.2884900447264,0.0,0.0,0.0,1.0484964405550096e-15,0.0,0.0,-12517.167
t6,12406.413294265794,266.60233219795475,-731.5546264637537,0.0,0.0,0.0,1.0468889611284223e-15,0.0,0.0,-11941.461
t7,12250.721798918958,215.02892840803088,-959.8337273269897,0.0,0.0,0.0,1.0479838110991304e-15,0.0,0.0,-11505.917
t8,12461.893810631784,122.79577238164211,-1341.1885830134247,0.0,0.0,0.0,1.049770817170141e-15,0.0,0.0,-11243.501
t9,11373.76096721105,274.2603747122485,-481.9303419232996,0.0,0.0,0.0,1.052097643830835e-15,0.0,0.0,-11166.091
t10,11281.032999999908,1.0487603092817735e-10,-1.3409680774299038e-11,0.0,0.0,0.0,1.0575296313107229e-15,0.0,0.0,-11281.033
t11,11644.131999999963,5.054231837345118e-11,-1.500348377990794e-11,0.0,0.0,0.0,1.0610604392457124e-15,0.0,0.0,-11644.132
t12,12161.47199999998,3.774591166093067e-11,-1.631216123612467e-11,0.0,0.0,0.0,1.06358439466043e-15,0.0,0.0,-12161.472
t13,12585.042999999985,3.1200617335915456e-11,-1.765117702467985e-11,0.0,0.0,0.0,1.0672578656359508e-15,0.0,0.0,-12585.043
t14,13198.024999999992,2.6751576894341852e-11,-1.9392485246667408e-11,0.0,0.0,0.0,1.0590061330111244e-15,0.0,0.0,-13198.025
