Resource,natural_gas_ccs,solar_pv,onshore_wind,battery,offshore_wind,natural_gas,nuclear
Zone,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,1.0246681431656997e-11,0.0,0.0,0.0
t2,0.0,0.0,0.0,7.144754000657941e-10,0.0,0.0,0.0
t3,0.0,0.0,0.0,880.6042169989178,0.0,0.0,0.0
t4,0.0,0.0,0.0,1365.078929378922,0.0,0.0,0.0
t5,0.0,0.0,0.0,2455.657674784324,0.0,0.0,0.0
t6,0.0,0.0,0.0,2838.902787437549,0.0,0.0,0.0
t7,0.0,0.0,0.0,3488.222720482701,0.0,0.0,0.0
t8,0.0,0.0,0.0,4588.642551222832,0.0,0.0,0.0
t9,0.0,0.0,0.0,4733.9093628441715,0.0,0.0,0.0
t10,0.0,0.0,0.0,4733.9093628440705,0.0,0.0,0.0
t11,0.0,0.0,0.0,4733.90936284403,0.0,0.0,0.0
t12,0.0,0.0,0.0,4733.909362843997,0.0,0.0,0.0
t13,0.0,0.0,0.0,4733.90936284398,0.0,0.0,0.0
t14,0.0,0.0,0.0,4733.909362843969,0.0,0.0,0.0
t15,0.0,0.0,0.0,4733.909362843962,0.0,0.0,0.0
t16,0.0,0.0,0.0,4733.90936284396,0.0,0.0,0.0
t17,0.0,0.0,0.0,4733.909362843966,0.0,0.0,0.0
t18,0.0,0.0,0.0,4733.909362843972,0.0,0.0,0.0
t19,0.0,0.0,0.0,4733.909362843984,0.0,0.0,0.0
t20,0.0,0.0,0.0,4733.909362844003,0.0,0.0,0.0
t21,0.0,0.0,0.0,4733.909362844033,0.0,0.0,0.0
t22,0.0,0.0,0.0,4733.909362844095,0.0,0.0,0.0
t23,0.0,0.0,0.0,4264.175209033686,0.0,0.0,0.0
t24,0.0,0.0,0.0,4270.741145923992,0.0,0.0,0.0
t25,0.0,0.0,0.0,4277.294942433132,0.0,0.0,0.0
t26,0.0,0.0,0.0,4283.26106691342,0.0,0.0,0.0
t27,0.0,0.0,0.0,4289.173811543769,0.0,0.0,0.0
t28,0.0,0.0,0.0,4295.1647216273395,0.0,0.0,0.0
t29,0.0,0.0,0.0,4301.122648682689,0.0,0.0,0.0
t30,0.0,0.0,0.0,4307.140482058393,0.0,0.0,0.0
t31,0.0,0.0,0.0,4313.507769500924,0.0,0.0,0.0
t32,0.0,0.0,0.0,4319.832314710612,0.0,0.0,0.0
t33,0.0,0.0,0.0,4326.140234114107,0.0,0.0,0.0
t34,0.0,0.0,0.0,4332.628599535378,0.0,0.0,0.0
t35,0.0,0.0,0.0,4339.369161732663,0.0,0.0,0.0
t36,0.0,0.0,0.0,4346.3708723659065,0.0,0.0,0.0
t37,0.0,0.0,0.0,4353.467673500812,0.0,0.0,0.0
t38,0.0,0.0,0.0,4360.627050705176,0.0,0.0,0.0
t39,0.0,0.0,0.0,4367.90846339721,0.0,0.0,0.0
t40,0.0,0.0,0.0,4375.200109871847,0.0,0.0,0.0
t41,0.0,0.0,0.0,4382.414373378209,0.0,0.0,0.0
t42,0.0,0.0,0.0,4388.6428988786065,0.0,0.0,0.0
t43,0.0,0.0,0.0,4394.626124737454,0.0,0.0,0.0
t44,0.0,0.0,0.0,4401.083906628952,0.0,0.0,0.0
t45,0.0,0.0,0.0,4408.8753756949645,0.0,0.0,0.0
t46,0.0,0.0,0.0,4416.937395603659,0.0,0.0,0.0
t47,0.0,0.0,0.0,4425.029689781771,0.0,0.0,0.0
t48,0.0,0.0,0.0,4433.143422028857,0.0,0.0,0.0
t49,0.0,0.0,0.0,4441.254964883066,0.0,0.0,0.0
t50,0.0,0.0,0.0,4449.435005126135,0.0,0.0,0.0
t51,0.0,0.0,0.0,4457.831326850757,0.0,0.0,0.0
t52,0.0,0.0,0.0,4466.297620222516,0.0,0.0,0.0
t53,0.0,0.0,0.0,4474.86882905511,0.0,0.0,0.0
t54,0.0,0.0,0.0,4483.559472146621,0.0,0.0,0.0
t55,0.0,0.0,0.0,4492.388295765152,0.0,0.0,0.0
t56,0.0,0.0,0.0,4501.710214136914,0.0,0.0,0.0
t57,0.0,0.0,0.0,4511.118479943945,0.0,0.0,0.0
t58,0.0,0.0,0.0,4520.829831107313,0.0,0.0,0.0
t59,0.0,0.0,0.0,4530.971907110364,0.0,0.0,0.0
t60,0.0,0.0,0.0,4541.636047652077,0.0,0.0,0.0
t61,0.0,0.0,0.0,4553.100403221616,0.0,0.0,0.0
t62,0.0,0.0,0.0,4565.413360504468,0.0,0.0,0.0
t63,0.0,0.0,0.0,4578.60821483284,0.0,0.0,0.0
t64,0.0,0.0,0.0,4593.150784462269,0.0,0.0,0.0
t65,0.0,0.0,0.0,4608.618051589789,0.0,0.0,0.0
t66,0.0,0.0,0.0,4625.0620609931175,0.0,0.0,0.0
t67,0.0,0.0,0.0,4644.119088463956,0.0,0.0,0.0
t68,0.0,0.0,0.0,4666.022842713806,0.0,0.0,0.0
t69,0.0,0.0,0.0,4697.536977289874,0.0,0.0,0.0
t70,0.0,0.0,0.0,3876.854271412498,0.0,0.0,0.0
t71,0.0,0.0,0.0,2375.230331779633,0.0,0.0,0.0
t72,0.0,0.0,0.0,1975.242304279097,0.0,0.0,0.0
t73,0.0,0.0,0.0,2088.4056970414067,0.0,0.0,0.0
t74,0.0,0.0,0.0,2199.6179560277433,0.0,0.0,0.0
t75,0.0,0.0,0.0,2415.825825819208,0.0,0.0,0.0
t76,0.0,0.0,0.0,2624.618599087484,0.0,0.0,0.0
t77,0.0,0.0,0.0,2832.81588152857,0.0,0.0,0.0
t78,0.0,0.0,0.0,3043.0643802644345,0.0,0.0,0.0
t79,0.0,0.0,0.0,3263.0599130645,0.0,0.0,0.0
t80,0.0,0.0,0.0,3503.8911194160974,0.0,0.0,0.0
t81,0.0,0.0,0.0,3768.356290642656,0.0,0.0,0.0
t82,0.0,0.0,0.0,4098.833159787543,0.0,0.0,0.0
t83,0.0,0.0,0.0,4606.005858706504,0.0,0.0,0.0
t84,0.0,0.0,0.0,4733.909362844098,0.0,0.0,0.0
t85,0.0,0.0,0.0,3698.889982976196,0.0,0.0,0.0
t86,0.0,0.0,0.0,2110.786719960489,0.0,0.0,0.0
t87,0.0,0.0,0.0,944.0042873026666,0.0,0.0,0.0
t88,0.0,0.0,0.0,290.91991026156995,0.0,0.0,0.0
t89,0.0,0.0,0.0,1.7751372238052865e-10,0.0,0.0,0.0
t90,0.0,0.0,0.0,194.50478169568433,0.0,0.0,0.0
t91,0.0,0.0,0.0,885.2618902554482,0.0,0.0,0.0
t92,0.0,0.0,0.0,1886.102374832518,0.0,0.0,0.0
