Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,0.0
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,2.7868644919419706e8
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,1.5404504066811147e8
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,3.551046096974604e9
NENGREST,NaturalGas_CCS100_Moderate,1,1,-2.8563685441604865e-10
NENGREST,NENGREST_nuclear_1,1,1,0.0
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,4.7252114004422665e7
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.470635876070634e9
NENGREST,Liion_Moderate,1,1,1.0936423425857465e9
NENGREST,TEGS,1,1,5.387558898209828e7
