Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,float_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2
26281,0.262,1,0.0,0.0,0.0,0.578381296,1,0.81,0.81,1,1,0.552743642,1,1
26282,0.262,1,0.0,0.0,0.0,0.571028141,1,0.81,0.81,1,1,0.552743642,1,1
26283,0.262,1,0.0,0.0,0.0,0.519199954,1,0.81,0.81,1,1,0.552743642,1,1
26284,0.262,1,0.0,0.0,0.0,0.512659923,1,0.81,0.81,1,1,0.552743642,1,1
26285,0.262,1,0.0,0.0,0.0,0.518021089,1,0.81,0.81,1,1,0.552743642,1,1
26286,0.262,1,0.0,0.0,0.0,0.568260208,1,0.81,0.81,1,1,0.552743642,1,1
26287,0.262,1,0.0,0.0,0.0,0.51800853,1,0.81,0.81,1,1,0.552743642,1,1
26288,0.262,1,0.007794394,0.004466787,0.004107046,0.468761566,1,0.81,0.81,1,1,0.552743642,1,1
26289,0.262,1,0.148371077,0.08502804,0.078180144,0.503003866,1,0.81,0.81,1,1,0.552743642,1,1
26290,0.262,1,0.352184291,0.20182869,0.18557403,0.591530602,1,0.81,0.81,1,1,0.552743642,1,1
26291,0.262,1,0.460987429,0.264181257,0.242904915,0.605755565,1,0.8099026,0.8099026,1,1,0.552743642,1,1
26292,0.262,1,0.401949411,0.230347932,0.21179642,0.672490029,1,0.81,0.81,1,1,0.552743642,1,1
26293,0.262,1,0.470208538,0.269465662,0.24776373,0.688137376,1,0.809299211,0.809299211,1,1,0.552743642,1,1
26294,0.262,1,0.526351821,0.301640082,0.277346921,0.655845615,1,0.805839045,0.805839045,1,1,0.552743642,1,1
26295,0.262,1,0.555836723,0.318537199,0.292883196,0.591006207,1,0.795835177,0.795835177,1,1,0.552743642,1,1
26296,0.262,1,0.266122883,0.152508883,0.140226288,0.497698077,1,0.771203235,0.771203235,1,1,0.552743642,1,1
26297,0.262,1,0.0,0.0,0.0,0.427115891,1,0.738123147,0.738123147,1,1,0.552743642,1,1
26298,0.262,1,0.0,0.0,0.0,0.369314363,1,0.703553842,0.703553842,1,1,0.552743642,1,1
26299,0.262,1,0.0,0.0,0.0,0.385752196,1,0.700281568,0.700281568,1,1,0.552743642,1,1
26300,0.262,1,0.0,0.0,0.0,0.384098694,1,0.691359737,0.691359737,1,1,0.552743642,1,1
26301,0.262,1,0.0,0.0,0.0,0.397053625,1,0.658263619,0.658263619,1,1,0.552743642,1,1
26302,0.262,1,0.0,0.0,0.0,0.437719849,1,0.623300857,0.623300857,1,1,0.552743642,1,1
26303,0.262,1,0.0,0.0,0.0,0.316577161,1,0.467268373,0.467268373,1,1,0.552743642,1,1
26304,0.262,1,0.0,0.0,0.0,0.290440033,1,0.319001177,0.319001177,1,1,0.552743642,1,1
26305,0.262,1,0.0,0.0,0.0,0.149165279,1,0.218961739,0.218961739,1,1,0.552743642,1,1
26306,0.262,1,0.0,0.0,0.0,0.139948029,1,0.130094567,0.130094567,1,1,0.552743642,1,1
26307,0.262,1,0.0,0.0,0.0,0.114648998,1,0.073521005,0.073521005,1,1,0.552743642,1,1
26308,0.262,1,0.0,0.0,0.0,0.111483165,1,0.041215224,0.041215224,1,1,0.552743642,1,1
26309,0.262,1,0.0,0.0,0.0,0.058307389,1,0.023537805,0.023537805,1,1,0.552743642,1,1
26310,0.262,1,0.0,0.0,0.0,0.073561458,1,0.012333791,0.012333791,1,1,0.552743642,1,1
26311,0.262,1,0.0,0.0,0.0,0.051120786,1,0.015356001,0.015356001,1,1,0.552743642,1,1
26312,0.262,1,9.95e-6,5.70212e-6,5.24288e-6,0.085708744,1,0.034144948,0.034144948,1,1,0.552743642,1,1
26313,0.262,1,0.010726671,0.006147208,0.00565213,0.090722819,1,0.078472589,0.078472589,1,1,0.552743642,1,1
26314,0.262,1,0.043162778,0.024735592,0.022743464,0.075570301,1,0.11852437,0.11852437,1,1,0.552743642,1,1
26315,0.262,1,0.083872224,0.048065236,0.04419421,0.116043651,1,0.12415353,0.12415353,1,1,0.552743642,1,1
26316,0.262,1,0.065271525,0.037405605,0.034393073,0.108842138,1,0.098327474,0.098327474,1,1,0.552743642,1,1
26317,0.262,1,0.04005595,0.022955141,0.021106404,0.093740723,1,0.087009491,0.087009491,1,1,0.552743642,1,1
