Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2
50000,1,1,1,1,8760,8760,1,23198.562,16402.63115
,,,,,,,2,23090.427,14890.03948
,,,,,,,3,22618.549,14347.48172
,,,,,,,4,22491.546,13892.30931
,,,,,,,5,22617.659,13582.75656
,,,,,,,6,22909.846,14144.24009
,,,,,,,7,23433.967,14665.29117
,,,,,,,8,24304.298,15372.80077
,,,,,,,9,24539.436,15370.86755
,,,,,,,10,25193.319,16648.13707
,,,,,,,11,25770.84,17671.1651
,,,,,,,12,25612.42,19104.93169
,,,,,,,13,25449.817,20476.37207
,,,,,,,14,25215.124,20469.52866
,,,,,,,15,24869.181,20597.98151
,,,,,,,16,24991.823,20576.91751
,,,,,,,17,25703.111,21327.61541
,,,,,,,18,26172.408,21842.06227
,,,,,,,19,25947.416,25636.77691
,,,,,,,20,25326.107,25625.47241
,,,,,,,21,25089.634,24332.22192
,,,,,,,22,24566.403,23072.28059
,,,,,,,23,23547.264,21435.23818
,,,,,,,24,23010.594,19009.2567
,,,,,,,25,22465.113,15498.1409
,,,,,,,26,22235.582,14448.24941
,,,,,,,27,22050.017,13924.02585
,,,,,,,28,22152.901,13911.4125
,,,,,,,29,22425.508,14027.39264
,,,,,,,30,22708.617,15124.91054
,,,,,,,31,23209.331,16529.2571
,,,,,,,32,23297.708,19026.96269
,,,,,,,33,23464.761,20127.69625
,,,,,,,34,24232.92,21251.70362
,,,,,,,35,24935.041,22054.0154
,,,,,,,36,25062.044,23419.59199
,,,,,,,37,24655.314,24376.98489
,,,,,,,38,24450.703,23894.05299
,,,,,,,39,24564.712,23673.6854
,,,,,,,40,25114.999,25050.22088
,,,,,,,41,27027.253,27254.37713
,,,,,,,42,28005.007,30287.21905
,,,,,,,43,28069.265,29663.62001
,,,,,,,44,27575.315,25725.92099
,,,,,,,45,27080.119,24395.06022
,,,,,,,46,26314.541,22871.94417
,,,,,,,47,25698.75,21027.19706
,,,,,,,48,24801.096,19156.23207
,,,,,,,49,24733.901,17796.62678
,,,,,,,50,24553.676,16695.07273
,,,,,,,51,24681.213,16133.75342
,,,,,,,52,24996.273,16019.48598
,,,,,,,53,25679.526,16086.61369
,,,,,,,54,26917.783,17351.50188
,,,,,,,55,28338.757,21114.2447
,,,,,,,56,29412.72,26721.54269
,,,,,,,57,30006.617,27633.45135
,,,,,,,58,30227.604,27267.4167
,,,,,,,59,29713.896,26518.04694
,,,,,,,60,30411.033,27106.32175
,,,,,,,61,29949.568,27642.90556
,,,,,,,62,29670.553,27520.59276
,,,,,,,63,30045.688,27723.85351
,,,,,,,64,31174.475,29158.759
,,,,,,,65,33206.701,31716.02018
,,,,,,,66,33959.552,35041.99097
,,,,,,,67,33420.123,35497.05971
,,,,,,,68,33327.385,32459.80184
,,,,,,,69,32668.073,31303.79762
,,,,,,,70,32129.445,24742.41902
,,,,,,,71,31511.429,21844.66561
,,,,,,,72,29114.57,20081.51668
,,,,,,,73,29226.71,18504.49848
,,,,,,,74,29469.235,17506.10386
,,,,,,,75,29809.571,17208.56538
,,,,,,,76,29449.477,17283.97121
,,,,,,,77,29951.882,17615.21752
,,,,,,,78,30980.722,18960.29733
,,,,,,,79,32531.903,23437.2652
,,,,,,,80,33593.05,29838.0175
,,,,,,,81,33803.357,31307.59153
,,,,,,,82,33463.555,30754.97026
,,,,,,,83,32927.597,29522.35383
,,,,,,,84,32994.258,29864.56242
,,,,,,,85,32917.451,30143.80159
,,,,,,,86,33048.459,29299.86311
,,,,,,,87,33020.424,29154.26318
,,,,,,,88,32965.333,30741.7307
,,,,,,,89,33250.044,33636.71165
,,,,,,,90,34016.245,36836.04918
,,,,,,,91,33521.494,36761.34332
,,,,,,,92,32839.665,33318.04829
,,,,,,,93,31718.71,31837.53979
,,,,,,,94,31166.109,24497.68538
,,,,,,,95,29721.105,21407.00758
,,,,,,,96,28145.36,19534.92422
,,,,,,,97,27486.493,17475.5907
,,,,,,,98,27015.95,16432.72354
,,,,,,,99,27040.959,15926.22168
,,,,,,,100,26312.316,15825.37152
,,,,,,,101,26279.831,15806.28919
,,,,,,,102,27610.114,17076.67408
,,,,,,,103,29425.358,21125.95588
,,,,,,,104,30444.052,27060.86359
,,,,,,,105,30220.039,28359.76922
,,,,,,,106,29018.895,27842.13172
,,,,,,,107,28513.998,27031.46205
,,,,,,,108,28165.741,27616.97207
,,,,,,,109,27535.087,27974.05019
,,,,,,,110,27380.583,27562.89021
,,,,,,,111,27495.927,28010.304
,,,,,,,112,28468.786,30073.31272
,,,,,,,113,30499.232,32812.97708
,,,,,,,114,31775.225,35922.31544
,,,,,,,115,31639.856,35994.54118
,,,,,,,116,31532.7,32169.26622
,,,,,,,117,31015.076,30817.08362
,,,,,,,118,30241.755,24476.34647
,,,,,,,119,29204.371,21563.90853
,,,,,,,120,27533.307,19441.31647
,,,,,,,121,26806.088,17400.09307
,,,,,,,122,26604.77,16312.67675
,,,,,,,123,26615.895,15878.96972
,,,,,,,124,26823.443,15706.36806
,,,,,,,125,27312.943,15723.84836
,,,,,,,126,28517.647,16867.64713
,,,,,,,127,30000.565,20435.2518
,,,,,,,128,32503.957,26085.37787
,,,,,,,129,32536.353,27679.2078
,,,,,,,130,33034.664,27867.5797
,,,,,,,131,32754.136,27106.07119
,,,,,,,132,33080.321,27655.5568
,,,,,,,133,32672.078,27916.93003
,,,,,,,134,32551.038,27598.65978
,,,,,,,135,31517.748,27743.44309
,,,,,,,136,32113.158,29292.75205
,,,,,,,137,32823.378,31643.57787
,,,,,,,138,33040.627,34469.49632
,,,,,,,139,32698.956,33837.47487
,,,,,,,140,31884.873,29962.92269
,,,,,,,141,31069.455,28232.92604
,,,,,,,142,30265.518,23596.70866
,,,,,,,143,29427.761,21361.16471
,,,,,,,144,27456.144,19993.19934
,,,,,,,145,26655.5,18838.32934
,,,,,,,146,26111.799,17314.83412
,,,,,,,147,25926.946,16995.81152
,,,,,,,148,25793.713,16867.07703
,,,,,,,149,25853.61,16975.99485
,,,,,,,150,26312.672,18059.86136
,,,,,,,151,27183.715,19338.47089
,,,,,,,152,27729.73,20909.49556
,,,,,,,153,28616.081,22182.42113
,,,,,,,154,28946.36,24096.23138
,,,,,,,155,29233.652,25520.97883
,,,,,,,156,29706.865,26893.44404
,,,,,,,157,28996.734,28109.61393
,,,,,,,158,28563.66,27136.88948
,,,,,,,159,28035.089,26624.26495
,,,,,,,160,27625.333,25782.42044
,,,,,,,161,28143.847,26370.78203
,,,,,,,162,29124.805,26166.8031
,,,,,,,163,28482.136,29126.36241
,,,,,,,164,27826.384,28729.70798
,,,,,,,165,27157.193,27255.42371
