Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
Zone,1,1,1,1,1,1,1,1,1,1,1
t1,31845.8307835378,0.0,0.0,0.0,0.0,9754.321933536547,0.0,0.0,0.0,0.0,0.0
t2,31845.8307835378,0.0,0.0,0.0,0.0,9754.321933536547,0.0,0.0,0.0,0.0,0.0
t3,31845.8307835378,0.0,0.0,0.0,0.0,9754.321933536547,0.0,0.0,0.0,0.0,0.0
t4,31845.8307835378,0.0,0.0,0.0,0.0,9754.321933536508,0.0,0.0,0.0,0.0,0.0
t5,31845.8307835378,0.0,0.0,0.0,0.0,9754.321933536508,0.0,0.0,0.0,0.0,0.0
t6,31845.8307835378,0.0,0.0,0.0,0.0,9754.321933536508,0.0,0.0,0.0,0.0,0.0
t7,31845.8307835378,0.0,0.0,0.0,0.0,9754.321933536508,0.0,0.0,0.0,0.0,0.0
t8,31845.8307835378,0.0,0.0,0.0,0.0,9754.321933536508,0.0,0.0,0.0,0.0,0.0
t9,31845.8307835378,0.0,0.0,0.0,0.0,9754.321933536508,0.0,0.0,0.0,0.0,0.0
t10,31845.8307835378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t11,7785.072199253659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t12,1261.4257459370936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t13,1261.4257459370936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t16,26566.473389659226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t17,26566.473389659226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t18,31845.8307835378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t19,31845.8307835378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t20,31845.8307835378,0.0,0.0,0.0,0.0,4452.496530161861,0.0,0.0,0.0,0.0,0.0
t21,31845.8307835378,0.0,0.0,0.0,0.0,4452.496530161861,0.0,0.0,0.0,0.0,0.0
t22,31845.8307835378,0.0,0.0,0.0,0.0,4452.496530161861,0.0,0.0,0.0,0.0,0.0
t23,31845.8307835378,0.0,0.0,0.0,0.0,4452.4965301618695,0.0,0.0,0.0,0.0,0.0
t24,31845.8307835378,0.0,0.0,0.0,0.0,4452.4965301618695,0.0,0.0,0.0,0.0,0.0
t25,31845.8307835378,0.0,0.0,0.0,0.0,4452.4965301618695,0.0,0.0,0.0,0.0,0.0
t26,31845.8307835378,0.0,0.0,0.0,0.0,4452.496530161836,0.0,0.0,0.0,0.0,0.0
t27,31845.8307835378,0.0,0.0,0.0,0.0,4452.496530161836,0.0,0.0,0.0,0.0,0.0
