Time_Index,res_hydro_1,natural_gas_2,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,fixed_offshore_wind_2,float_offshore_wind_2,battery_2,ror_hydro_2,pumped_hydro_2,fusion_2
1,0.262,1,1,0.0,0.0,0.0,0.835,0.9007,0.9007,1,0.552743642,1,1
2,0.262,1,1,0.0,0.0,0.0,0.3496,0.2387,0.2387,1,0.552743642,1,1
3,0.262,1,1,0.0,0.0,0.0,0.3774,0.5535,0.5535,1,0.552743642,1,1
4,0.262,1,1,0.0,0.0,0.0,0.4343,0.5165,0.5165,1,0.552743642,1,1
5,0.262,1,1,0.0,0.0,0.0,0.239,0.1729,0.1729,1,0.552743642,1,1
6,0.262,1,1,0.0,0.0,0.0,0.3379,0.3252,0.3252,1,0.552743642,1,1
7,0.262,1,1,0.0,0.0,0.0,0.4751,0.7509,0.7509,1,0.552743642,1,1
8,0.262,1,1,0.006001,0.0034390344708990005,0.003162065529101,0.1038,0.0767,0.0767,1,0.552743642,1,1
9,0.262,1,1,0.07329,0.04200080592771,0.038618194072289995,0.3855,0.6301,0.6301,1,0.552743642,1,1
10,0.262,1,1,0.202555,0.11607959127694502,0.10673090872305499,0.7274,0.8986,0.8986,1,0.552743642,1,1
11,0.262,1,1,0.284218,0.16287877007998203,0.149761029920018,0.4309,0.7333,0.7333,1,0.552743642,1,1
12,0.262,1,1,0.290085,0.166241012246415,0.15285248775358498,0.7924,0.7623,0.7623,1,0.552743642,1,1
13,0.262,1,1,0.27909,0.15994003174191002,0.14705896825808998,0.339,0.0409,0.0409,1,0.552743642,1,1
14,0.262,1,1,0.171626,0.098354895867774,0.090433704132226,0.6018,0.3355,0.3355,1,0.552743642,1,1
15,0.262,1,1,0.113367,0.064968008808933,0.05973569119106699,0.1688,0.4787,0.4787,1,0.552743642,1,1
16,0.262,1,1,0.060433,0.034632756237267005,0.031843543762733,0.1632,0.1895,0.1895,1,0.552743642,1,1
17,0.262,1,1,0.005212,0.002986876797588,0.0027463232024119997,0.5184,0.5778,0.5778,1,0.552743642,1,1
18,0.262,1,1,0.0,0.0,0.0,0.2869,0.1327,0.1327,1,0.552743642,1,1
19,0.262,1,1,0.0,0.0,0.0,0.4312,0.1186,0.1186,1,0.552743642,1,1
20,0.262,1,1,0.0,0.0,0.0,0.521,0.8111,0.8111,1,0.552743642,1,1
21,0.262,1,1,0.0,0.0,0.0,0.4728,0.8767,0.8767,1,0.552743642,1,1
22,0.262,1,1,0.0,0.0,0.0,0.6114,0.3145,0.3145,1,0.552743642,1,1
23,0.262,1,1,0.0,0.0,0.0,0.2139,0.1592,0.1592,1,0.552743642,1,1
24,0.262,1,1,0.0,0.0,0.0,0.1671,0.1844,0.1844,1,0.552743642,1,1
25,0.262,1,1,0.0,0.0,0.0,0.1456,0.1381,0.1381,1,0.552743642,1,1
26,0.262,1,1,0.0,0.0,0.0,0.395,0.3441,0.3441,1,0.552743642,1,1
27,0.262,1,1,0.0,0.0,0.0,0.0852,0.2198,0.2198,1,0.552743642,1,1
28,0.262,1,1,0.0,0.0,0.0,0.4995,0.8625,0.8625,1,0.552743642,1,1
29,0.262,1,1,0.0,0.0,0.0,0.3553,0.278,0.278,1,0.552743642,1,1
30,0.262,1,1,0.0,0.0,0.0,0.4409,0.3376,0.3376,1,0.552743642,1,1
31,0.262,1,1,0.0,0.0,0.0,0.2824,0.7591,0.7591,1,0.552743642,1,1
32,0.262,1,1,0.006404,0.003669984461196,0.0033744155388039996,0.0997,0.3917,0.3917,1,0.552743642,1,1
33,0.262,1,1,0.077561,0.044448417363339,0.040868682636661,0.0857,0.0575,0.0575,1,0.552743642,1,1
34,0.262,1,1,0.216948,0.124327887084252,0.114314912915748,0.2161,0.794,0.794,1,0.552743642,1,1
35,0.262,1,1,0.300126,0.171995277389274,0.158143322610726,0.174,0.0473,0.0473,1,0.552743642,1,1
36,0.262,1,1,0.30353,0.17394603115347002,0.15993696884653,0.087,0.2803,0.2803,1,0.552743642,1,1
37,0.262,1,1,0.253501,0.145275566973399,0.13357553302660097,0.6782,0.9086,0.9086,1,0.552743642,1,1
38,0.262,1,1,0.194041,0.111200414558859,0.10224468544114099,0.7053,0.5263,0.5263,1,0.552743642,1,1
39,0.262,1,1,0.10537,0.060385112847630006,0.05552188715237,0.6874,0.4634,0.4634,1,0.552743642,1,1
40,0.262,1,1,0.052492,0.030081952582308,0.027659247417691997,0.219,0.3547,0.3547,1,0.552743642,1,1
41,0.262,1,1,0.004,0.002292307596,0.0021076924039999997,0.8009,0.8515,0.8515,1,0.552743642,1,1
42,0.262,1,1,0.0,0.0,0.0,0.7712,0.9068,0.9068,1,0.552743642,1,1
43,0.262,1,1,0.0,0.0,0.0,0.6602,0.3183,0.3183,1,0.552743642,1,1
44,0.262,1,1,0.0,0.0,0.0,0.233,0.1428,0.1428,1,0.552743642,1,1
45,0.262,1,1,0.0,0.0,0.0,0.2075,0.0895,0.0895,1,0.552743642,1,1
46,0.262,1,1,0.0,0.0,0.0,0.8647,0.8632,0.8632,1,0.552743642,1,1
47,0.262,1,1,0.0,0.0,0.0,0.0884,0.0406,0.0406,1,0.552743642,1,1
48,0.262,1,1,0.0,0.0,0.0,0.4731,0.4753,0.4753,1,0.552743642,1,1
49,0.262,1,1,0.0,0.0,0.0,0.6531,0.8044,0.8044,1,0.552743642,1,1
50,0.262,1,1,0.0,0.0,0.0,0.4813,0.2607,0.2607,1,0.552743642,1,1
51,0.262,1,1,0.0,0.0,0.0,0.5125,0.9058,0.9058,1,0.552743642,1,1
52,0.262,1,1,0.0,0.0,0.0,0.6392,0.7856,0.7856,1,0.552743642,1,1
53,0.262,1,1,0.0,0.0,0.0,0.8156,0.5386,0.5386,1,0.552743642,1,1
54,0.262,1,1,0.0,0.0,0.0,0.2645,0.309,0.309,1,0.552743642,1,1
55,0.262,1,1,0.0,0.0,0.0,0.8505,0.8352,0.8352,1,0.552743642,1,1
56,0.262,1,1,0.001598,0.000915776884602,0.000842023115398,0.197,0.0993,0.0993,1,0.552743642,1,1
57,0.262,1,1,0.02602,0.014911460911980002,0.01371053908802,0.3322,0.8937,0.8937,1,0.552743642,1,1
58,0.262,1,1,0.057846,0.033150206299554,0.030480393700445998,0.7498,0.6967,0.6967,1,0.552743642,1,1
59,0.262,1,1,0.095762,0.054878990002038004,0.050459209997961996,0.7942,0.5981,0.5981,1,0.552743642,1,1
60,0.262,1,1,0.106531,0.061050455127369,0.05613364487263099,0.5544,0.2737,0.2737,1,0.552743642,1,1
61,0.262,1,1,0.102794,0.058908866755806,0.05416453324419399,0.0682,0.0996,0.0996,1,0.552743642,1,1
62,0.262,1,1,0.080761,0.046282263440139,0.042554836559860997,0.0691,0.2434,0.2434,1,0.552743642,1,1
63,0.262,1,1,0.047639,0.027300810391461,0.025102089608538998,0.4293,0.3265,0.3265,1,0.552743642,1,1
64,0.262,1,1,0.016452,0.009428261142348002,0.008668938857651999,0.1678,0.8003,0.8003,1,0.552743642,1,1
65,0.262,1,1,0.001206,0.000691130740194,0.000635469259806,0.8558,0.8571,0.8571,1,0.552743642,1,1
66,0.262,1,1,0.0,0.0,0.0,0.5646,0.9058,0.9058,1,0.552743642,1,1
67,0.262,1,1,0.0,0.0,0.0,0.0529,0.2182,0.2182,1,0.552743642,1,1
68,0.262,1,1,0.0,0.0,0.0,0.2706,0.2852,0.2852,1,0.552743642,1,1
69,0.262,1,1,0.0,0.0,0.0,0.7295,0.9079,0.9079,1,0.552743642,1,1
70,0.262,1,1,0.0,0.0,0.0,0.6514,0.4633,0.4633,1,0.552743642,1,1
71,0.262,1,1,0.0,0.0,0.0,0.7706,0.6583,0.6583,1,0.552743642,1,1
72,0.262,1,1,0.0,0.0,0.0,0.5269,0.814,0.814,1,0.552743642,1,1
73,0.262,1,1,0.0,0.0,0.0,0.6065,0.6611,0.6611,1,0.552743642,1,1
74,0.262,1,1,0.0,0.0,0.0,0.827,0.8104,0.8104,1,0.552743642,1,1
75,0.262,1,1,0.0,0.0,0.0,0.782,0.4914,0.4914,1,0.552743642,1,1
76,0.262,1,1,0.0,0.0,0.0,0.6545,0.2322,0.2322,1,0.552743642,1,1
77,0.262,1,1,0.0,0.0,0.0,0.4437,0.3386,0.3386,1,0.552743642,1,1
78,0.262,1,1,0.0,0.0,0.0,0.5368,0.748,0.748,1,0.552743642,1,1
79,0.262,1,1,0.0,0.0,0.0,0.2593,0.1552,0.1552,1,0.552743642,1,1
80,0.262,1,1,0.008196,0.004696938264204,0.004318661735795999,0.168,0.4969,0.4969,1,0.552743642,1,1
81,0.262,1,1,0.091596,0.052491551640804,0.048264048359195996,0.4035,0.8999,0.8999,1,0.552743642,1,1
82,0.262,1,1,0.192408,0.110264579982792,0.10138422001720798,0.8064,0.904,0.904,1,0.552743642,1,1
83,0.262,1,1,0.231802,0.132840371341998,0.122141828658002,0.8276,0.8967,0.8967,1,0.552743642,1,1
84,0.262,1,1,0.238203,0.136508636572497,0.12551466342750298,0.8161,0.7593,0.7593,1,0.552743642,1,1
85,0.262,1,1,0.25929,0.14859310914171,0.13662589085829,0.3878,0.2017,0.2017,1,0.552743642,1,1
86,0.262,1,1,0.216547,0.124098083247753,0.11410361675224698,0.5607,0.6679,0.6679,1,0.552743642,1,1
87,0.262,1,1,0.134852,0.077280565983948,0.07105663401605199,0.6274,0.5648,0.5648,1,0.552743642,1,1
88,0.262,1,1,0.070464,0.040381290611136,0.037129109388864,0.1086,0.135,0.135,1,0.552743642,1,1
89,0.262,1,1,0.007775,0.004455672889725,0.004096827110274999,0.1362,0.7337,0.7337,1,0.552743642,1,1
90,0.262,1,1,0.0,0.0,0.0,0.7695,0.6906,0.6906,1,0.552743642,1,1
91,0.262,1,1,0.0,0.0,0.0,0.3586,0.3866,0.3866,1,0.552743642,1,1
92,0.262,1,1,0.0,0.0,0.0,0.3823,0.6714,0.6714,1,0.552743642,1,1
93,0.262,1,1,0.0,0.0,0.0,0.335,0.3455,0.3455,1,0.552743642,1,1
94,0.262,1,1,0.0,0.0,0.0,0.2391,0.0972,0.0972,1,0.552743642,1,1
95,0.262,1,1,0.0,0.0,0.0,0.2795,0.1252,0.1252,1,0.552743642,1,1
96,0.262,1,1,0.0,0.0,0.0,0.2648,0.5065,0.5065,1,0.552743642,1,1
97,0.262,1,1,0.0,0.0,0.0,0.2409,0.8612,0.8612,1,0.552743642,1,1
98,0.262,1,1,0.0,0.0,0.0,0.4716,0.324,0.324,1,0.552743642,1,1
99,0.262,1,1,0.0,0.0,0.0,0.3587,0.797,0.797,1,0.552743642,1,1
100,0.262,1,1,0.0,0.0,0.0,0.5343,0.4341,0.4341,1,0.552743642,1,1
101,0.262,1,1,0.0,0.0,0.0,0.1092,0.109,0.109,1,0.552743642,1,1
102,0.262,1,1,0.0,0.0,0.0,0.3277,0.6787,0.6787,1,0.552743642,1,1
103,0.262,1,1,0.0,0.0,0.0,0.483,0.8602,0.8602,1,0.552743642,1,1
104,0.262,1,1,0.005191,0.0029748421827090004,0.0027352578172909997,0.846,0.8104,0.8104,1,0.552743642,1,1
105,0.262,1,1,0.035986,0.020622745287414,0.018961854712585997,0.6646,0.2865,0.2865,1,0.552743642,1,1
106,0.262,1,1,0.069954,0.040089021392646,0.036860378607354,0.3767,0.2545,0.2545,1,0.552743642,1,1
