Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,1.8259309366242232e9
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,1.4831597991107547e8
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,1.418308043497359e8
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,2.253798619359418e9
NENGREST,NaturalGas_CCS100_Moderate,1,1,-3.988007108154585e-8
NENGREST,NENGREST_nuclear_1,1,1,0.0
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,1.1280696113969961e8
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.2403630031974778e9
NENGREST,Liion_Moderate,1,1,1.0436275917484635e9
NENGREST,TEGS,1,1,7.5549855144982785e6
