BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,1.0283651036847965e8,1.3412507904919466e7,-1.9252986505324014e7,0.0,0.0,33988.23192488056,0.0,0.0,0.0,-9.703002e7
t1,8309.776624479915,924.2233755200841,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9234.0
t2,8272.871573384928,459.1284266150715,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8732.0
t3,8337.899055549084,21.100944450915335,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8359.0
t4,8171.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8171.0
t5,8142.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8142.0
t6,8149.826846256835,136.17315374316502,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8286.0
t7,8122.87121823426,471.1287817657402,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8594.0
t8,6870.614432956604,2002.3855670433961,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8873.0
t9,10627.331696660945,0.0,-1281.3316966609464,0.0,0.0,0.0,0.0,0.0,0.0,-9346.0
t10,16488.27431859355,0.0,-6679.274318593552,0.0,0.0,0.0,0.0,0.0,0.0,-9809.0
t11,19141.139817781834,0.0,-9052.139817781892,0.0,0.0,0.0,0.0,0.0,0.0,-10089.0
t12,20333.413043475754,0.0,-10141.413043475754,0.0,0.0,0.0,0.0,0.0,0.0,-10192.0
t13,19625.123172014693,0.0,-9383.123172014695,0.0,0.0,0.0,0.0,0.0,0.0,-10242.0
t14,19435.380221235846,0.0,-9285.380221235846,0.0,0.0,0.0,0.0,0.0,0.0,-10150.0
t15,17648.712991397253,0.0,-7599.712991397251,0.0,0.0,0.0,0.0,0.0,0.0,-10049.0
t16,14134.944584522174,0.0,-4026.9445845221708,0.0,0.0,0.0,0.0,0.0,0.0,-10108.0
t17,7928.209489483056,3164.7905105169484,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11093.0
t18,6763.740531644941,5263.2594683550615,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12027.0
t19,6970.439644384195,4985.560355615806,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11956.0
t20,6956.752798017487,4634.247201982513,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11591.0
t21,7082.076336713511,4079.923663286489,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11162.0
t22,7026.833326814889,3538.1666731851114,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10565.0
t23,7004.9841824417845,2820.015817558215,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9825.0
t24,6936.151170793749,2058.848829206249,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8995.0
t25,6743.650346909704,1549.3496530902962,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8293.0
t26,6761.065790839194,1106.9342091608064,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7868.0
t27,6820.139772940516,843.8602270594843,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7664.0
t28,7135.198337777685,481.8016622223149,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7617.0
t29,7091.115306744846,693.8846932551542,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7785.0
t30,6928.167404452985,1281.8325955470154,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8210.0
t31,6838.210407258765,2009.7895927412355,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8848.0
t32,6793.495423084517,2578.5045769154945,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9372.0
t33,10976.18140866562,0.0,-963.1814086656194,0.0,0.0,0.0,0.0,0.0,0.0,-10013.0
t34,15007.674934191833,0.0,-4336.674934191836,0.0,0.0,0.0,0.0,0.0,0.0,-10671.0
t35,19463.595517423033,0.0,-8310.595517423031,0.0,0.0,0.0,0.0,0.0,0.0,-11153.0
t36,21031.590845570296,0.0,-9681.590845570296,0.0,0.0,0.0,0.0,0.0,0.0,-11350.0
t37,20982.5299594849,0.0,-9650.529959484898,0.0,0.0,0.0,0.0,0.0,0.0,-11332.0
t38,19895.85870290381,0.0,-8637.85870290381,0.0,0.0,0.0,0.0,0.0,0.0,-11258.0
t39,17940.558717501815,0.0,-6717.558717501823,0.0,0.0,0.0,0.0,0.0,0.0,-11223.0
t40,14669.409755373817,0.0,-3276.40975537383,0.0,0.0,0.0,0.0,0.0,0.0,-11393.0
t41,11797.771143695525,665.2288563044785,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12463.0
t42,8213.572017800778,5330.427982199222,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13544.0
t43,8453.00964264163,4971.99035735837,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13425.0
t44,8314.895041446618,4786.104958553381,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13101.0
