Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7
,,,,,,,225,0,1869.6,1869.6,1869.6,1869.6,1869.6,1869.6
,,,,,,,226,0,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0
,,,,,,,227,0,1938.9,1938.9,1938.9,1938.9,1938.9,1938.9
,,,,,,,228,0,2029.9,2029.9,2029.9,2029.9,2029.9,2029.9
,,,,,,,229,0,2127.6,2127.6,2127.6,2127.6,2127.6,2127.6
,,,,,,,230,0,2275.3,2275.3,2275.3,2275.3,2275.3,2275.3
,,,,,,,231,0,2365.6,2365.6,2365.6,2365.6,2365.6,2365.6
,,,,,,,232,0,2529.0,2529.0,2529.0,2529.0,2529.0,2529.0
,,,,,,,233,0,2578.0,2578.0,2578.0,2578.0,2578.0,2578.0
,,,,,,,234,0,2443.6,2443.6,2443.6,2443.6,2443.6,2443.6
,,,,,,,235,0,2450.9,2450.9,2450.9,2450.9,2450.9,2450.9
,,,,,,,236,0,2382.0,2382.0,2382.0,2382.0,2382.0,2382.0
,,,,,,,237,0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0
,,,,,,,238,0,2494.2,2494.2,2494.2,2494.2,2494.2,2494.2
,,,,,,,239,0,2683.7,2683.7,2683.7,2683.7,2683.7,2683.7
,,,,,,,240,0,2664.7,2664.7,2664.7,2664.7,2664.7,2664.7
,,,,,,,241,0,2582.1,2582.1,2582.1,2582.1,2582.1,2582.1
,,,,,,,242,0,2485.0,2485.0,2485.0,2485.0,2485.0,2485.0
,,,,,,,243,0,2356.8,2356.8,2356.8,2356.8,2356.8,2356.8
,,,,,,,244,0,2208.8,2208.8,2208.8,2208.8,2208.8,2208.8
,,,,,,,245,0,2080.4,2080.4,2080.4,2080.4,2080.4,2080.4
,,,,,,,246,0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0
,,,,,,,247,0,1950.7,1950.7,1950.7,1950.7,1950.7,1950.7
,,,,,,,248,0,1944.5,1944.5,1944.5,1944.5,1944.5,1944.5
,,,,,,,249,0,1962.7,1962.7,1962.7,1962.7,1962.7,1962.7
