Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0756131798942074e7,0.0,4.0756131798942074e7
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3552.628280033765,0.0,3552.628280033765
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1731.0268637158515,0.0,1731.0268637158515
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.03082014111715,0.0,338.03082014111715
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13471.262385221671,0.0,13471.262385221671
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14110.98125144811,0.0,14110.98125144811
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19010.346916726485,0.0,19010.346916726485
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19999.15253863053,0.0,19999.15253863053
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17699.91217192031,0.0,17699.91217192031
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19263.943489343394,0.0,19263.943489343394
