Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,0.0,4.052667935483582e7,1.318825733429554e7,2.383515439490834e8,3.145469236187637e-11,0.0,7.796878636811483e7,1.7155219568280074e8,3.449598995462457e7,0.0,5.760834526437548e8
t1,0.0,0.0,238.24725211262557,0.0,33153.94228588615,0.0,0.0,15282.438742034989,0.0,0.0,0.0,48674.628280033765
t2,0.0,0.0,238.24725211262557,0.0,33153.94228588615,0.0,0.0,12290.837325717075,0.0,0.0,0.0,45683.02686371585
t3,0.0,0.0,400.9546313061728,0.0,33153.94228588615,0.0,0.0,9405.103082807676,0.0,0.0,0.0,42960.0
t4,0.0,0.0,238.24725211262557,0.0,33153.94228588615,0.0,0.0,9073.84128214234,0.0,0.0,0.0,42466.03082014112
t5,0.0,0.0,397.90860890974,0.0,33153.94228588615,0.0,0.0,8237.14910520411,0.0,0.0,0.0,41789.0
t6,0.0,0.0,509.0753250269777,0.0,33153.94228588615,0.0,0.0,4627.419998984896,0.0,3346.562390101979,0.0,41637.0
t7,0.0,0.0,509.0753250269777,0.0,33153.94228588615,0.0,0.0,3742.9168405073397,0.0,4893.065548579529,0.0,42299.0
t8,0.0,0.0,509.0753250269777,0.0,33153.94228588615,0.0,0.0,4415.685652167875,0.0,5602.296736919001,0.0,43681.0
t9,0.0,0.0,325.8082080172657,0.0,33153.94228588615,0.0,0.0,10108.607525457779,0.0,1091.641980638892,0.0,44680.000000000095
t10,0.0,0.0,0.0,0.0,19320.753034006415,0.0,0.0,10600.37762129086,16055.869344702727,0.0,0.0,45977.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8209.148872513833,38947.85112748617,0.0,0.0,47157.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7607.6262898965215,53393.63609532515,0.0,0.0,61001.26238522167
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61578.98125144811,0.0,0.0,61578.98125144811
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66211.34691672648,0.0,0.0,66211.34691672648
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66553.15253863053,0.0,0.0,66553.15253863053
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63458.91217192031,0.0,0.0,63458.91217192031
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9497.30997577638,55156.633513567016,0.0,0.0,64653.94348934339
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13735.411982226753,43616.19633191234,0.0,0.0,57351.60831413909
t19,0.0,0.0,0.0,0.0,12072.953692105391,0.0,0.0,13445.131022880836,23008.915285013773,0.0,0.0,48527.0
t20,0.0,0.0,0.0,0.0,31827.973390532774,0.0,0.0,10252.04047007577,0.0,10775.986139391456,0.0,52856.0
t21,0.0,0.0,0.0,0.0,31827.973390532774,0.0,0.0,8780.145252686469,0.0,12981.881356780761,0.0,53590.0
t22,0.0,0.0,0.0,0.0,31827.973390532774,0.0,0.0,11867.368632083031,0.0,9805.657977384195,0.0,53501.0
t23,0.0,0.0,0.0,0.0,31827.973390532774,0.0,0.0,11935.67003428207,0.0,9272.356575185157,0.0,53036.0
t24,0.0,0.0,0.0,0.0,31827.973390532774,0.0,0.0,11904.934403292507,0.0,7764.092206174719,0.0,51497.0
t25,0.0,0.0,0.0,0.0,31827.973390532774,0.0,0.0,11198.014890532457,0.0,6472.011718934768,0.0,49498.0
t26,0.0,0.0,0.0,0.0,31827.973390532774,0.0,0.0,13322.188498922565,0.0,2750.8381105446606,0.0,47901.0
t27,0.0,0.0,0.0,0.0,31827.973390532774,0.0,0.0,16061.07472710389,0.0,0.0,0.0,47889.04811763667
t28,0.0,0.0,0.0,0.0,31827.973390532774,0.0,0.0,14524.293177625654,0.0,1078.7334318415724,0.0,47431.0
t29,0.0,0.0,0.0,0.0,31827.973390532774,0.0,0.0,16453.807789748505,0.0,0.0,0.0,48281.78118028128
t30,0.0,0.0,0.0,0.0,31827.973390532774,0.0,0.0,13653.450299587901,0.0,4020.576309879325,0.0,49502.0
t31,0.0,0.0,0.0,0.0,31827.973390532792,0.0,0.0,13936.901118713919,0.0,6681.125490753289,0.0,52446.0
t32,0.0,0.0,0.0,0.0,31827.973390532792,0.0,0.0,13475.866653870404,0.0,11099.159955596804,0.0,56403.0
t33,0.0,0.0,0.0,0.0,31827.973390532792,0.0,0.0,12335.233237146445,0.0,14414.793372320763,0.0,58578.0
t34,0.0,0.0,0.0,0.0,31827.973390532792,0.0,0.0,8619.636957518727,17432.08671710582,1092.3029348426608,0.0,58972.0
t35,0.0,0.0,0.0,0.0,12400.583157062836,0.0,0.0,6075.409725604523,40432.00711733264,0.0,0.0,58908.0
t36,0.0,0.0,0.0,0.0,4989.217039203901,0.0,0.0,5863.675378787502,55003.7204721889,0.0,0.0,65856.6128901803
t37,0.0,0.0,0.0,0.0,4989.217039203901,0.0,0.0,6925.762182982566,64331.415996254276,0.0,0.0,76246.39521844074
t38,0.0,0.0,0.0,0.0,4989.217039203901,0.0,0.0,6375.935895280295,68253.18576336376,0.0,0.0,79618.33869784795
t39,0.0,0.0,0.0,0.0,4989.217039203901,0.0,0.0,6437.469661889336,68630.97092441558,0.0,0.0,80057.65762550881
t40,0.0,0.0,0.0,0.0,4989.217039203901,0.0,0.0,3896.5949954551775,65644.66917514871,0.0,0.0,74530.48120980778
t41,0.0,0.0,0.0,0.0,4989.217039203901,0.0,0.0,3705.3510692978684,57441.33424945189,0.0,0.0,66135.90235795366
t42,0.0,0.0,0.0,0.0,4989.217039203901,0.0,0.0,3452.6358811614236,44020.966147325016,0.0,0.0,52462.81906769034
t43,0.0,0.0,3878.462966070925,0.0,26053.487817533274,0.0,0.0,2445.190198725598,23107.859017670202,0.0,0.0,55485.0
t44,0.0,0.0,10773.508239085904,4341.890740731021,33153.942285886136,0.0,0.0,2708.150597191898,0.0,9568.508137105067,0.0,60546.00000000003
t45,0.0,0.0,10773.508239085904,6784.20428239222,33153.942285886136,0.0,0.0,1523.1212690385707,0.0,9341.223923597167,0.0,61575.99999999999
t46,0.0,0.0,10773.508239085904,6784.20428239222,33153.94228588615,0.0,0.0,1731.4405457456398,0.0,9394.904646890087,0.0,61838.0
t47,0.0,0.0,10773.508239085904,6784.20428239222,33153.94228588579,0.0,0.0,1256.7458004623184,0.0,8980.59939217377,0.0,60949.0
t48,0.0,0.0,10773.508239085904,6784.20428239222,33153.94228588615,0.0,0.0,1072.332014524913,0.0,6671.013178110808,0.0,58454.99999999999
t49,0.0,0.0,10773.508239085904,6784.20428239222,33153.94228588615,0.0,0.0,1157.7087672737118,0.0,3866.636425362014,0.0,55736.0
t50,0.0,0.0,10773.508239085904,6784.20428239222,33153.94228588615,0.0,0.0,1765.5912468451595,0.0,1758.7539457905677,0.0,54236.0
t51,0.0,0.0,10773.508239085904,6784.20428239222,33153.94228588615,0.0,0.0,1960.2502431124205,0.0,1258.0949495232983,0.0,53929.99999999999
t52,0.0,0.0,10773.508239085904,6784.20428239222,33153.94228588615,0.0,0.0,2233.4558519085767,0.0,1406.889340727148,0.0,54351.99999999999
t53,0.0,0.0,10773.508239085904,6784.20428239222,33153.94228588615,0.0,0.0,3268.222095224018,0.0,1514.123097411704,0.0,55494.0
t54,0.0,0.0,10773.508239085904,6784.20428239222,33153.94228588615,0.0,0.0,4419.100722277826,0.0,2956.2444703578917,0.0,58086.99999999999
t55,0.0,0.0,10773.508239085904,6784.20428239222,33153.94228588615,0.0,0.0,5272.868249765815,0.0,7113.476942869909,0.0,63098.0
t56,0.0,0.0,10773.508239085904,6784.20428239222,33153.94228588615,0.0,0.0,3510.692073030607,0.0,15993.653119605126,0.0,70216.0
t57,0.0,0.0,10773.508239085904,6784.20428239222,33153.94228588615,0.0,0.0,3736.0867002874356,0.0,17687.258492348297,0.0,72135.0
t58,0.0,0.0,10773.508239085904,4333.032675981856,33153.94228588615,0.0,0.0,3797.557962266571,17656.958836779526,0.0,0.0,69715.0
t59,0.0,0.0,3878.462966070925,0.0,18562.23868326132,0.0,0.0,3794.1428921566194,40171.15545851114,0.0,0.0,66406.0
t60,0.0,0.0,0.0,0.0,9798.60658332687,0.0,0.0,2452.020338945502,54491.01203933285,0.0,0.0,66741.63896160522
t61,0.0,0.0,0.0,0.0,9798.60658332687,0.0,0.0,2759.3766488411775,64007.60014392415,0.0,0.0,76565.5833760922
t62,0.0,0.0,0.0,0.0,9798.60658332687,0.0,0.0,2510.0765308146847,68253.18576336376,0.0,0.0,80561.8688775053
t63,0.0,0.0,0.0,0.0,9798.60658332687,0.0,0.0,2984.7712760980066,68720.91977228507,0.0,0.0,81504.29763170994
t64,0.0,0.0,0.0,0.0,9798.60658332687,0.0,0.0,3992.2169585338324,65437.786825048934,0.0,0.0,79228.61036690963
t65,0.0,0.0,0.0,0.0,9798.60658332687,0.0,0.0,5610.960190651058,57450.32913423885,0.0,0.0,72859.89590821677
t66,0.0,0.0,0.0,0.0,9798.60658332687,0.0,0.0,6061.749445164715,44038.95591689891,0.0,0.0,59899.311945390495
t67,0.0,0.0,0.0,0.0,26345.860597128067,0.0,0.0,8042.490108936848,23476.649293935086,0.0,0.0,57865.0
t68,0.0,0.0,1949.9541002436317,0.0,33153.94228588615,0.0,0.0,8302.035437293205,0.0,19442.06817657701,0.0,62848.0
t69,0.0,0.0,3046.8032816306745,0.0,33153.94228588615,0.0,0.0,8926.993267414378,0.0,18515.26116506873,0.0,63642.99999999993
t70,0.0,0.0,3046.8032816306745,0.0,33153.94228588615,0.0,0.0,11262.901222621538,0.0,15995.353209861638,0.0,63459.0
t71,0.0,0.0,3046.8032816306745,0.0,33153.94228588615,0.0,0.0,15033.138624008552,0.0,10469.115808474624,0.0,61703.0
t72,0.0,0.0,3046.8032816306745,0.0,33153.94228588615,0.0,0.0,15203.892129506092,0.0,6788.362302977084,0.0,58193.0
t73,0.0,0.0,3046.8032816306745,0.0,33153.94228588615,0.0,0.0,14503.802756965946,0.0,3790.45167551723,0.0,54495.0
t74,0.0,0.0,3046.8032816306745,0.0,33153.94228588615,0.0,0.0,16006.433605344799,0.0,75.82082713837735,0.0,52283.0
t75,0.0,0.0,3046.8032816306745,0.0,33153.94228588615,0.0,0.0,19233.674859249397,0.0,0.0,0.0,55434.42042676622
t76,0.0,0.0,3046.8032816306745,0.0,33153.94228588615,0.0,0.0,19489.80511749579,0.0,0.0,0.0,55690.55068501261
t77,0.0,0.0,3046.8032816306745,0.0,33153.94228588615,0.0,0.0,18953.639110233336,0.0,0.0,0.0,55154.38467775016
t78,0.0,0.0,3046.8032816306745,0.0,33153.94228588615,0.0,0.0,15490.758018742055,0.0,1410.4964137411207,0.0,53102.0
t79,0.0,0.0,3046.8032816306745,0.0,33153.94228588615,0.0,0.0,14367.199952567864,0.0,6845.054479915291,0.0,57412.99999999998
t80,0.0,0.0,3046.8032816306745,0.0,33153.94228588615,0.0,0.0,14418.426004217143,0.0,13402.828428266033,0.0,64022.0
t81,0.0,0.0,3046.8032816306745,0.0,33153.94228588615,0.0,0.0,18618.962239458044,0.0,10799.292193025132,0.0,65619.0
t82,0.0,0.0,1949.9541002436317,0.0,32719.7640591166,0.0,0.0,13800.29831431584,14364.831004756446,422.1525215674865,0.0,63257.0
t83,0.0,0.0,0.0,0.0,11501.240996149461,0.0,0.0,12437.685340445008,36798.07366340553,0.0,0.0,60737.0
t84,0.0,0.0,0.0,0.0,7349.916792594354,0.0,0.0,4005.87723897364,51297.8279399662,0.0,0.0,62653.621971534194
t85,0.0,0.0,0.0,0.0,7349.916792594354,0.0,0.0,8605.976677078921,57432.339364664935,0.0,0.0,73388.23283433821
t86,0.0,0.0,0.0,0.0,7349.916792594354,0.0,0.0,14619.91514070431,58457.756230377105,0.0,0.0,80427.58816367577
t87,0.0,0.0,0.0,0.0,7349.916792594354,0.0,0.0,11577.087672737129,58637.653926116014,0.0,0.0,77564.6583914475
t88,0.0,0.0,0.0,0.0,7349.916792594354,0.0,0.0,11413.164307459425,55624.367522488326,0.0,0.0,74387.44862254211
t89,0.0,0.0,0.0,0.0,7349.916792594354,0.0,0.0,11006.770964375142,52332.23969046525,0.0,0.0,70688.92744743475
t90,0.0,0.0,0.0,0.0,7349.916792594354,0.0,0.0,11375.598536249954,38309.21430761275,0.0,0.0,57034.72963645705
t91,0.0,0.0,0.0,0.0,24748.23702810935,0.0,0.0,10340.832292934512,19464.930678956138,0.0,0.0,54554.0
t92,0.0,0.0,6218.827789399294,0.0,33153.94228588615,0.0,0.0,8629.882167848582,0.0,10399.347756865975,0.0,58402.0
t93,0.0,0.0,9716.918420936396,0.0,33153.94228588615,0.0,0.0,6918.932042762652,0.0,8799.207250414802,0.0,58589.0
t94,0.0,0.0,9716.918420936396,0.0,33153.94228588615,0.0,0.0,8660.617798838151,0.0,6548.521494339309,0.0,58080.00000000001
t95,0.0,0.0,9716.918420936396,0.0,33153.94228588615,0.0,0.0,7342.4007363966775,0.0,6162.738556780776,0.0,56376.0
t96,0.0,0.0,9716.918420936396,0.0,33153.94228588615,0.0,0.0,7700.983097941651,0.0,2649.1561952358024,0.0,53221.0
t97,0.0,0.0,9716.918420936396,0.0,33153.94228588615,0.0,0.0,5078.209253498553,0.0,1841.9300396788967,0.0,49790.99999999999
t98,0.0,0.0,9716.918420936396,0.0,33153.94228588615,0.0,0.0,4910.870818110908,0.0,52.26847506654303,0.0,47834.0
t99,0.0,0.0,9696.465287003768,0.0,33153.94228588615,0.0,0.0,4258.592427110085,0.0,0.0,0.0,47109.0
t100,0.0,0.0,9716.918420936396,0.0,33153.94228588615,0.0,0.0,3121.3740804960844,0.0,973.76521268137,0.0,46966.0
t101,0.0,0.0,9716.918420936396,0.0,33153.94228588615,0.0,0.0,1909.0241914631413,0.0,2760.115101714313,0.0,47540.0
t102,0.0,0.0,9716.91842093636,0.0,33153.94228588615,0.0,0.0,1721.195335415784,0.0,4664.943957761709,0.0,49257.0
t103,0.0,0.0,9716.91842093636,0.0,33153.94228588615,0.0,0.0,1427.499305959916,0.0,9328.639987217575,0.0,53627.0
t104,0.0,0.0,9716.91842093636,0.0,33153.94228588615,0.0,0.0,1400.1787450803006,0.0,16089.960548097188,0.0,60361.0
t105,0.0,0.0,9716.91842093636,0.0,33153.94228588615,0.0,0.0,1212.3498890329429,0.0,18220.789404144547,0.0,62304.0
t106,0.0,0.0,9035.32246071963,0.0,33153.94228588615,0.0,0.0,1775.836457175015,7204.902714345594,9019.996081873607,0.0,60190.0
t107,0.0,0.0,2816.4946713203603,0.0,33153.94228588615,0.0,0.0,2359.813445976799,30483.66454296781,0.0,0.0,68813.91494615111
t108,0.0,0.0,2816.4946713203603,0.0,16748.169630368888,0.0,0.0,870.8428780377478,44677.59273677224,0.0,0.0,65113.09991649924
t109,0.0,0.0,2816.4946713203603,0.0,15118.197682364085,0.0,0.0,245.88504791654057,47555.955868595694,0.0,0.0,65736.53327019668
t110,0.0,0.0,2816.4946713203603,0.0,15118.197682364085,0.0,0.0,259.54532835634836,53195.74863001229,0.0,0.0,71389.98631205308
t111,0.0,0.0,2816.4946713203603,0.0,25275.134427165678,0.0,0.0,437.1289740738499,51171.89955294892,0.0,0.0,79700.65762550881
t112,0.0,0.0,2816.4946713203603,0.0,15118.197682364085,0.0,0.0,727.4099334197658,48788.25508440765,0.0,0.0,67450.35737151185
t113,0.0,0.0,2816.4946713203603,0.0,32763.48487551364,0.0,0.0,1417.2540956300602,41457.423983044755,0.0,0.0,78454.65762550881
t114,0.0,0.0,2816.4946713203603,0.0,16180.658972398971,0.0,0.0,3247.731674564307,29692.114681716364,0.0,0.0,51937.0
t115,0.0,0.0,6018.151007094787,0.0,33153.94228588615,0.0,0.0,2561.302582463964,11567.421836015523,464.18228853958135,0.0,53765.0
t116,0.0,0.0,6018.151007094787,0.0,33153.94228588615,0.0,0.0,2376.8887965265585,0.0,15692.017910492505,0.0,57241.0
t117,0.0,0.0,6018.151007094787,0.0,33153.94228588615,0.0,0.0,3124.7891506060364,0.0,15016.117556413032,0.0,57313.0
t118,0.0,0.0,6018.151007094787,0.0,33153.94228588615,0.0,0.0,495.1851659430331,0.0,16996.721541076033,0.0,56664.0
t119,0.0,0.0,6018.151007094787,0.0,33153.94228588615,0.0,0.0,3749.7469807272437,0.0,11686.159726291822,0.0,54608.0
t120,0.0,0.0,6018.151007094787,0.0,33153.94228588615,0.0,0.0,5798.789046698415,0.0,6285.117660320648,0.0,51256.0
t121,0.0,0.0,6018.151007094787,0.0,33153.94228588615,0.0,0.0,5528.998508012211,0.0,3187.9081990068516,0.0,47889.0
t122,0.0,0.0,6018.151007094787,0.0,33153.94228588615,0.0,0.0,5979.787762525869,0.0,615.1189444931952,0.0,45767.0
t123,0.0,0.0,2816.4946713203603,0.0,33153.94228588615,0.0,0.0,8879.182285875075,0.0,0.0,0.0,44849.619243081586
t124,0.0,0.0,2816.4946713203603,0.0,33153.94228588615,0.0,0.0,8827.956234225798,0.0,0.0,0.0,44798.39319143231
t125,0.0,0.0,2816.4946713203603,0.0,33153.94228588615,0.0,0.0,9418.763363247484,0.0,0.0,0.0,45389.200320453994
t126,0.0,0.0,4418.1512508945025,0.0,33153.94228588615,0.0,0.0,7864.906463219347,0.0,0.0,0.0,45437.0
t127,0.0,0.0,6018.151007094787,0.0,33153.94228588615,0.0,0.0,7977.603776847769,0.0,1846.3029301712959,0.0,48996.0
t128,0.0,0.0,6018.151007094787,0.0,33153.94228588615,0.0,0.0,5218.2271280065825,0.0,10494.679579012482,0.0,54885.0
t129,0.0,0.0,6018.151007094787,0.0,33153.94228588615,0.0,0.0,4285.9129879897,0.0,13435.993719029364,0.0,56894.0
t130,0.0,0.0,3851.616644540664,0.0,33153.94228588615,0.0,0.0,2947.205504888535,11954.201881854298,3462.0336828304285,0.0,55369.00000000008
t131,0.0,0.0,0.0,0.0,16994.22118548026,0.0,0.0,2834.5081912601204,34693.27062325962,0.0,0.0,54522.0
t132,0.0,0.0,0.0,0.0,2506.5905011869936,0.0,0.0,2363.228516086751,50074.52360894119,0.0,0.0,54944.34262621494
t133,0.0,0.0,0.0,0.0,2506.5905011869936,0.0,0.0,4162.970464031429,60004.876413732156,0.0,0.0,66674.43737895058
t134,0.0,0.0,0.0,0.0,2506.5905011869936,0.0,0.0,5474.357386252979,64403.375074549884,0.0,0.0,72384.32296198986
t135,0.0,0.0,0.0,0.0,2506.5905011869936,0.0,0.0,11537.947810424535,64853.11931389729,0.0,0.0,78897.65762550881
t136,0.0,0.0,0.0,0.0,2506.5905011869936,0.0,0.0,14177.295596608834,61947.77152771299,0.0,0.0,78631.65762550881
t137,0.0,0.0,0.0,0.0,2506.5905011869936,0.0,0.0,16293.299494580773,53879.35987382034,0.0,0.0,72679.24986958811
t138,0.0,0.0,0.0,0.0,2506.5905011869936,0.0,0.0,14459.406845536567,41250.541632944936,0.0,0.0,58216.5389796685
t139,0.0,0.0,0.0,0.0,18063.149888388638,0.0,0.0,13366.584410351943,20634.265701259417,0.0,0.0,52064.0
t140,0.0,0.0,0.0,0.0,28587.252553481892,0.0,0.0,12301.082536046932,0.0,13567.664910471176,0.0,54456.0
t141,0.0,0.0,0.0,0.0,28587.252553481892,0.0,0.0,12710.890949241093,0.0,12409.856497277015,0.0,53708.0
t142,0.0,0.0,0.0,0.0,28587.252553481892,0.0,0.0,12553.797724183376,0.0,11275.949722334732,0.0,52417.0
t143,0.0,0.0,0.0,0.0,28587.252553481892,0.0,0.0,11648.804145046206,0.0,10573.943301471902,0.0,50810.0
t144,0.0,0.0,0.0,0.0,28587.252553481892,0.0,0.0,11795.652159774043,0.0,8324.095286744065,0.0,48707.0
t145,0.0,0.0,0.0,0.0,28587.252553481892,0.0,0.0,11816.142580433756,0.0,5435.604866084352,0.0,45839.0
t146,0.0,0.0,0.0,0.0,28587.252553481892,0.0,0.0,12424.025060005202,0.0,2667.7223865129054,0.0,43679.0
t147,0.0,0.0,0.0,0.0,28587.252553481892,0.0,0.0,11710.275407025243,0.0,1939.4720394928645,0.0,42237.0
t148,0.0,0.0,0.0,0.0,28587.252553481892,0.0,0.0,11980.065945711449,0.0,751.6815008066587,0.0,41319.0
t149,0.0,0.0,0.0,0.0,28587.252553481892,0.0,0.0,10682.339303929708,0.0,1868.4081425883996,0.0,41138.0
t150,0.0,0.0,0.0,0.0,28587.25255348189,0.0,0.0,10433.039185903213,0.0,2523.708260614898,0.0,41544.0
t151,0.0,0.0,0.0,0.0,28587.25255348189,0.0,0.0,9084.086492472197,0.0,5275.660954045914,0.0,42947.0
t152,0.0,0.0,0.0,0.0,28587.25255348189,0.0,0.0,8503.524573780356,0.0,8244.222872737755,0.0,45335.0
t153,0.0,0.0,0.0,0.0,28587.25255348189,0.0,0.0,7356.061016836506,0.0,11432.686429681606,0.0,47376.0
t154,0.0,0.0,0.0,0.0,27773.057897290666,0.0,0.0,7516.569312004249,12889.669899696924,1220.7028910081644,0.0,49400.00000000001
t155,0.0,0.0,0.0,0.0,9477.216263062255,0.0,0.0,5204.566847566775,36546.21688937097,0.0,0.0,51228.0
t156,0.0,0.0,0.0,0.0,8916.201897282644,0.0,0.0,3742.9168405073397,50002.56453064563,0.0,0.0,62661.68326843561
t157,0.0,0.0,0.0,0.0,8916.201897282644,0.0,0.0,2954.0356451084385,59087.39816546343,0.0,0.0,70957.63570785451
t158,0.0,0.0,0.0,0.0,8916.201897282644,0.0,0.0,1649.4788631067931,63216.0502826727,0.0,0.0,73781.73104306214
t159,0.0,0.0,0.0,0.0,8916.201897282644,0.0,0.0,1284.0663613419342,64565.28300071492,0.0,0.0,74765.5512593395
t160,0.0,0.0,0.0,0.0,8916.201897282644,0.0,0.0,1570.932250577898,62442.49019099515,0.0,0.0,72929.62433885569
t161,0.0,0.0,0.0,0.0,8916.201897282644,0.0,0.0,1031.3511732054897,54742.8688133674,0.0,0.0,64690.42188385554
t162,0.0,0.0,0.0,0.0,8916.201897282644,0.0,0.0,1273.8211510120782,41259.53651773188,0.0,0.0,51449.559566026604
t163,0.0,0.0,0.0,0.0,27777.12862001299,0.0,0.0,3548.2578442400786,20022.613535746932,0.0,0.0,51348.0
t164,0.0,0.0,0.0,0.0,33153.94228588615,0.0,0.0,4309.818478759364,0.0,16501.23923535448,0.0,53964.99999999999
t165,0.0,0.0,0.0,0.0,33153.94228588615,0.0,0.0,3514.107143140559,0.0,17139.95057097329,0.0,53808.0
t166,0.0,0.0,0.0,0.0,33153.94228588615,0.0,0.0,5245.547688886199,0.0,14451.51002522765,0.0,52851.0
t167,0.0,0.0,0.0,0.0,33153.94228588615,0.0,0.0,5050.888692618938,0.0,13157.16902149492,0.0,51362.00000000001
t168,0.0,0.0,0.0,0.0,33153.94228588615,0.0,0.0,7663.417326732195,0.0,8531.640387381654,0.0,49349.0
t169,0.0,0.0,0.0,0.0,33153.94228588615,0.0,0.0,10262.285680405615,0.0,3594.7720337082337,0.0,47011.0
t170,0.0,0.0,0.0,0.0,33153.94228588615,0.0,0.0,10385.228204363886,0.0,1354.829509749963,0.0,44894.0
t171,0.0,0.0,0.0,0.0,33153.94228588615,0.0,0.0,12048.367347910482,0.0,0.0,0.0,45202.309633796634
t172,0.0,0.0,0.0,0.0,33153.94228588615,0.0,0.0,12622.099126382414,0.0,0.0,0.0,45776.04141226856
