Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
Zone,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14328.604600677023,0.0
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15921.149315295606,0.0
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15921.149315295606,0.0
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16232.137669825433,0.0
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16232.137669825433,0.0
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12594.569854497197,0.0
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7276.0203451716225,0.0
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1186.567370259665,0.0
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12393.561394403938,0.0
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25375.6641457362,0.0
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42865.183309124564,0.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61264.40364466466,0.0
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77548.32284283135,0.0
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95271.15085302727,0.0
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105990.63050203523,0.0
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105990.63050203523,0.0
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94277.60208965321,0.0
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80166.86148445673,0.0
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69508.53759599566,0.0
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59429.88914470745,0.0
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50990.658485821885,0.0
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43955.863139153655,0.0
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40965.821714648555,0.0
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41476.46598287429,0.0
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40303.92964391605,0.0
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40552.12832977483,0.0
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36181.93668860165,0.0
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28919.843763869812,0.0
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16855.53946430807,0.0
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1187.2857987420225,0.0
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6818.683858965887,0.0
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24528.127459931373,0.0
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46854.999061951494,0.0
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71232.8440774196,0.0
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91875.32679044276,0.0
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105437.87695976012,0.0
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105990.63050203523,0.0
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105990.63050203523,0.0
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95590.07817909494,0.0
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85436.5739143154,0.0
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75224.72103726097,0.0
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65463.199958811696,0.0
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58212.09867825647,0.0
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54009.23299851515,0.0
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52097.543927003666,0.0
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50730.049416652255,0.0
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49200.82187238362,0.0
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47555.03589693611,0.0
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44341.72669002536,0.0
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36609.68653473198,0.0
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19225.2809699438,0.0
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100.0678446767943,0.0
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17758.96455068165,0.0
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38238.96391798653,0.0
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61258.55773915968,0.0
