Deuterium exports,Deuterium inventory,Fixed plant power,Gross Electric,Imports,Net Electric,Reactor Thermal power,Recirc Power,Salt Heating,Tritium exports,Tritium inventory,Var plant power
0.0,0.0,2.1547483487958154e-13,3.0003569024117232e-12,1.817395545442267e-18,1.9208954949442853e-12,7.511604595318142e-12,1.0794614074674375e-12,1.1366511835926022e-14,0.0,500.0,6.259670496098451e-13
-7.2743888355994106e-12,0.0,2.1161828390217235e-13,2.904995423956754e-12,1.815870900616909e-18,1.8492411335308923e-12,7.2731839708369145e-12,1.0557542904258613e-12,1.1384331145194615e-14,-1.285091286930859e-14,500.00000000000074,6.060986642364095e-13
-7.206469398853845e-12,0.0,2.0943008681000646e-13,2.877828377556779e-12,1.815242937271286e-18,1.829920979046195e-12,7.205265213278925e-12,1.047907398510584e-12,1.1385532785248893e-14,-1.9642109437532018e-14,500.0000000000015,6.004387677732437e-13
-7.165284836818685e-12,0.0,2.082666894836938e-13,2.8613492915958217e-12,1.8155839003536387e-18,1.818051581568462e-12,7.164081063085267e-12,1.0432977100273597e-12,1.1371254144475465e-14,-2.3760112615395892e-14,500.0000000000022,5.970067552571055e-13
-7.154568323154072e-12,0.0,2.07827911486923e-13,2.857063095150111e-12,1.81515892884816e-18,1.8150962334300703e-12,7.1533646565847175e-12,1.0419668617200406e-12,1.1372217708973054e-14,-2.4831646101385742e-14,500.00000000000296,5.961137213820597e-13
-7.156845834088547e-12,0.0,2.0804382241442988e-13,2.8579725847585216e-12,1.814907731788069e-18,1.8156039836821317e-12,7.155642144744312e-12,1.04236860107639e-12,1.1368255457849137e-14,-2.4603920060307967e-14,500.0000000000037,5.963035120620259e-13
-7.1877926210037955e-12,0.0,2.0893385075563777e-13,2.8703572565468045e-12,1.8137531396443533e-18,1.8245037518817728e-12,7.186588622194786e-12,1.0458535046650321e-12,1.1384257584410482e-14,-2.1509581780034998e-14,500.00000000000443,5.988823851828988e-13
-7.249198331721209e-12,0.0,2.107175983381093e-13,2.89491966266827e-12,1.813532458803789e-18,1.842164352045352e-12,7.247993718861233e-12,1.0527553106229177e-12,1.1385224570954265e-14,-1.5369686164357044e-14,500.0000000000052,6.039994765717693e-13
-7.467218354460082e-12,0.0,2.138387763743496e-13,2.9821257775439838e-12,1.81351122963544e-18,1.9080838252025016e-12,7.466011561421678e-12,1.0740419523414822e-12,1.1382534706574467e-14,6.429917913261935e-15,500.0000000000059,6.221676301184732e-13
-1.018676086353713e-11,0.0,2.196867383860954e-13,4.069799430165927e-12,1.8158275434016083e-18,2.7636318526724298e-12,1.018552687534559e-11,1.3061675774934977e-12,1.1033921686518079e-14,-5.862840151526201e-15,500.00000000000693,8.487939062787991e-13
-1.025514302498e-11,0.0,2.211955433860841e-13,4.097153601820383e-12,1.814555079408999e-18,2.783774603375733e-12,1.0253908352973681e-11,1.31337899844465e-12,1.1038081168674398e-14,9.746237965067237e-16,500.00000000000796,8.544923627478067e-13
-1.0279268655996271e-11,0.0,2.2157173044104748e-13,4.106805049754633e-12,1.815683914922304e-18,2.7910360150310502e-12,1.0278033742736055e-11,1.3157690347235824e-12,1.104148124577864e-14,3.3869215188464305e-15,500.000000000009,8.565028118946713e-13
-1.0290529519795564e-11,0.0,2.2173830306060588e-13,4.111306531400916e-12,1.8162414007341458e-18,2.79443994609994e-12,1.0289294493927836e-11,1.3168665853009758e-12,1.1034063270965175e-14,4.512884030512694e-15,500.00000000001,8.574412078273196e-13
-1.034510610371603e-11,0.0,2.2210243304565767e-13,4.133108711455184e-12,1.8172684650622545e-18,2.8114042961727423e-12,1.034387053208792e-11,1.3217044152824417e-12,1.0959760087372294e-14,9.969942086139501e-15,500.000000000011,8.619892110073267e-13
-1.0297778653905853e-11,0.0,2.2177013281858248e-13,4.114206706811024e-12,1.8175665753332802e-18,2.796702753909451e-12,1.0296543555547509e-11,1.317503952901573e-12,1.1035512645279811e-14,5.2377177018637966e-15,500.00000000001205,8.580452962956257e-13
-1.0297413001743208e-11,0.0,2.2171358897185433e-13,4.114060889995298e-12,1.818272030612392e-18,2.7966427869473582e-12,1.0296177907041349e-11,1.3174181030479404e-12,1.1036677347221944e-14,5.201156507732878e-15,500.0000000000131,8.580148255867791e-13
-1.0299788136212783e-11,0.0,2.2177988512962896e-13,4.11501013172276e-12,1.8175737769770126e-18,2.7973299186236436e-12,1.0298553017759817e-11,1.3176802130991169e-12,1.1034565347418214e-14,5.43864382847255e-15,500.0000000000141,8.582127514799848e-13
-1.03170785464191e-11,0.0,2.221695086396969e-13,4.121924872420619e-12,1.8167674047228473e-18,2.8024177464493995e-12,1.031584325506376e-11,1.3195071259712193e-12,1.1031001600790755e-14,7.167494656493648e-15,500.0000000000151,8.596536045886467e-13
-1.0554961546429738e-11,0.0,2.2407497396126584e-13,4.216895526881467e-12,1.816039655395206e-18,2.8761374294907385e-12,1.0553723876268188e-11,1.3407580973907288e-12,1.0553122598362252e-14,-2.589024089008356e-14,500.0000000000162,8.794769896890156e-13
-1.0561159135027762e-11,0.0,2.2420975835403524e-13,4.219373914662373e-12,1.815617675982343e-18,2.877966211453812e-12,1.0559921402890945e-11,1.3414077032085616e-12,1.0551483471529282e-14,-2.527055020307412e-14,500.0000000000173,8.799934502409121e-13
-1.0561112558496632e-11,0.0,2.2421764833669194e-13,4.219355310051133e-12,1.8156763998736002e-18,2.8779435302647297e-12,1.0559874826825576e-11,1.341411779786403e-12,1.0551551405494847e-14,-2.5275207343850363e-14,500.00000000001836,8.799895689021313e-13
-1.0562379855357753e-11,0.0,2.2422112331882636e-13,4.219855696430383e-12,1.815528783544648e-18,2.8783520117410554e-12,1.0561142111013855e-11,1.3415036846893267e-12,1.0534374310594293e-14,-2.514849159786435e-14,500.00000000001944,8.800951759178212e-13
-1.056422325857158e-11,0.0,2.2422205965832845e-13,4.220600530179816e-12,1.8170431628094503e-18,2.8789226099699117e-12,1.0562985495793833e-11,1.341677920209905e-12,1.0554058093338784e-14,-2.4964171553714257e-14,500.0000000000205,8.802487913161527e-13
-1.0561290613749521e-11,0.0,2.2422446520294733e-13,4.219424137756261e-12,1.8176500479494577e-18,2.8779970024821682e-12,1.056005288029793e-11,1.3414271352740936e-12,1.0545252237567052e-14,-2.525740377714977e-14,500.0000000000216,8.800044066914941e-13
-1.0562396020190287e-11,0.0,2.242143780781402e-13,4.219870894028021e-12,1.8161803475953818e-18,2.878349629288514e-12,1.0561158275684742e-11,1.3415212647395071e-12,1.0557352545553412e-14,-2.5146875292422445e-14,500.0000000000227,8.800965229737285e-13
-1.0561140624869894e-11,0.0,2.2420250342430117e-13,4.219368551184204e-12,1.8155667456771087e-18,2.87796427563748e-12,1.0559902892918176e-11,1.3414042755467243e-12,1.0556853237156895e-14,-2.5272401015251236e-14,500.00000000002376,8.799919077431813e-13
-1.055251072118613e-11,0.0,2.2407147851933596e-13,4.2159118236351195e-12,1.8164109813046605e-18,2.8753703575864986e-12,1.0551273075532585e-11,1.3405414660486205e-12,1.0544220092817345e-14,-2.6135296455636533e-14,500.00000000002484,8.792727562943821e-13
-1.0309323112809872e-11,0.0,2.221620052890133e-13,4.1188209879101824e-12,1.8162098985331506e-18,2.7999722294035036e-12,1.0308087899008093e-11,1.3188487585066788e-12,1.1026417158239502e-14,6.392036604487626e-15,500.00000000002586,8.590073249173411e-13
-1.0290470036047314e-11,0.0,2.2174435354454073e-13,4.111285879148515e-12,1.8142804677518615e-18,2.794409934479984e-12,1.0289235010774417e-11,1.3168759446685318e-12,1.104232908403792e-14,4.506936310002337e-15,500.0000000000269,8.574362508978681e-13
-1.0284424454510975e-11,0.0,2.2164805535983316e-13,4.108868344319603e-12,1.8139837455036866e-18,2.7925907186183144e-12,1.028318948969329e-11,1.3162776257012892e-12,1.1044101724930339e-14,3.902444657100286e-15,500.0000000000279,8.569324574744407e-13
-1.0279908268670448e-11,0.0,2.2156555325527326e-13,4.107061751014502e-12,1.813719190731307e-18,2.7912433330887173e-12,1.027867334901417e-11,1.3158184179257848e-12,1.1043741110579213e-14,3.4508757505951693e-15,500.00000000002893,8.565561124178474e-13
-1.0234418149263592e-11,0.0,2.2127599902668e-13,4.088880491694995e-12,1.813415164180197e-18,2.7771039952563476e-12,1.023318368450396e-11,1.3117764964386469e-12,1.1082179227885338e-14,-1.0976358037808456e-15,500.00000000002996,8.527653070419966e-13
-1.0228338657165262e-11,0.0,2.212389728363433e-13,4.0864437554917606e-12,1.8149967585403773e-18,2.7752239668388574e-12,1.0227104253199942e-11,1.3112197886529028e-12,1.1069116907812602e-14,-1.7055181398695182e-15,500.000000000031,8.522586877666618e-13
-1.0232840769094996e-11,0.0,2.2127262280112192e-13,4.088249898395653e-12,1.8128507226598987e-18,2.776607297692739e-12,1.0231606320109006e-11,1.311642600702915e-12,1.1083106750624373e-14,-1.2553564696320853e-15,500.000000000032,8.526338600090838e-13
-1.0278258591531606e-11,0.0,2.21581994184942e-13,4.106402230037804e-12,1.8126218608836744e-18,2.790703939533601e-12,1.0277023688371934e-11,1.3156982905042032e-12,1.1044644479515115e-14,3.285926182978085e-15,500.000000000033,8.564186406976612e-13
-1.029790892562006e-11,0.0,2.2179464794609829e-13,4.114250182020656e-12,1.8143533648987436e-18,2.7967335764264935e-12,1.0296673825959014e-11,1.3175166055941634e-12,1.10127943427292e-14,5.25074344031015e-15,500.00000000003405,8.580561521632511e-13
-1.0300979373254513e-11,0.0,2.218008409056898e-13,4.115483183277501e-12,1.8121775669623852e-18,2.797691794317983e-12,1.0299744242889296e-11,1.3177913889595176e-12,1.1025516670968209e-14,5.557754429169026e-15,500.0000000000351,8.583120202407746e-13
-1.0296620858059289e-11,0.0,2.2177131061830923e-13,4.113734325536158e-12,1.8140123649418768e-18,2.796350065192456e-12,1.0295385771278788e-11,1.3173842603437027e-12,1.1011124310076251e-14,5.121950852834316e-15,500.0000000000361,8.579488142732323e-13
-1.0271401286843101e-11,0.0,2.214475041862696e-13,4.103658635209551e-12,1.8117817011742022e-18,2.7886681141570187e-12,1.027016645225579e-11,1.314990521052533e-12,1.10428013695295e-14,2.6002711437247438e-15,500.0000000000371,8.558472043546492e-13
-1.0145463922187737e-11,0.0,2.2066429886081644e-13,4.053318770032665e-12,1.8116579344706865e-18,2.749515137797203e-12,1.0144230346961479e-11,1.303803632235463e-12,1.113379331910488e-14,-9.992080024653324e-15,500.00000000003814,8.453525289134566e-13
-1.0133903920047236e-11,0.0,2.204318400507386e-13,4.048695137263974e-12,1.811622975620044e-18,2.746086440748735e-12,1.0132670460419842e-11,1.302608696515239e-12,1.113464028742865e-14,-1.1147953079951713e-14,500.00000000003917,8.443892050349868e-13
-1.012805383297013e-11,0.0,2.2035515619191875e-13,4.04635591971116e-12,1.811610247879453e-18,2.7443093202837393e-12,1.0126820431843023e-11,1.3020465994274207e-12,1.1136729439831776e-14,-1.1732897437347862e-14,500.0000000000402,8.439017026535852e-13
-1.0127914711790711e-11,0.0,2.203347688404162e-13,4.046300189863333e-12,1.8116988645439974e-18,2.744285786715042e-12,1.0126681312054802e-11,1.3020144031482912e-12,1.1136513827889736e-14,-1.1746808024972074e-14,500.0000000000412,8.438901093379002e-13
-1.0127743808849672e-11,0.0,2.2032845350462294e-13,4.046232105499651e-12,1.8118009834275263e-18,2.7442375328008877e-12,1.0126510410822776e-11,1.3019945726987637e-12,1.1137240483491342e-14,-1.1763896439162322e-14,500.00000000004223,8.438758675685646e-13
