Resource,natural_gas_ccs,solar_pv,onshore_wind,battery,offshore_wind,natural_gas,nuclear
Zone,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,2626.816988401547,0.0,0.0,0.0
t2,0.0,0.0,0.0,5436.760897302616,0.0,0.0,0.0
t3,0.0,0.0,0.0,8693.944568808178,0.0,0.0,0.0
t4,0.0,0.0,0.0,11301.731371975871,0.0,0.0,0.0
t5,0.0,0.0,0.0,14308.093785527744,0.0,0.0,0.0
t6,0.0,0.0,0.0,16137.901788172026,0.0,0.0,0.0
t7,0.0,0.0,0.0,18229.6547549072,0.0,0.0,0.0
t8,0.0,0.0,0.0,21021.95536360405,0.0,0.0,0.0
t9,0.0,0.0,0.0,22443.570223103867,0.0,0.0,0.0
t10,0.0,0.0,0.0,22443.570223103856,0.0,0.0,0.0
t11,0.0,0.0,0.0,22443.570223103852,0.0,0.0,0.0
t12,0.0,0.0,0.0,22443.570223103863,0.0,0.0,0.0
t13,0.0,0.0,0.0,22443.570223103863,0.0,0.0,0.0
t14,0.0,0.0,0.0,21854.70857618047,0.0,0.0,0.0
t15,0.0,0.0,0.0,21854.70857618047,0.0,0.0,0.0
t16,0.0,0.0,0.0,21854.70857618047,0.0,0.0,0.0
t17,0.0,0.0,0.0,21854.708576180463,0.0,0.0,0.0
t18,0.0,0.0,0.0,21854.708576180463,0.0,0.0,0.0
t19,0.0,0.0,0.0,21741.58447885257,0.0,0.0,0.0
t20,0.0,0.0,0.0,19851.07723765649,0.0,0.0,0.0
t21,0.0,0.0,0.0,17121.065263893266,0.0,0.0,0.0
t22,0.0,0.0,0.0,14249.136754145966,0.0,0.0,0.0
t23,0.0,0.0,0.0,9289.62194016558,0.0,0.0,0.0
t24,0.0,0.0,0.0,5290.338471588359,0.0,0.0,0.0
t25,0.0,0.0,0.0,1512.7964190896328,0.0,0.0,0.0
t26,0.0,0.0,0.0,116.84183659314681,0.0,0.0,0.0
t27,0.0,0.0,0.0,3.8425426018892184e-11,0.0,0.0,0.0
t28,0.0,0.0,0.0,3.954197636596536e-11,0.0,0.0,0.0
t29,0.0,0.0,0.0,3.972962768416742e-11,0.0,0.0,0.0
t30,0.0,0.0,0.0,3.939922633397582e-11,0.0,0.0,0.0
t31,0.0,0.0,0.0,3.7680332662569516e-11,0.0,0.0,0.0
t32,0.0,0.0,0.0,633.6916308198739,0.0,0.0,0.0
t33,0.0,0.0,0.0,2133.562072728232,0.0,0.0,0.0
t34,0.0,0.0,0.0,2690.7118433501496,0.0,0.0,0.0
t35,0.0,0.0,0.0,2690.711843350146,0.0,0.0,0.0
t36,0.0,0.0,0.0,1727.5030833023693,0.0,0.0,0.0
t37,0.0,0.0,0.0,624.6736545528719,0.0,0.0,0.0
t38,0.0,0.0,0.0,2.648290373095821e-11,0.0,0.0,0.0
t39,0.0,0.0,0.0,1.8051990742847497e-11,0.0,0.0,0.0
t40,0.0,0.0,0.0,661.6057257833098,0.0,0.0,0.0
t41,0.0,0.0,0.0,3293.667006664178,0.0,0.0,0.0
t42,0.0,0.0,0.0,7501.703688079164,0.0,0.0,0.0
t43,0.0,0.0,0.0,11807.691989820292,0.0,0.0,0.0
t44,0.0,0.0,0.0,16415.288726937684,0.0,0.0,0.0
t45,0.0,0.0,0.0,18025.134738890338,0.0,0.0,0.0
t46,0.0,0.0,0.0,18896.865340776116,0.0,0.0,0.0
t47,0.0,0.0,0.0,19863.714394006147,0.0,0.0,0.0
t48,0.0,0.0,0.0,20818.756026981722,0.0,0.0,0.0
t49,0.0,0.0,0.0,22042.998447241713,0.0,0.0,0.0
t50,0.0,0.0,0.0,22443.570223103856,0.0,0.0,0.0
t51,0.0,0.0,0.0,22443.57022310385,0.0,0.0,0.0
t52,0.0,0.0,0.0,22443.57022310381,0.0,0.0,0.0
t53,0.0,0.0,0.0,22443.57022310381,0.0,0.0,0.0
t54,0.0,0.0,0.0,22443.57022310381,0.0,0.0,0.0
t55,0.0,0.0,0.0,22443.57022310381,0.0,0.0,0.0
t56,0.0,0.0,0.0,22443.570223103812,0.0,0.0,0.0
t57,0.0,0.0,0.0,22443.57022310383,0.0,0.0,0.0
t58,0.0,0.0,0.0,22443.57022310382,0.0,0.0,0.0
t59,0.0,0.0,0.0,22443.570223103816,0.0,0.0,0.0
t60,0.0,0.0,0.0,22443.570223103812,0.0,0.0,0.0
t61,0.0,0.0,0.0,22082.720848333585,0.0,0.0,0.0
t62,0.0,0.0,0.0,21284.705444200714,0.0,0.0,0.0
t63,0.0,0.0,0.0,20527.830516246635,0.0,0.0,0.0
t64,0.0,0.0,0.0,19552.602247891875,0.0,0.0,0.0
t65,0.0,0.0,0.0,19304.55644483426,0.0,0.0,0.0
t66,0.0,0.0,0.0,19864.706289419326,0.0,0.0,0.0
t67,0.0,0.0,0.0,19864.706289419322,0.0,0.0,0.0
t68,0.0,0.0,0.0,20211.696215504373,0.0,0.0,0.0
t69,0.0,0.0,0.0,19847.058646424917,0.0,0.0,0.0
t70,0.0,0.0,0.0,17838.192656274252,0.0,0.0,0.0
t71,0.0,0.0,0.0,15073.515058854951,0.0,0.0,0.0
t72,0.0,0.0,0.0,13995.247502881519,0.0,0.0,0.0
t73,0.0,0.0,0.0,13690.913763799179,0.0,0.0,0.0
t74,0.0,0.0,0.0,12758.540269070889,0.0,0.0,0.0
t75,0.0,0.0,0.0,12758.540269070885,0.0,0.0,0.0
t76,0.0,0.0,0.0,12928.010711049907,0.0,0.0,0.0
t77,0.0,0.0,0.0,13616.92422261896,0.0,0.0,0.0
t78,0.0,0.0,0.0,15206.660964682802,0.0,0.0,0.0
t79,0.0,0.0,0.0,16047.778572730485,0.0,0.0,0.0
t80,0.0,0.0,0.0,16392.949987412296,0.0,0.0,0.0
t81,0.0,0.0,0.0,16392.949987412292,0.0,0.0,0.0
t82,0.0,0.0,0.0,16392.949987412296,0.0,0.0,0.0
t83,0.0,0.0,0.0,15625.359304287851,0.0,0.0,0.0
t84,0.0,0.0,0.0,13350.792749696537,0.0,0.0,0.0
t85,0.0,0.0,0.0,9831.799834899643,0.0,0.0,0.0
t86,0.0,0.0,0.0,6017.74622458226,0.0,0.0,0.0
t87,0.0,0.0,0.0,3848.046464515236,0.0,0.0,0.0
t88,0.0,0.0,0.0,3052.492700533977,0.0,0.0,0.0
t89,0.0,0.0,0.0,3052.4927005339746,0.0,0.0,0.0
t90,0.0,0.0,0.0,3160.99982911994,0.0,0.0,0.0
t91,0.0,0.0,0.0,4229.528353244475,0.0,0.0,0.0
t92,0.0,0.0,0.0,5710.124676737955,0.0,0.0,0.0
t93,0.0,0.0,0.0,5710.124676737953,0.0,0.0,0.0
t94,0.0,0.0,0.0,5093.282125318514,0.0,0.0,0.0
t95,0.0,0.0,0.0,3498.809882133173,0.0,0.0,0.0
t96,0.0,0.0,0.0,2001.9405037979725,0.0,0.0,0.0
t97,0.0,0.0,0.0,739.9003250617253,0.0,0.0,0.0
t98,0.0,0.0,0.0,-7.592604673946244e-13,0.0,0.0,0.0
t99,0.0,0.0,0.0,242.97034841893765,0.0,0.0,0.0
t100,0.0,0.0,0.0,1090.548262266111,0.0,0.0,0.0
t101,0.0,0.0,0.0,1676.3019115473148,0.0,0.0,0.0
t102,0.0,0.0,0.0,2153.9056503916063,0.0,0.0,0.0
t103,0.0,0.0,0.0,2519.786555799354,0.0,0.0,0.0
t104,0.0,0.0,0.0,2852.681740204821,0.0,0.0,0.0
t105,0.0,0.0,0.0,3147.849998533661,0.0,0.0,0.0
t106,0.0,0.0,0.0,3386.8418851752454,0.0,0.0,0.0
t107,0.0,0.0,0.0,3616.6059057905986,0.0,0.0,0.0
t108,0.0,0.0,0.0,2949.0990338358897,0.0,0.0,0.0
t109,0.0,0.0,0.0,1502.0741493846747,0.0,0.0,0.0
t110,0.0,0.0,0.0,333.74933781254265,0.0,0.0,0.0
t111,0.0,0.0,0.0,1.4722445484949276e-11,0.0,0.0,0.0
t112,0.0,0.0,0.0,1.4815775650621474e-11,0.0,0.0,0.0
t113,0.0,0.0,0.0,1.636253657505175e-11,0.0,0.0,0.0
t114,0.0,0.0,0.0,1.647163884184272e-11,0.0,0.0,0.0
t115,0.0,0.0,0.0,795.6070682502481,0.0,0.0,0.0
t116,0.0,0.0,0.0,795.6070682502449,0.0,0.0,0.0
t117,0.0,0.0,0.0,795.6070682502425,0.0,0.0,0.0
t118,0.0,0.0,0.0,795.6070682502385,0.0,0.0,0.0
t119,0.0,0.0,0.0,5.179998043876552e-11,0.0,0.0,0.0
t120,0.0,0.0,0.0,4.7083540401723427e-11,0.0,0.0,0.0
t121,0.0,0.0,0.0,3.9167979630954904e-11,0.0,0.0,0.0
t122,0.0,0.0,0.0,4.950273158935871e-12,0.0,0.0,0.0
t123,0.0,0.0,0.0,-2.147988840494632e-11,0.0,0.0,0.0
t124,0.0,0.0,0.0,1130.5510507133536,0.0,0.0,0.0
t125,0.0,0.0,0.0,1714.7698317147338,0.0,0.0,0.0
t126,0.0,0.0,0.0,3467.122848820917,0.0,0.0,0.0
t127,0.0,0.0,0.0,5305.382939752795,0.0,0.0,0.0
t128,0.0,0.0,0.0,7017.8248805632065,0.0,0.0,0.0
t129,0.0,0.0,0.0,8556.436127125153,0.0,0.0,0.0
t130,0.0,0.0,0.0,10116.36986381189,0.0,0.0,0.0
t131,0.0,0.0,0.0,10179.033471093124,0.0,0.0,0.0
t132,0.0,0.0,0.0,9880.867687234662,0.0,0.0,0.0
t133,0.0,0.0,0.0,9217.621076535024,0.0,0.0,0.0
t134,0.0,0.0,0.0,8908.820510697202,0.0,0.0,0.0
t135,0.0,0.0,0.0,9092.433291248522,0.0,0.0,0.0
t136,0.0,0.0,0.0,9411.400299638268,0.0,0.0,0.0
t137,0.0,0.0,0.0,9988.616853579118,0.0,0.0,0.0
t138,0.0,0.0,0.0,10535.301892797757,0.0,0.0,0.0
t139,0.0,0.0,0.0,10984.243673202782,0.0,0.0,0.0
t140,0.0,0.0,0.0,11372.415837817614,0.0,0.0,0.0
t141,0.0,0.0,0.0,11411.364275209224,0.0,0.0,0.0
t142,0.0,0.0,0.0,11406.014912260698,0.0,0.0,0.0
t143,0.0,0.0,0.0,10961.953365760473,0.0,0.0,0.0
t144,0.0,0.0,0.0,10881.252702150412,0.0,0.0,0.0
t145,0.0,0.0,0.0,10742.7901706673,0.0,0.0,0.0
t146,0.0,0.0,0.0,10588.153262618966,0.0,0.0,0.0
t147,0.0,0.0,0.0,10582.455995395576,0.0,0.0,0.0
t148,0.0,0.0,0.0,10699.990025626268,0.0,0.0,0.0
t149,0.0,0.0,0.0,10941.233369484295,0.0,0.0,0.0
t150,0.0,0.0,0.0,11251.757558349527,0.0,0.0,0.0
t151,0.0,0.0,0.0,11353.174500551055,0.0,0.0,0.0
t152,0.0,0.0,0.0,11509.567082374824,0.0,0.0,0.0
t153,0.0,0.0,0.0,11738.23107789261,0.0,0.0,0.0
t154,0.0,0.0,0.0,12008.05347544287,0.0,0.0,0.0
t155,0.0,0.0,0.0,12169.699809310527,0.0,0.0,0.0
t156,0.0,0.0,0.0,11904.956137124562,0.0,0.0,0.0
t157,0.0,0.0,0.0,11556.184873049118,0.0,0.0,0.0
t158,0.0,0.0,0.0,11034.448530350555,0.0,0.0,0.0
t159,0.0,0.0,0.0,11098.37648810582,0.0,0.0,0.0
t160,0.0,0.0,0.0,11252.888958880369,0.0,0.0,0.0
t161,0.0,0.0,0.0,11214.7259606371,0.0,0.0,0.0
t162,0.0,0.0,0.0,11298.720988687262,0.0,0.0,0.0
t163,0.0,0.0,0.0,11440.825191020765,0.0,0.0,0.0
t164,0.0,0.0,0.0,11620.14579134116,0.0,0.0,0.0
t165,0.0,0.0,0.0,11700.153386271439,0.0,0.0,0.0
t166,0.0,0.0,0.0,11550.1263219885,0.0,0.0,0.0
t167,0.0,0.0,0.0,11175.567677885698,0.0,0.0,0.0
t168,0.0,0.0,0.0,10957.853833863855,0.0,0.0,0.0
t169,0.0,0.0,0.0,10826.204497440522,0.0,0.0,0.0
t170,0.0,0.0,0.0,10804.178838050784,0.0,0.0,0.0
t171,0.0,0.0,0.0,10646.763161454039,0.0,0.0,0.0
t172,0.0,0.0,0.0,10640.49081668122,0.0,0.0,0.0
t173,0.0,0.0,0.0,10737.148123275141,0.0,0.0,0.0
t174,0.0,0.0,0.0,10910.818400195092,0.0,0.0,0.0
t175,0.0,0.0,0.0,11194.497502758724,0.0,0.0,0.0
t176,0.0,0.0,0.0,11270.074684230076,0.0,0.0,0.0
t177,0.0,0.0,0.0,11457.806847272233,0.0,0.0,0.0
t178,0.0,0.0,0.0,11731.186089116749,0.0,0.0,0.0
t179,0.0,0.0,0.0,12073.78457058271,0.0,0.0,0.0
t180,0.0,0.0,0.0,12217.609146725088,0.0,0.0,0.0
t181,0.0,0.0,0.0,12134.201714113919,0.0,0.0,0.0
t182,0.0,0.0,0.0,11955.586812593725,0.0,0.0,0.0
t183,0.0,0.0,0.0,12118.712911164122,0.0,0.0,0.0
t184,0.0,0.0,0.0,12598.800295047302,0.0,0.0,0.0
t185,0.0,0.0,0.0,13128.78196633862,0.0,0.0,0.0
t186,0.0,0.0,0.0,13493.284377841406,0.0,0.0,0.0
t187,0.0,0.0,0.0,14204.585605241637,0.0,0.0,0.0
t188,0.0,0.0,0.0,14865.236763243,0.0,0.0,0.0
t189,0.0,0.0,0.0,14883.330064743079,0.0,0.0,0.0
t190,0.0,0.0,0.0,14632.962853907158,0.0,0.0,0.0
t191,0.0,0.0,0.0,13661.158635398786,0.0,0.0,0.0
t192,0.0,0.0,0.0,13218.402082841581,0.0,0.0,0.0
t193,0.0,0.0,0.0,12981.614722248878,0.0,0.0,0.0
t194,0.0,0.0,0.0,13374.067507733755,0.0,0.0,0.0
t195,0.0,0.0,0.0,14055.051317956068,0.0,0.0,0.0
t196,0.0,0.0,0.0,14963.268197268226,0.0,0.0,0.0
t197,0.0,0.0,0.0,16447.487955683548,0.0,0.0,0.0
t198,0.0,0.0,0.0,18093.94218521735,0.0,0.0,0.0
