Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
Zone,1,1,1,1,1,1,1,1,1,1,1
t1,19974.28997391992,0.0,0.0,0.0,23049.054426694092,0.0,0.0,0.0,0.0,0.0,0.0
t2,19974.28997391992,0.0,0.0,0.0,23049.054426694092,0.0,0.0,0.0,0.0,0.0,0.0
t3,19974.28997391992,0.0,0.0,0.0,23049.054426694092,0.0,0.0,0.0,0.0,0.0,0.0
t4,19974.28997391992,0.0,0.0,0.0,23049.054426694092,0.0,0.0,0.0,0.0,0.0,0.0
t5,19974.28997391992,0.0,0.0,0.0,23049.054426694092,0.0,0.0,0.0,0.0,0.0,0.0
t6,19974.28997391992,0.0,0.0,0.0,23049.054426694092,0.0,0.0,0.0,0.0,0.0,0.0
t7,19974.28997391992,0.0,0.0,0.0,23049.054426694092,0.0,0.0,0.0,0.0,0.0,0.0
t8,19974.28997391992,0.0,0.0,0.0,23049.054426694092,0.0,0.0,0.0,0.0,0.0,0.0
t9,19974.28997391992,0.0,0.0,0.0,23049.054426694092,0.0,0.0,0.0,0.0,0.0,0.0
t10,19974.28997391992,0.0,0.0,0.0,2815.2493241645516,0.0,0.0,0.0,0.0,0.0,0.0
t11,293.1661556853851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t19,15253.710662538648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t20,19974.28997391992,0.0,0.0,0.0,14349.286138792251,0.0,0.0,0.0,0.0,0.0,0.0
t21,19974.28997391992,0.0,0.0,0.0,14349.286138792251,0.0,0.0,0.0,0.0,0.0,0.0
t22,19974.28997391992,0.0,0.0,0.0,14349.286138792251,0.0,0.0,0.0,0.0,0.0,0.0
t23,19974.28997391992,0.0,0.0,0.0,14349.286138792251,0.0,0.0,0.0,0.0,0.0,0.0
t24,19974.28997391992,0.0,0.0,0.0,14349.286138792251,0.0,0.0,0.0,0.0,0.0,0.0
t25,19974.28997391992,0.0,0.0,0.0,14349.286138792251,0.0,0.0,0.0,0.0,0.0,0.0
t26,19974.28997391992,0.0,0.0,0.0,14349.286138792251,0.0,0.0,0.0,0.0,0.0,0.0
t27,19974.28997391992,0.0,0.0,0.0,14349.286138792251,0.0,0.0,0.0,0.0,0.0,0.0
