Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2,float_offshore_wind_2,comm_solar_pv_2,res_solar_pv_2
1,0.262,1,0.0,0.5567919746196747,1,0.8075343608218415,1,1,0.552743642,1,1,0.8075343608218415,0.0,0.0
2,0.262,1,0.0,0.3764519194932528,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
3,0.262,1,0.0,0.3965880163367659,1,0.8066250627557607,1,1,0.552743642,1,1,0.8066250627557607,0.0,0.0
4,0.262,1,0.0,0.3792783159966012,1,0.7933418336944609,1,1,0.552743642,1,1,0.7933418336944609,0.0,0.0
5,0.262,1,0.0,0.3159455224078981,1,0.7934504362223331,1,1,0.552743642,1,1,0.7934504362223331,0.0,0.0
6,0.262,1,0.0,0.2783504672419104,1,0.5975826150215667,1,1,0.552743642,1,1,0.5975826150215667,0.0,0.0
7,0.262,1,0.0,0.3368788151961803,1,0.4145827535015295,1,1,0.552743642,1,1,0.4145827535015295,0.0,0.0
8,0.262,1,0.0047126041529011,0.3253590232894858,1,0.2003194048115051,1,1,0.552743642,1,1,0.2003194048115051,0.0027602395752706,0.002507778638508
9,0.262,1,0.134049141134432,0.3226871656092237,1,0.1468897164080689,1,1,0.552743642,1,1,0.1468897164080689,0.0785144969501673,0.0713332929608227
10,0.262,1,0.4238058202056308,0.3653513704668918,1,0.1208138457197409,1,1,0.552743642,1,1,0.1208138457197409,0.248229123263298,0.2255252400379963
11,0.262,1,0.5368789998014303,0.3078089298159779,1,0.1774885440110889,1,1,0.552743642,1,1,0.1774885440110889,0.3144576998836948,0.2856963248943325
12,0.262,1,0.643205272192729,0.2525750535303656,1,0.406282094096425,1,1,0.552743642,1,1,0.406282094096425,0.376734516570027,0.3422770912739878
13,0.262,1,0.5092230771299585,0.2674741799822645,1,0.4804940694756927,1,1,0.552743642,1,1,0.4804940694756927,0.2982592308904042,0.2709794231870135
14,0.262,1,0.3078577171559979,0.2636816860033782,1,0.6623872195493283,1,1,0.552743642,1,1,0.6623872195493283,0.1803166629056559,0.1638242852008702
15,0.262,1,0.1422271133190324,0.3908515594149473,1,0.7857451228667016,1,1,0.552743642,1,1,0.7857451228667016,0.0833044520868618,0.0756851424447708
16,0.262,1,0.0372450793384745,0.4050406198842994,1,0.8078395119928915,1,1,0.552743642,1,1,0.8078395119928915,0.0218149750411064,0.0198197029336882
17,0.262,1,0.0,0.3764404036242051,1,0.8091766644718035,1,1,0.552743642,1,1,0.8091766644718035,0.0,0.0
18,0.262,1,0.0,0.4349466761608897,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
19,0.262,1,0.0,0.4179373390110739,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
20,0.262,1,0.0,0.5226895546719131,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
21,0.262,1,0.0,0.5872552430210161,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
22,0.262,1,0.0,0.7109121620826879,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
23,0.262,1,0.0,0.684878375883762,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
24,0.262,1,0.0,0.7580453764582695,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
25,0.262,1,0.0,0.7772674071201418,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
26,0.262,1,0.0,0.7866242134250374,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
27,0.262,1,0.0,0.8084563971108729,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
28,0.262,1,0.0,0.8061517106249458,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
29,0.262,1,0.0,0.81,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
30,0.262,1,0.0,0.8082908256570529,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
31,0.262,1,0.0,0.8074148996677475,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
32,0.262,1,0.0282933071006672,0.8093286759895338,1,0.81,1,1,0.552743642,1,1,0.81,0.0165717941589622,0.0150560812785693
33,0.262,1,0.2911600510029682,0.8085371636737119,1,0.81,1,1,0.552743642,1,1,0.81,0.1705366013017385,0.1549387414265794
34,0.262,1,0.5254680689864167,0.7899598724702872,1,0.81,1,1,0.552743642,1,1,0.81,0.307774154692044,0.2796240795677717
35,0.262,1,0.744807669415828,0.7984655781715188,1,0.81,1,1,0.552743642,1,1,0.81,0.4362444920864134,0.3963440812248512
36,0.262,1,0.8256,0.7697062543793745,1,0.81,1,1,0.552743642,1,1,0.81,0.4835657142857142,0.4393371428571427
37,0.262,1,0.7574421967970006,0.7902610071727378,1,0.81,1,1,0.552743642,1,1,0.81,0.4436447152668146,0.4030674547241181
38,0.262,1,0.6541817404532312,0.6998873723651133,1,0.81,1,1,0.552743642,1,1,0.81,0.3831635908368925,0.3481181404554694
39,0.262,1,0.4844782602757358,0.6251493721442323,1,0.81,1,1,0.552743642,1,1,0.81,0.2837658381615023,0.2578116456467308
40,0.262,1,0.1620075958997683,0.6263033954676474,1,0.81,1,1,0.552743642,1,1,0.81,0.0948901633127214,0.0862111849609481
41,0.262,1,0.0,0.6667219077624531,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
42,0.262,1,0.0,0.5830724537944881,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
43,0.262,1,0.0,0.5722827590119435,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
44,0.262,1,0.0,0.4413558803861381,1,0.8090560432997724,1,1,0.552743642,1,1,0.8090560432997724,0.0,0.0
45,0.262,1,0.0,0.4399053004845163,1,0.8038197377478202,1,1,0.552743642,1,1,0.8038197377478202,0.0,0.0
46,0.262,1,0.0,0.4401144129472676,1,0.8010709558426763,1,1,0.552743642,1,1,0.8010709558426763,0.0,0.0
47,0.262,1,0.0,0.4330941271186925,1,0.7966218236739704,1,1,0.552743642,1,1,0.7966218236739704,0.0,0.0
48,0.262,1,0.0,0.5007304801781394,1,0.7199709667473912,1,1,0.552743642,1,1,0.7199709667473912,0.0,0.0
49,0.262,1,0.0,0.36941206162599,1,0.5667049699790261,1,1,0.552743642,1,1,0.5667049699790261,0.0,0.0
50,0.262,1,0.0,0.3789025760949239,1,0.6206715137777324,1,1,0.552743642,1,1,0.6206715137777324,0.0,0.0
51,0.262,1,0.0,0.3633707209505755,1,0.6925597676993888,1,1,0.552743642,1,1,0.6925597676993888,0.0,0.0
52,0.262,1,0.0,0.3603289263739205,1,0.7801230636397946,1,1,0.552743642,1,1,0.7801230636397946,0.0,0.0
53,0.262,1,0.0,0.3782057485158091,1,0.7990109528756997,1,1,0.552743642,1,1,0.7990109528756997,0.0,0.0
54,0.262,1,0.0,0.3506733164341635,1,0.8078395119928915,1,1,0.552743642,1,1,0.8078395119928915,0.0,0.0
