Deuterium exports,Deuterium inventory,Fixed plant power,Gross Electric,Imports,Net Electric,Reactor Thermal power,Recirc Power,Salt Heating,Tritium exports,Tritium inventory,Var plant power
0.0,-3.2303854068800433e-28,3.362649542484639e-13,5.693789270413311e-12,8.844308726487779e-18,3.7885259028712145e-12,1.4251762611780608e-11,1.9052633675420966e-12,1.8090415478642865e-14,0.0,500.0,1.1876468843150506e-12
-1.0598049520001241e-11,0.0,3.2965411602201455e-13,4.231597720877047e-12,8.722793723224051e-18,2.6374185093920533e-12,1.059612906763414e-11,1.594179211484994e-12,1.825322632686161e-14,-2.2332503959037585e-14,500.0000000000011,8.830107556361784e-13
-1.1046921919948044e-11,0.0,3.2709872750928325e-13,4.411141233533605e-12,8.583667103570144e-18,2.7821213614219775e-12,1.1044996978901832e-11,1.629019872111628e-12,1.8243616193919415e-14,2.254979848861895e-14,500.00000000000216,9.20416414908486e-13
-1.1095742206623668e-11,0.0,3.2604939532577146e-13,4.4306583370665076e-12,8.660273714261225e-18,2.7986479433832026e-12,1.109381677737947e-11,1.6320103936833048e-12,1.821515340930479e-14,-2.941212872241e-14,500.0000000000033,9.244847314482891e-13
-1.1103609788662169e-11,0.0,3.2564526260272875e-13,4.433805292079863e-12,8.65423916373869e-18,2.801543527765709e-12,1.1101684280742937e-11,1.6322617643141545e-12,1.821503148290835e-14,-2.862545706109701e-14,500.00000000000443,9.25140356728578e-13
-1.1112892795544363e-11,0.0,3.2570300354162047e-13,4.43751640803283e-12,8.644150701919875e-18,2.8044287204725243e-12,1.111096719479599e-11,1.6330876875603054e-12,1.820963761907965e-14,-2.769725848493228e-14,500.00000000000557,9.259139328996658e-13
-1.1086056320267346e-11,0.0,3.2621805602655994e-13,4.426792868276359e-12,8.506174486271407e-18,2.7953976814139183e-12,1.1084130987881044e-11,1.6313951868624406e-12,1.8238435012520918e-14,2.646280804645025e-14,500.00000000000665,9.236775823234203e-13
-1.114619217363655e-11,0.0,3.2764242358870607e-13,4.450847257792163e-12,8.499220871375936e-18,2.813015672605316e-12,1.1144266239897726e-11,1.6378315851868458e-12,1.8239194773389904e-14,-2.4367686965209784e-14,500.0000000000078,9.286888533248104e-13
-1.1366206866396288e-11,0.0,3.3063196753041135e-13,4.5388513904196125e-12,8.480653320503667e-18,2.87969816171134e-12,1.136427873253254e-11,1.6591532287082726e-12,1.823691996687696e-14,-2.3686378266546134e-15,500.0000000000089,9.470232277110449e-13
-1.4353667857669845e-11,0.0,3.370011195821307e-13,5.733766525393709e-12,8.800419167186515e-18,3.81944237210841e-12,1.4351709849494926e-11,1.9143241532852987e-12,1.8086099411984997e-14,1.2127505254374359e-14,500.00000000001035,1.1959758207912438e-12
-1.4459380975933082e-11,0.0,3.392909728255207e-13,5.776054775224678e-12,8.639953138339625e-18,3.850622416125545e-12,1.4457421910637551e-11,1.925432359099133e-12,1.8095113553877072e-14,2.2697654248025448e-14,500.00000000001177,1.2047851592197959e-12
-1.447212238693345e-11,0.0,3.400535638989179e-13,5.781154834999472e-12,8.708652068067044e-18,3.853888778721537e-12,1.4470163194225084e-11,1.9272660562779344e-12,1.810444602698673e-14,2.397165519394277e-14,500.0000000000132,1.2058469328520903e-12
-1.4477360673226633e-11,0.0,3.40309501358783e-13,5.7832484713586285e-12,8.748021529815427e-18,3.8552943191945245e-12,1.4475401428135928e-11,1.927954152164104e-12,1.8100084960721262e-14,2.449542620268811e-14,500.0000000000146,1.2062834523446606e-12
-1.450643140696222e-11,0.0,3.4041049990142015e-13,5.794867881895176e-12,8.867686816017074e-18,3.864413264468948e-12,1.4504471871167083e-11,1.9304546174262293e-12,1.807701476094609e-14,-2.944123905943473e-14,500.0000000000161,1.2087059892639236e-12
-1.4441874785697618e-11,0.0,3.4026062234364514e-13,5.769055555684421e-12,8.644472772786979e-18,3.844103996060189e-12,1.443991589546224e-11,1.9249515596242314e-12,1.8103499158793763e-14,2.0947227790645986e-14,500.0000000000175,1.2033263246218532e-12
-1.4425453348889086e-11,0.0,3.401936202681263e-13,5.7624875350204944e-12,8.638085904772604e-18,3.838970131658988e-12,1.4423494622866434e-11,1.923517403361507e-12,1.810478435457184e-14,1.9305264743791448e-14,500.00000000001893,1.2019578852388693e-12
-1.4436691792997613e-11,0.0,3.402326132944023e-13,5.766981456810263e-12,8.613578415871162e-18,3.842492245674277e-12,1.4434732954591643e-11,1.924489211135987e-12,1.810107145900813e-14,2.0428985532995045e-14,500.00000000002035,1.202894412882637e-12
-1.4455994747777344e-11,0.0,3.403158393350266e-13,5.774701453255155e-12,8.638415188030881e-18,3.84852336906224e-12,1.4454035716343757e-11,1.9261780841929156e-12,1.8098154995969998e-14,2.235906868058899e-14,500.00000000002177,1.2045029763619796e-12
-1.447269121631363e-11,0.0,3.4039069350238474e-13,5.781378934858457e-12,8.661199942437813e-18,3.853737372312707e-12,1.4470732017917028e-11,1.927641562545749e-12,1.8095420717006087e-14,2.402853187490031e-14,500.0000000000232,1.2058943348264189e-12
-1.447834873269348e-11,0.0,3.404346555626081e-13,5.783641480276482e-12,8.63008463593861e-18,3.8554856546448325e-12,1.447638947772228e-11,1.9281558256316495e-12,1.8094266758912265e-14,2.4594221280827436e-14,500.0000000000246,1.2063657898101899e-12
-1.4485805817179104e-11,0.0,3.4048881668482104e-13,5.786624036984417e-12,8.688613538103483e-18,3.857793283417264e-12,1.4483846487637804e-11,1.928830753567153e-12,1.809361607924246e-14,2.5339847702280642e-14,500.00000000002603,1.2069872073031503e-12
-1.4469491647803088e-11,0.0,3.405821857955792e-13,5.7800885650318745e-12,8.581924579729898e-18,3.852549915131942e-12,1.4467532481401849e-11,1.9275386498999323e-12,1.8067643820926492e-14,2.3708610218747543e-14,500.00000000002746,1.2056277067834873e-12
-1.4662759705853638e-11,0.0,3.410708697196481e-13,5.857399211797844e-12,8.681058118395343e-18,3.913255323813551e-12,1.4660798606791146e-11,1.9441438879842925e-12,1.8078687532109703e-14,-1.3810128764384575e-14,500.00000000002893,1.2217332172325955e-12
-1.448389302138094e-11,0.0,3.4058531436972423e-13,5.785854675351285e-12,8.857480733920264e-18,3.857098008905025e-12,1.4481933710967406e-11,1.92875666644626e-12,1.8082429329312315e-14,2.5148589163007668e-14,500.00000000003035,1.2068278092472839e-12
-1.4444470878041413e-11,0.0,3.4034222065877703e-13,5.770094527666458e-12,8.71532664828219e-18,3.844843595522926e-12,1.444251196184537e-11,1.925250932143532e-12,1.8104934497701636e-14,2.1206808468295165e-14,500.0000000000318,1.2035426634871141e-12
-1.4452810695596483e-11,0.0,3.4034698525245105e-13,5.773428945666127e-12,8.720739126274757e-18,3.847482154407238e-12,1.4450851696003099e-11,1.9259467912588897e-12,1.810105117290767e-14,2.204069848672644e-14,500.0000000000332,1.2042376413335915e-12
-1.4505558836073654e-11,0.0,3.404959982803409e-13,5.794517058975911e-12,8.842832859103136e-18,3.864054388405624e-12,1.450359930900414e-11,1.9304626705702876e-12,1.8072283039662252e-14,-2.9528486550107295e-14,500.0000000000347,1.208633275750345e-12
-1.4515261484691409e-11,0.0,3.405374011660167e-13,5.798400248181269e-12,8.83911442483493e-18,3.867081922000174e-12,1.4513301860596379e-11,1.9313183261810957e-12,1.8077989798774816e-14,-2.8558328416399306e-14,500.00000000003615,1.2094418217163648e-12
-1.4477356705049352e-11,0.0,3.4047038991784033e-13,5.783248203467245e-12,8.741062130651011e-18,3.855130021412594e-12,1.4475397459998328e-11,1.9281181820546505e-12,1.8103556970343377e-14,2.449502942860947e-14,500.0000000000376,1.2062831216665273e-12
-1.4478777999784189e-11,0.0,3.404678405200506e-13,5.783816527826553e-12,8.73620416806819e-18,3.8555829494669925e-12,1.447681874052036e-11,1.928233578359561e-12,1.8103062629541254e-14,2.4637143268007585e-14,500.000000000039,1.2064015617100299e-12
-1.4481952962310659e-11,0.0,3.4048995851563283e-13,5.785086331898955e-12,8.725740672870371e-18,3.856566500711846e-12,1.4479993671297522e-11,1.92851983118711e-12,1.8102619896744344e-14,2.4954604596415998e-14,500.0000000000404,1.2066661392747935e-12
-1.4489290888596348e-11,0.0,3.4053913669563187e-13,5.788021069337774e-12,8.713532453838081e-18,3.858841634660099e-12,1.4487331524204682e-11,1.929179434677676e-12,1.8101557465047928e-14,2.5688316508602855e-14,500.00000000004184,1.2072776270170568e-12
-1.4544485948688564e-11,0.0,3.406335074207822e-13,5.810088411316947e-12,8.805821636749316e-18,3.8762425932518964e-12,1.4542526032351816e-11,1.9338458180650513e-12,1.807402778167839e-14,-2.5636203482573183e-14,500.0000000000433,1.2118771693626513e-12
-1.4502172208458478e-11,0.0,3.405999785924684e-13,5.79317329474176e-12,8.68170335509373e-18,3.862860246148421e-12,1.4500212715254902e-11,1.9303130485933392e-12,1.8100896896356352e-14,-2.986711205909357e-14,500.0000000000448,1.208351059604575e-12
