Region,Resource,Zone,Cluster,AnnualSum
ERC_REST,ERC_REST_biomass_1,1,1,1.7163486623408535e10
ERC_REST,ERC_REST_conventional_hydroelectric_1,1,1,-6.26696899619934e-10
ERC_REST,NaturalGas_CCAvgCF_Moderate,1,1,0.0
ERC_REST,NaturalGas_CTAvgCF_Moderate,1,1,6.35831460208348e8
ERC_REST,NaturalGas_CCCCSAvgCF_Moderate,1,1,4.2609604233820114e9
ERC_REST,NaturalGas_CCS100_Moderate,1,1,4.456079135422886e9
ERC_REST,ERC_nuclear_1,1,1,0.0
ERC_REST,LandbasedWind_Class3_Moderate_130,1,1,1.9036253963825297e9
ERC_REST,UtilityPV_Class1_Moderate_100_0.2,1,1,6.040363687568314e9
ERC_REST,Liion_Moderate,1,1,3.6023258185573926e9
ERC_REST,TEGS,1,1,4.684648590816109e7
