Imports,Net Electric,Gross Electric,Recirc Power,Salt Heating,Fixed plant power,Var plant power,Reactor Thermal power,Turbine Thermal input,Tritium inventory,Tritium exports,Deuterium inventory,Deuterium imports,Commitment State,,Net+Recirc-Gross,Recirc-heating-fixed-var-magnet
2.00E-05,3616.318259,5604.800602,1988.482343,22.45583807,375.7522433,1169.221902,14030.66843,14012.0015,0.313737747,12576.57346,0.300296976,11750.11449,37.57522433,,,
1.99E-05,3271.078926,5166.787057,1895.708131,22.44181719,374.2437279,1077.970226,12935.64789,12916.96764,0.321303115,11848.70032,0.292234511,11198.5593,37.42437279,,,
1.99E-05,3035.853334,4869.862006,1834.008671,22.44786101,374.3980636,1016.110387,12193.32952,12174.65501,0.328765531,11121.16256,0.285127581,10662.11454,37.43980636,,,
1.99E-05,1060.556688,2367.80663,1307.249942,22.61632644,368.7455333,494.835722,5938.031039,5919.516575,0.297698365,10400.08666,0.30466162,10146.71365,36.87455333,,,
1.99E-05,717.0935396,1933.866855,1216.773316,22.66485501,368.6283042,404.4277966,4853.1355,4834.667138,0.262050995,9973.101221,0.327692328,9815.188563,36.86283042,,,
1.99E-05,1481.785765,2901.371902,1419.586137,22.57145734,369.9636588,605.9986614,7271.986845,7253.429755,0.244382655,9809.552225,0.338747704,9653.909384,36.99636588,,,
1.99E-05,2086.695951,3666.543063,1579.847113,22.50820302,370.8722859,765.4142638,9184.97484,9166.357659,0.24035742,9762.917355,0.34056227,9575.92985,37.08722859,,,
1.99E-05,2034.871076,3600.363853,1565.492777,22.53051327,370.284736,751.6251676,9019.505619,9000.909632,0.235326954,9741.839216,0.342920551,9527.606103,37.0284736,,,
1.99E-05,2360.376642,4012.913815,1652.537173,22.5313513,371.3804858,837.5729756,10050.87973,10032.28454,0.237377232,9756.169175,0.340418928,9511.895697,37.13804858,,,
2.00E-05,2923.320391,4719.303994,1795.983603,22.51507147,367.6773454,984.7388262,11816.87064,11798.25998,0.251681824,9761.999481,0.329685151,9504.237906,36.76773454,,,
2.00E-05,4408.494859,6600.393661,2191.898801,22.43993938,371.7682039,1376.638298,16519.66618,16500.98415,0.299288293,9681.438252,0.29692473,9461.309643,37.17682039,,,
2.00E-05,3831.908236,5868.640572,2036.732336,22.56373104,368.9362467,1224.179999,14690.16586,14671.60143,0.336773034,9305.737013,0.271726771,9261.170381,36.89362467,,,
2.00E-05,907.7775122,2175.12389,1267.346378,22.79447158,368.8201491,454.6793974,5456.154952,5437.809726,0.313909043,8739.933102,0.287953603,8952.287192,36.88201491,,,
2.01E-05,65.05367427,1113.933725,1048.880051,23.01012346,371.2364385,233.5811291,2802.97467,2784.834313,0.275308479,8347.109947,0.315556303,8750.080576,37.12364385,,,
2.01E-05,64.2094682,1113.231413,1049.021945,23.05001251,371.4879165,233.4316563,2801.180996,2783.078534,0.237896664,8174.604909,0.342933645,8699.732924,37.14879165,,,
2.51E-05,4.55E-05,1032.332229,1032.332183,23.08838224,371.6168123,216.5746286,2598.896583,2580.830572,0.198921046,8196.973343,0.371666253,8789.445519,37.16168123,,,
2.01E-05,64.5938618,1113.427596,1048.833734,23.03325601,371.274264,233.4738542,2801.687371,2783.56899,0.159727749,8431.06634,0.400557684,9026.45516,37.1274264,,,
2.01E-05,65.12931586,1113.301925,1048.172609,23.02407601,370.6477737,233.4483995,2801.381915,2783.254813,0.117095502,8924.753774,0.431311695,9427.449964,37.06477737,,,
2.00E-05,682.4912147,1891.04983,1208.558616,22.88569972,369.130453,395.4901031,4745.883135,4727.624576,0.081675556,9833.349257,0.455874526,10038.0378,36.9130453,,,
2.00E-05,4459.466485,6676.841236,2217.374751,22.52544234,381.2388482,1392.558101,16710.70389,16692.10309,0.118560518,11412.62557,0.42883434,10884.79372,38.12388482,,,
2.00E-05,6277.977044,8986.693581,2708.716537,22.36997516,391.5047474,1873.789455,22485.48245,22466.73395,0.186357257,12747.33071,0.378422624,11624.0876,39.15047474,,,
2.00E-05,6346.800833,9074.051691,2727.250858,22.34095191,391.8661949,1891.991351,22703.9053,22685.12923,0.250969098,13423.15656,0.329040609,12064.36368,39.18661949,,,
2.00E-05,5492.963753,7986.907589,2493.943836,22.39408257,384.9985124,1665.498881,19985.99457,19967.26897,0.296343027,13468.44008,0.29286441,12191.69585,38.49985124,,,
2.00E-05,4932.297917,7274.494666,2342.196748,22.40977218,381.6562766,1517.078339,18204.94735,18186.23666,0.331948619,13090.43445,0.264470891,12087.45653,38.16562766,,,
2.00E-05,3880.906451,5940.106454,2059.200003,22.45102999,376.6189725,1239.07764,14868.93763,14850.26613,0.348996652,12419.92267,0.250259541,11807.04846,37.66189725,,,
2.00E-05,2605.425227,4322.854178,1717.428952,22.49279409,371.7368865,902.1469113,10825.76727,10807.13545,0.343121186,11669.37287,0.253176755,11454.29199,37.17368865,,,
1.99E-05,2298.416782,3934.689338,1636.272556,22.47007752,371.4690517,821.2810669,9855.376745,9836.723345,0.334866021,11040.79783,0.259149845,11142.30169,37.14690517,,,
1.99E-05,1402.266066,2800.62856,1398.362493,22.51905299,369.7764584,585.0146221,7020.178273,7001.571399,0.310436347,10528.84639,0.277088559,10885.14197,36.97764584,,,
2.00E-05,363.2345438,1486.856714,1123.62217,22.6592098,368.6094326,311.301168,3735.61551,3717.141785,0.265229602,10228.6384,0.309620036,10744.64514,36.86094326,,,
1.99E-05,564.2396776,1741.008365,1176.768688,22.59563579,368.8662514,364.2544404,4371.055033,4352.520913,0.224141912,10272.47583,0.339443411,10796.61378,36.88662514,,,
1.99E-05,922.4854538,2192.451544,1269.96609,22.52873089,368.0746377,458.3103617,5499.72654,5481.12886,0.188206135,10661.18559,0.365118418,11031.50388,36.80746377,,,
1.99E-05,3759.572939,5786.676242,2027.103303,22.25781902,376.6648025,1207.128321,14485.54565,14466.69061,0.209366904,11445.92705,0.351023312,11448.70171,37.66648025,,,
1.99E-05,5205.568045,7621.240899,2415.672854,22.15746487,383.125946,1589.337083,19072.05263,19053.10225,0.257786445,12117.07738,0.317282885,11802.55025,38.3125946,,,
1.99E-05,5899.857378,8504.332011,2604.474633,22.10979612,387.9943783,1773.318099,21279.82569,21260.83003,0.319833848,12367.3564,0.273984357,11950.9941,38.79943783,,,
1.99E-05,6426.990649,9176.551683,2749.561034,22.15445739,392.9939444,1913.360272,22960.33245,22941.37921,0.395765882,12053.47492,0.222285447,11821.60702,39.29939444,,,
2.00E-05,4607.24142,6862.84233,2255.60091,22.41877232,380.8130198,1431.316758,17175.80797,17157.10583,0.438047587,11102.27414,0.195283213,11358.07475,38.08130198,,,
2.00E-05,1788.443068,3289.84434,1501.401272,22.52785922,370.8872145,686.9338383,8243.209357,8224.610849,0.426311083,9928.588055,0.206896732,10745.38584,37.08872145,,,
2.00E-05,64.50756072,1111.066182,1046.558622,22.79842126,369.7073562,233.0004843,2796.00693,2777.665456,0.383075639,9005.773485,0.241452947,10241.27389,36.97073562,,,
2.00E-05,65.12408429,1113.02286,1047.898776,22.8439433,370.5979512,233.4045215,2800.855379,2782.557151,0.343650837,8463.316941,0.274636619,9950.402906,37.05979512,,,
2.00E-05,65.57325677,1113.690421,1048.117164,22.85003705,370.6716528,233.5431142,2802.518491,2784.226052,0.306159844,8187.252198,0.307282062,9836.102604,37.06716528,,,
2.00E-05,66.36152235,1114.897724,1048.536202,22.88713865,370.8050047,233.7916984,2805.501503,2787.24431,0.268966438,8147.525699,0.340151769,9887.40391,37.08050047,,,
2.00E-05,66.06400116,1114.376913,1048.312912,22.86768311,370.7081323,233.6847363,2804.217957,2785.942282,0.230226953,8368.34874,0.374098296,10118.12557,37.07081323,,,
2.00E-05,98.75067202,1154.145238,1055.394566,22.90182919,369.4732797,241.9670976,2903.606333,2885.363096,0.188180823,8942.725631,0.409685605,10571.02639,36.94732797,,,
2.00E-05,3692.81349,5704.596328,2011.782837,22.44609506,378.2709414,1190.013441,14280.167,14261.49082,0.217196174,10112.34869,0.396038449,11339.83587,37.82709414,,,
2.00E-05,4985.497182,7343.091352,2357.59417,22.30082664,382.8630483,1531.377935,18376.54257,18357.72838,0.267119242,11205.59988,0.366780857,12072.88367,38.28630483,,,
2.00E-05,4877.685156,7206.42234,2328.737184,22.3062811,382.473739,1502.904804,18034.86486,18016.05585,0.309959151,11881.27154,0.341610185,12611.74855,38.2473739,,,
2.00E-05,3338.903749,5254.01025,1915.106501,22.34809883,375.5569053,1096.149137,13153.7949,13135.02562,0.317024165,12138.71975,0.340697035,12957.05329,37.55569053,,,
2.00E-05,2629.382677,4355.459538,1726.076861,22.34484003,373.7282567,908.9514049,10907.42122,10888.64885,0.306730476,12385.67154,0.351857529,13311.99183,37.37282567,,,
1.99E-05,2912.342884,4714.595638,1802.252754,22.2637328,375.1588442,983.7778167,11805.33852,11786.48909,0.299304763,12871.65407,0.361132719,13803.71315,37.51588442,,,
1.99E-05,4721.915513,7010.879147,2288.963634,22.06865657,383.6571507,1462.185467,17546.23262,17527.19787,0.326606571,13624.43816,0.346761359,14449.86889,38.36571507,,,
1.99E-05,3530.262043,5498.641752,1968.379708,22.10981071,378.0846604,1147.132877,13765.60003,13746.60438,0.324507903,14066.74257,0.352360036,14971.85606,37.80846604,,,
1.99E-05,3558.614462,5535.468632,1976.85417,22.06472244,378.928377,1154.80871,13857.71007,13838.67158,0.318678095,14694.78026,0.360538266,15619.74067,37.8928377,,,
1.99E-05,3107.343429,4963.113128,1855.769699,22.08232448,377.0683802,1035.566635,12426.80459,12407.78282,0.29622905,15650.99825,0.37933818,16477.31711,37.70683802,,,
1.99E-05,4432.267913,6643.895818,2211.627905,21.98538428,382.8529316,1385.737229,16628.8534,16609.73954,0.290067615,17513.58306,0.384866638,17819.98062,38.28529316,,,
1.99E-05,5647.434306,8187.97782,2540.543514,21.89215328,390.1707692,1707.428232,20489.14698,20469.94455,0.292231385,20178.08449,0.380618305,19573.82763,39.01707692,,,
1.98E-05,8216.811024,11447.05026,3230.239233,2.12E-07,421.0523599,2388.134513,28657.62562,28617.62564,0.327674432,23566.4638,0.348130339,21657.97053,42.10523599,,,
1.97E-05,8216.811025,11447.05026,3230.239233,2.05E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.346344247,25975.66845,0.323408317,23331.17253,42.10523599,,,
1.97E-05,8216.811026,11447.05026,3230.239233,2.04E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.353673523,27604.55942,0.304781733,24644.45774,42.10523599,,,
1.98E-05,8216.811025,11447.05026,3230.239233,2.05E-07,421.05236,2388.134513,28657.62562,28617.62565,0.353330985,28706.50005,0.290996108,25687.4607,42.105236,,,
2.00E-05,8216.811026,11447.05026,3230.239233,2.05E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.347740169,29460.34122,0.281052178,26515.16838,42.10523599,,,
2.00E-05,8216.811026,11447.05026,3230.239233,2.05E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.338472946,29988.4104,0.27409211,27158.05255,42.10523599,,,
2.00E-05,8216.811025,11447.05026,3230.239233,2.18E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.326856832,30325.80377,0.269542932,27677.48817,42.10523599,,,
2.00E-05,8216.811026,11447.05026,3230.239233,2.41E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.314036026,30498.85143,0.267051748,28120.8906,42.10523599,,,
2.00E-05,8216.811025,11447.05026,3230.239233,2.41E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.300961494,30535.30757,0.266392553,28515.59955,42.10523599,,,
2.01E-05,8216.811025,11447.05026,3230.239233,2.41E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.288361001,30467.23051,0.267347248,28863.3183,42.10523599,,,
2.00E-05,8216.811025,11447.05026,3230.239233,2.13E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.276732385,30327.64575,0.269753534,29176.06895,42.10523599,,,
2.00E-05,8216.811025,11447.05026,3230.239233,2.05E-07,421.0523599,2388.134513,28657.62562,28617.62564,0.266401395,30141.27079,0.27348067,29460.65109,42.10523599,,,
1.99E-05,8216.811026,11447.05026,3230.239233,2.04E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.257306903,29963.67504,0.278429081,29723.77963,42.10523599,,,
1.98E-05,8216.811025,11447.05026,3230.239233,2.04E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.249572878,29768.27151,0.284476515,29960.56799,42.10523599,,,
1.98E-05,8216.811025,11447.05026,3230.239233,2.04E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.243266521,29563.2144,0.291741143,30222.81722,42.10523599,,,
1.99E-05,8216.811025,11447.05026,3230.239233,2.04E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.238332421,29366.11474,0.300201351,30480.4093,42.10523599,,,
1.99E-05,8216.811025,11447.05026,3230.239233,2.04E-07,421.0523599,2388.134513,28657.62562,28617.62564,0.23480834,29163.59023,0.309614409,30685.70466,42.10523599,,,
1.99E-05,8216.811025,11447.05026,3230.239233,2.05E-07,421.0523599,2388.134513,28657.62562,28617.62564,0.232231804,29027.49189,0.320097031,30916.14602,42.10523599,,,
1.99E-05,8216.811026,11447.05026,3230.239233,2.05E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.23034242,28928.79475,0.331460167,31105.85632,42.10523599,,,
1.98E-05,8216.811025,11447.05026,3230.239233,2.06E-07,421.0523599,2388.134513,28657.62562,28617.62564,0.22894564,28858.0408,0.343415225,31233.38798,42.10523599,,,
1.98E-05,8216.811025,11447.05026,3230.239233,2.13E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.227880792,28810.36468,0.35582099,31330.4945,42.10523599,,,
1.98E-05,8216.811026,11447.05026,3230.239233,2.13E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.227076102,28772.9977,0.368452485,31379.12896,42.10523599,,,
1.98E-05,8216.811025,11447.05026,3230.239233,2.41E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.22640541,28753.75163,0.381063833,31374.78824,42.10523599,,,
1.98E-05,8216.811025,11447.05026,3230.239233,2.41E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.22584084,28738.50919,0.393309434,31295.98665,42.10523599,,,
1.98E-05,8216.811026,11447.05026,3230.239233,2.40E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.225384685,28722.93758,0.404820642,31137.75886,42.10523599,,,
1.98E-05,8216.811026,11447.05026,3230.239233,2.14E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.225204555,28683.29086,0.41522876,30900.094,42.10523599,,,
1.99E-05,8216.811026,11447.05026,3230.239233,2.06E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.225514074,28612.95979,0.42419138,30588.65583,42.10523599,,,
2.00E-05,8216.811026,11447.05026,3230.239233,2.06E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.226582265,28503.98699,0.431396114,30209.9129,42.10523599,,,
2.00E-05,8216.811025,11447.05026,3230.239233,2.06E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.229086751,28297.68269,0.43626677,29707.02677,42.10523599,,,
1.99E-05,8216.811025,11447.05026,3230.239233,2.07E-07,421.0523599,2388.134513,28657.62562,28617.62564,0.233573708,28012.92642,0.438163042,29066.18468,42.10523599,,,
1.99E-05,8216.811026,11447.05026,3230.239233,2.07E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.240700194,27633.79123,0.436582437,28317.07822,42.10523599,,,
1.99E-05,8216.811025,11447.05026,3230.239233,2.15E-07,421.0523599,2388.134513,28657.62562,28617.62564,0.251593832,27092.68655,0.430758453,27402.82632,42.10523599,,,
1.99E-05,8216.811025,11447.05026,3230.239233,2.15E-07,421.0523599,2388.134513,28657.62562,28617.62565,0.26778215,26332.17076,0.419637828,26261.64483,42.10523599,,,
1.99E-05,8216.811024,11447.05026,3230.239233,4.28E-07,421.0523599,2388.134513,28657.62562,28617.62564,0.291574421,25239.95542,0.401784329,24811.02195,42.10523599,,,
1.99E-05,7474.999431,10517.75186,3042.752427,22.06261677,406.8533162,2192.784134,26313.42013,26294.37964,0.309981626,23669.21653,0.386302826,22977.87183,40.68533162,,,
2.00E-05,6403.099685,9146.979072,2743.879387,22.33165982,393.3100818,1907.185285,22886.23258,22867.44768,0.31647524,21953.23081,0.377463551,20981.77726,39.33100818,,,
2.00E-05,5782.826966,8356.098648,2573.271681,22.35463649,387.4479079,1742.416777,20909.00969,20890.24662,0.319314419,20500.90987,0.36901664,19089.09087,38.74479079,,,
2.00E-05,6698.027437,9523.35896,2825.331523,22.25281148,396.4223786,1985.603973,23827.2572,23808.3974,0.350692462,19319.95067,0.338929876,17344.95028,39.64223786,,,
2.00E-05,6881.810579,9758.229186,2876.418607,22.22596043,398.6029112,2034.537376,24414.45828,24395.57296,0.39747771,17694.09589,0.297213923,15426.59863,39.86029112,,,
2.00E-05,6120.473497,8786.881076,2666.407579,22.31183273,390.8769173,1832.166469,21986.00642,21967.20269,0.442861899,15466.84307,0.25698681,13318.92289,39.08769173,,,
2.00E-05,3986.996328,6075.386478,2088.39015,22.43983335,377.6361031,1267.261854,15207.14833,15188.4662,0.458732243,12927.18934,0.238440251,11211.22217,37.76361031,,,
2.00E-05,3335.414547,5249.151963,1913.737416,22.4341864,375.1206905,1095.130179,13141.5674,13122.87991,0.475074744,10793.77517,0.221261088,9440.251843,37.51206905,,,
1.99E-05,2664.611881,4401.189515,1736.577634,22.46511093,374.5912049,918.4689581,11021.63191,11002.97379,0.489348339,8970.993763,0.207080913,7966.459624,37.45912049,,,
2.70E-05,3.54E-05,1031.161935,1031.161899,22.87096423,370.8905454,216.3480297,2596.177395,2577.904836,0.455686507,7430.771784,0.226398435,6758.210404,37.08905454,,,
2.73E-05,3.15E-05,1032.76497,1032.764938,22.88325124,372.1483047,216.6810225,2600.17331,2581.912425,0.428507919,6503.572599,0.241965246,5954.101494,37.21483047,,,
2.75E-05,3.11E-05,1032.99542,1032.995389,22.87163295,372.3414432,216.7299527,2600.760473,2582.48855,0.40573418,5871.490613,0.254940035,5396.227911,37.23414432,,,
2.76E-05,3.10E-05,1032.857394,1032.857363,22.88448626,372.2203373,216.7001798,2600.403198,2582.143486,0.386201233,5405.660416,0.266067702,4997.901129,37.22203373,,,
2.76E-05,3.12E-05,1032.872863,1032.872832,22.85271376,372.2618403,216.7059178,2600.472054,2582.182157,0.3691687,5046.598186,0.275858095,4709.849038,37.22618403,,,
2.76E-05,3.11E-05,1032.389417,1032.389386,22.90056374,371.8350508,216.6014119,2599.217982,2580.973544,0.354129088,4759.104805,0.284677727,4499.441179,37.18350508,,,
2.75E-05,3.13E-05,1032.794755,1032.794724,22.93919893,372.1203665,216.6827986,2600.194623,2581.986888,0.340728241,4524.710059,0.292784318,4346.790245,37.21203665,,,
2.73E-05,3.16E-05,1025.809273,1025.809242,22.92921015,366.5993905,215.2282813,2582.740408,2564.523184,0.328551164,4331.490821,0.300470874,4238.837916,36.65993905,,,
2.68E-05,3.32E-05,1019.819921,1019.819888,22.9020949,361.8827865,213.9826467,2567.792787,2549.549803,0.317388971,4170.78082,0.307886023,4165.414645,36.18827865,,,
2.67E-05,3.23E-05,1018.2771,1018.277067,23.02140757,360.5515198,213.6517801,2563.822386,2545.692749,0.307138857,4035.813484,0.315091455,4116.259931,36.05515198,,,
2.64E-05,3.18E-05,1031.78982,1031.789788,23.10750404,371.1698109,216.460113,2597.522395,2579.474549,0.297894027,3925.12802,0.321999491,4085.884872,37.11698109,,,
2.62E-05,3.18E-05,1034.069086,1034.069054,23.12015601,372.96258,216.9339583,2603.208541,2585.172715,0.289309448,3835.987114,0.328835053,4075.956198,37.296258,,,
2.62E-05,3.21E-05,1033.991989,1033.991957,23.16059423,372.8643077,216.9146951,2602.977382,2584.979973,0.281203035,3767.082093,0.335729287,4088.366135,37.28643077,,,
2.62E-05,3.21E-05,1033.921326,1033.921294,23.14679655,372.8210719,216.901066,2602.813834,2584.803316,0.273433771,3718.499202,0.34279505,4125.159045,37.28210719,,,
2.62E-05,3.22E-05,1034.326675,1034.326643,23.1775424,373.1136609,216.9830796,2603.797996,2585.816687,0.265867977,3690.26505,0.350130686,4184.288534,37.31136609,,,
2.63E-05,3.23E-05,1034.573937,1034.573904,23.22602731,373.2647631,217.030754,2604.37009,2586.434841,0.2583536,3683.458753,0.357836183,4264.548494,37.32647631,,,
2.62E-05,3.23E-05,1034.926508,1034.926476,23.20884143,373.5597077,217.105567,2605.267846,2587.316271,0.250724696,3700.813633,0.36600923,4366.181787,37.35597077,,,
2.62E-05,3.37E-05,1035.560221,1035.560188,23.11486198,374.1479351,217.2450305,2606.941408,2588.900553,0.242797687,3745.312756,0.374747599,4489.655919,37.41479351,,,
2.01E-05,69.68899429,1122.798041,1053.109046,22.9898452,373.6373752,235.4294661,2825.154723,2806.995102,0.23587863,3818.755376,0.383150577,4635.608104,37.36373752,,,
2.00E-05,475.6012993,1634.671879,1159.07058,22.85248085,373.0850577,342.080681,4104.969814,4086.679697,0.237217407,3912.455864,0.38641087,4807.412239,37.30850577,,,
2.00E-05,323.808518,1442.424418,1118.6159,22.88258249,372.6541982,302.0267598,3624.322567,3606.061046,0.234514138,4012.390044,0.392771602,4994.766407,37.26541982,,,
2.00E-05,367.4184467,1497.12626,1129.707814,22.84018208,372.3889428,313.426329,3761.117452,3742.815651,0.231950088,4129.190732,0.399477113,5205.845137,37.23889428,,,
2.00E-05,393.3713097,1529.745479,1136.374169,22.79723181,372.2991803,320.225397,3842.706301,3824.363697,0.229002179,4265.917671,0.406906957,5443.494213,37.22991803,,,
2.11E-05,0.000209811,1033.150006,1033.149796,22.85836257,372.4758649,216.7632087,2601.159544,2582.875015,0.216278502,4428.524456,0.421349935,5712.953734,37.24758649,,,
2.11E-05,0.000207764,1033.082359,1033.082152,22.82649294,372.4516601,216.7516387,2601.020704,2582.705898,0.201972888,4655.620227,0.437312613,6040.239992,37.24516601,,,
2.11E-05,0.000204302,1032.159393,1032.159189,22.81387758,371.7325986,216.5603528,2598.725274,2580.398483,0.185416923,4976.569158,0.455161101,6444.249374,37.17325986,,,
1.99E-05,873.5221337,2134.618558,1261.096425,22.55790748,371.2266392,446.259518,5355.116358,5336.546396,0.184802818,5443.152799,0.462594822,6956.739659,37.12266392,,,
1.99E-05,389.0379756,1520.754212,1131.716237,22.64002067,369.6591929,318.3646631,3820.377485,3801.885531,0.16943306,6027.855317,0.479944674,7558.468559,36.96591929,,,
1.99E-05,1402.182601,2801.696301,1399.5137,22.41601876,370.8000964,585.2452251,7022.94551,7004.240754,0.170343659,6891.994523,0.486064277,8341.437281,37.08000964,,,
1.99E-05,867.8050324,2123.266923,1255.46189,22.44667782,368.0594521,443.9034005,5326.842937,5308.167307,0.151558177,8024.954497,0.504474685,9293.434827,36.80594521,,,
1.99E-05,2527.244628,4224.536286,1697.291658,22.24710739,372.3087152,881.6834754,10580.20594,10561.34071,0.156557813,9861.939073,0.504632369,10614.17958,37.23087152,,,
1.99E-05,4971.706398,7320.833693,2349.127295,22.0887627,379.2284593,1526.757713,18321.09988,18302.08423,0.19746533,12445.16943,0.476493386,12258.44963,37.92284593,,,
2.00E-05,6891.335152,9765.753122,2874.41797,21.91478409,395.3213291,2036.129497,24433.56373,24414.38281,0.262098084,15149.80083,0.427600812,13899.47401,39.53213291,,,
2.00E-05,7859.636041,11010.32254,3150.686498,21.31083615,412.8608011,2295.462501,27545.56103,27525.80635,0.334985699,17076.04469,0.370079794,15152.44041,41.28608011,,,
1.99E-05,6036.938384,8679.360017,2642.421633,22.1719715,389.4199723,1809.77733,21717.33664,21698.40004,0.363713247,17590.72177,0.342611769,15799.24688,38.94199723,,,
1.99E-05,5985.862297,8615.461485,2629.599188,22.18382517,389.8988,1796.464202,21557.57905,21538.65371,0.39184294,17516.81104,0.317659404,16181.49769,38.98988,,,
1.99E-05,2994.465946,4814.857211,1820.391265,22.33132552,372.3472945,1004.660285,12055.92824,12037.14303,0.358400108,16859.1565,0.337317812,16291.40644,37.23472945,,,
1.99E-05,3973.026797,6057.951631,2084.924833,22.29828529,377.9333869,1263.640801,15163.69568,15144.87908,0.346398444,16887.23419,0.344266988,16660.92191,37.79333869,,,
2.00E-05,2417.487975,4083.910257,1666.422281,22.34174266,370.649273,852.3789058,10228.55096,10209.77564,0.298285994,17138.9042,0.376391523,17149.9034,37.0649273,,,
1.99E-05,3531.025935,5496.177514,1965.151579,22.30174544,375.1931738,1146.6043,13759.2571,13740.44379,0.264953534,18546.71826,0.39699772,18198.94016,37.51931738,,,
1.99E-05,5993.681448,8625.620979,2631.939531,22.18804599,390.1186964,1798.580429,21582.97378,21564.05245,0.267355665,21237.69708,0.388846437,19826.74907,39.01186964,,,
1.99E-05,8216.810783,11447.05005,3230.239265,8.69E-05,421.0523558,2388.134462,28657.62501,28617.62512,0.297364343,24347.05642,0.356124731,21607.60992,42.10523558,,,
1.99E-05,8216.810786,11447.05005,3230.239266,8.67E-05,421.0523558,2388.134463,28657.62502,28617.62513,0.313668352,26315.51045,0.329452869,22911.07158,42.10523558,,,
1.99E-05,8216.810787,11447.05005,3230.239266,8.66E-05,421.0523559,2388.134463,28657.62502,28617.62513,0.322975062,27320.55841,0.306733798,23762.7152,42.10523559,,,
1.99E-05,8216.810786,11447.05005,3230.239266,8.67E-05,421.0523558,2388.134463,28657.62502,28617.62513,0.330281434,27607.87022,0.28599894,24190.22166,42.10523558,,,
1.99E-05,8216.810785,11447.05005,3230.239265,8.67E-05,421.0523558,2388.134463,28657.62502,28617.62512,0.340381658,27206.56602,0.265247351,24186.61676,42.10523558,,,
1.99E-05,7021.959547,9937.520181,2915.560634,21.87833211,400.7127698,2071.917172,24863.01601,24843.80045,0.332402533,26008.79044,0.259944246,23720.44206,40.07127698,,,
1.99E-05,6519.323525,9294.901025,2775.5775,21.94453481,394.5476115,1938.032994,23256.40523,23237.25256,0.321586478,24809.67178,0.259571005,23175.98903,39.45476115,,,
1.99E-05,6581.77277,9374.519001,2792.74623,21.92018892,395.1516886,1954.621993,23455.4733,23436.2975,0.319821103,23708.74784,0.255835356,22650.61357,39.51516886,,,
1.99E-05,5536.870263,8042.215316,2505.345053,22.01466065,385.226675,1677.051357,20124.62434,20105.53829,0.303678187,22443.03077,0.264780672,22051.92631,38.5226675,,,
1.99E-05,5124.30731,7517.086503,2392.779192,22.05279694,382.0274898,1567.646546,18811.76607,18792.71626,0.284579832,21554.69439,0.277994681,21658.77435,38.20274898,,,
1.99E-05,5195.369298,7607.638745,2412.269448,22.0690203,382.6377633,1586.510304,19038.13127,19019.09686,0.269758638,21166.72351,0.289651424,21549.62054,38.26377633,,,
1.99E-05,4620.637976,6876.495595,2255.857619,22.10472217,378.5144873,1434.186049,17210.23948,17191.23899,0.241998854,21197.29085,0.310463332,21694.24381,37.85144873,,,
1.99E-05,5535.007738,8039.128241,2504.120504,22.03392862,384.6275234,1676.406692,20116.88835,20097.8206,0.227605914,22184.00739,0.320844886,22353.63327,38.46275234,,,
1.99E-05,7031.67709,9949.497256,2917.820166,21.86614854,400.4882976,2074.41336,24892.97027,24873.74314,0.234823968,23855.98898,0.313806611,23376.54724,40.04882976,,,
1.98E-05,8216.81078,11447.05004,3230.239263,8.62E-05,421.0523554,2388.134461,28657.625,28617.62511,0.257406843,25413.69777,0.293852188,24358.3693,42.10523554,,,
1.99E-05,8216.810778,11447.05004,3230.239263,8.65E-05,421.0523553,2388.134461,28657.62499,28617.6251,0.275903071,26000.66616,0.276140817,24841.64313,42.10523553,,,
2.00E-05,8216.810776,11447.05004,3230.239263,8.73E-05,421.0523552,2388.13446,28657.62499,28617.6251,0.296385559,25715.35084,0.258359785,24826.63453,42.10523552,,,
1.99E-05,7144.801812,10094.26469,2949.46288,21.96734303,401.8779584,2104.565219,25254.79273,25235.66173,0.301299033,24548.76825,0.25378444,24269.01745,40.18779584,,,
