Region,Resource,Zone,Cluster,AnnualSum
ERC_REST,ERC_REST_biomass_1,1,1,1.739820591742008e10
ERC_REST,ERC_REST_conventional_hydroelectric_1,1,1,0.0
ERC_REST,NaturalGas_CCAvgCF_Moderate,1,1,0.0
ERC_REST,NaturalGas_CTAvgCF_Moderate,1,1,6.350575468405892e8
ERC_REST,NaturalGas_CCCCSAvgCF_Moderate,1,1,4.259544124879112e9
ERC_REST,NaturalGas_CCS100_Moderate,1,1,4.456670512100494e9
ERC_REST,ERC_nuclear_1,1,1,0.0
ERC_REST,LandbasedWind_Class3_Moderate_130,1,1,1.850849038753977e9
ERC_REST,UtilityPV_Class1_Moderate_100_0.2,1,1,5.928636889597471e9
ERC_REST,Liion_Moderate,1,1,3.5215492931542654e9
ERC_REST,TEGS,1,1,0.0
