Resource,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,NENGREST_nuclear_1,OffShoreWind_Class3_Moderate_fixed_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.41936789181083,-42.225492797662895
t2,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.41936789181083,-42.24309549555589
t3,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.41936789181083,-42.26070553155088
t4,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.41936789181083,-42.27832290870695
t5,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.514117558460384,-42.295947630084406
t6,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.514117558460384,-42.313579698744874
t7,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.514117558460384,-42.331219117751246
t8,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.514117558460384,-42.34886589016769
t9,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.514117558460384,-42.366520019059635
t10,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.514117558460384,-42.38418150749381
t11,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.514117558460384,-42.40185035853821
t12,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.514117558460384,-42.419526575262125
t13,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.514117558460384,-42.43721016073611
t14,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.97167463802528,-42.454901118032
t15,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.31261138974308,-42.4725994502229
t16,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.31261138974308,-42.49030516038324
t17,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.31261138974308,-42.50801825158868
t18,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.31261138974308,-42.52573872691618
t19,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.31261138974308,-42.54346658944401
t20,0.0,0.0,-64.28067482685937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.31261138974308,-42.56120184225168
