1,2,3,4,5,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.007705814,0.008250021,0.008523497,0.008250021,0.008523497,0.008126707
0.142694058,0.178170399,0.172611996,0.178170399,0.172611996,0.151332394
0.2626339,0.243495038,0.24089498,0.243495038,0.24089498,0.261697629
0.414922518,0.469812175,0.487178875,0.469812175,0.487178875,0.415433683
0.427850173,0.431903369,0.438607802,0.431903369,0.438607802,0.419212395
0.340919312,0.315874492,0.31208097,0.315874492,0.31208097,0.322368226
0.347966003,0.322940731,0.319986973,0.322940731,0.319986973,0.363020181
0.071154673,0.072487299,0.067660146,0.072487299,0.067660146,0.055410841
0.025271898,0.013789214,0.01001748,0.013789214,0.01001748,0.016995916
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.069253147,0.073352239,0.074244445,0.073352239,0.074244445,0.074711281
0.281248724,0.30849608,0.30559571,0.30849608,0.30559571,0.30420657
0.125949262,0.1326404,0.2652808,0.1326404,0.2652808,0.0663202
0.2348418,0.262554215,0.424921721,0.262554215,0.424921721,0.179197167
0.348784046,0.390229525,0.535353017,0.390229525,0.535353017,0.313076429
0.454493798,0.491752517,0.603035011,0.491752517,0.603035011,0.429816842
0.516411353,0.548006708,0.640383829,0.548006708,0.640383829,0.494274373
0.457277907,0.47436394,0.522153267,0.47436394,0.522153267,0.4435321
0.285004234,0.290478791,0.304586298,0.290478791,0.304586298,0.280070976
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.008173179,0.012857159,0.01340205,0.012857159,0.01340205,0.009615469
0.199795141,0.302062536,0.303169967,0.302062536,0.303169967,0.246565932
0.334136029,0.397059156,0.399985056,0.397059156,0.399985056,0.394674507
0.426617284,0.566526389,0.562268908,0.566526389,0.562268908,0.528139
0.353774217,0.456462666,0.488839581,0.456462666,0.488839581,0.416612284
0.208763116,0.224164797,0.221564179,0.224164797,0.221564179,0.205961668
0.208677553,0.39533344,0.377124114,0.39533344,0.377124114,0.259104462
0.081807497,0.081655922,0.101687908,0.081655922,0.101687908,0.085108995
0.034803921,0.05280381,0.05787973,0.05280381,0.05787973,0.042528869
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.002224625,0.00410702,0.003562637,0.00410702,0.003562637,0.002682588
0.112853189,0.070482988,0.133131619,0.070482988,0.133131619,0.164904806
0.114890965,0.022259381,0.024903405,0.022259381,0.024903405,0.153104262
0.153594636,0.189332192,0.176568107,0.189332192,0.176568107,0.158970041
0.258506231,0.343268392,0.340738883,0.343268392,0.340738883,0.285204159
0.262164592,0.328056279,0.332044768,0.328056279,0.332044768,0.266724978
0.197432519,0.19703381,0.202511168,0.19703381,0.202511168,0.152214168
0.152784042,0.096150252,0.120587469,0.096150252,0.120587469,0.106328208
0.07480953,0.010484619,0.015280238,0.010484619,0.015280238,0.074417086
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
