Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2
50000,1,1,1,1,8760,8760,1,23198.562,17435.18891
,,,,,,,2,23090.427,15648.48811
,,,,,,,3,22618.549,14927.33952
,,,,,,,4,22491.546,14294.4889
,,,,,,,5,22617.659,14026.04836
,,,,,,,6,22909.846,14595.54077
,,,,,,,7,23433.967,15154.7761
,,,,,,,8,24304.298,16104.79005
,,,,,,,9,24539.436,16508.11312
,,,,,,,10,25193.319,17873.40756
,,,,,,,11,25770.84,18979.82275
,,,,,,,12,25612.42,20513.57254
,,,,,,,13,25449.817,22035.43587
,,,,,,,14,25215.124,22164.19951
,,,,,,,15,24869.181,22264.14427
,,,,,,,16,24991.823,22291.90648
,,,,,,,17,25703.111,23184.8226
,,,,,,,18,26172.408,23740.10139
,,,,,,,19,25947.416,27452.9825
,,,,,,,20,25326.107,27379.15976
,,,,,,,21,25089.634,26042.08722
,,,,,,,22,24566.403,24798.38504
,,,,,,,23,23547.264,23258.23672
,,,,,,,24,23010.594,20860.43624
,,,,,,,25,22465.113,17622.89256
,,,,,,,26,22235.582,16701.25618
,,,,,,,27,22050.017,16242.89819
,,,,,,,28,22152.901,16336.09038
,,,,,,,29,22425.508,16474.97774
,,,,,,,30,22708.617,17587.6376
,,,,,,,31,23209.331,19002.53076
,,,,,,,32,23297.708,21641.07893
,,,,,,,33,23464.761,22433.75099
,,,,,,,34,24232.92,23472.88331
,,,,,,,35,24935.041,24195.3421
,,,,,,,36,25062.044,25550.13948
,,,,,,,37,24655.314,26386.98311
,,,,,,,38,24450.703,25642.89393
,,,,,,,39,24564.712,25248.28341
,,,,,,,40,25114.999,26536.94614
,,,,,,,41,27027.253,28723.3053
,,,,,,,42,28005.007,31745.75465
,,,,,,,43,28069.265,30997.13115
,,,,,,,44,27575.315,26883.64977
,,,,,,,45,27080.119,25577.47681
,,,,,,,46,26314.541,24152.3955
,,,,,,,47,25698.75,22393.77485
,,,,,,,48,24801.096,20776.87785
,,,,,,,49,24733.901,19836.20679
,,,,,,,50,24553.676,19156.86734
,,,,,,,51,24681.213,19106.43618
,,,,,,,52,24996.273,19556.21671
,,,,,,,53,25679.526,20089.16945
,,,,,,,54,26917.783,21658.59444
,,,,,,,55,28338.757,25785.24864
,,,,,,,56,29412.72,31755.59369
,,,,,,,57,30006.617,33022.44797
,,,,,,,58,30227.604,32797.08366
,,,,,,,59,29713.896,32194.33548
,,,,,,,60,30411.033,32882.95128
,,,,,,,61,29949.568,33073.64354
,,,,,,,62,29670.553,32011.96617
,,,,,,,63,30045.688,31513.09261
,,,,,,,64,31174.475,32594.57165
,,,,,,,65,33206.701,34901.14066
,,,,,,,66,33959.552,38146.9911
,,,,,,,67,33420.123,38474.20038
,,,,,,,68,33327.385,35405.03062
,,,,,,,69,32668.073,34132.75473
,,,,,,,70,32129.445,27625.97135
,,,,,,,71,31511.429,24915.31623
,,,,,,,72,29114.57,23076.31054
,,,,,,,73,29226.71,21477.65752
,,,,,,,74,29469.235,20432.98999
,,,,,,,75,29809.571,20008.33939
,,,,,,,76,29449.477,19995.56878
,,,,,,,77,29951.882,20276.0149
,,,,,,,78,30980.722,21663.41611
,,,,,,,79,32531.903,26147.13289
,,,,,,,80,33593.05,32500.23541
,,,,,,,81,33803.357,33731.52592
,,,,,,,82,33463.555,33066.16467
,,,,,,,83,32927.597,31727.96859
,,,,,,,84,32994.258,31851.4489
,,,,,,,85,32917.451,32025.85024
,,,,,,,86,33048.459,30652.74755
,,,,,,,87,33020.424,30252.49318
,,,,,,,88,32965.333,31821.91506
,,,,,,,89,33250.044,34708.29046
,,,,,,,90,34016.245,37954.41041
,,,,,,,91,33521.494,37889.32352
,,,,,,,92,32839.665,34393.26997
,,,,,,,93,31718.71,32733.86172
,,,,,,,94,31166.109,25268.63676
,,,,,,,95,29721.105,22231.06531
,,,,,,,96,28145.36,20448.46292
,,,,,,,97,27486.493,18402.64415
,,,,,,,98,27015.95,17392.4327
,,,,,,,99,27040.959,16889.5695
,,,,,,,100,26312.316,16767.43572
,,,,,,,101,26279.831,16884.58935
,,,,,,,102,27610.114,18182.82598
,,,,,,,103,29425.358,22274.65121
,,,,,,,104,30444.052,28243.47128
,,,,,,,105,30220.039,29307.67618
,,,,,,,106,29018.895,28871.79558
,,,,,,,107,28513.998,27999.30394
,,,,,,,108,28165.741,28600.43439
,,,,,,,109,27535.087,28718.31963
,,,,,,,110,27380.583,28049.29869
,,,,,,,111,27495.927,28000.33728
,,,,,,,112,28468.786,29760.11462
,,,,,,,113,30499.232,32509.50861
,,,,,,,114,31775.225,35619.56613
,,,,,,,115,31639.856,35791.68028
,,,,,,,116,31532.7,31985.65478
,,,,,,,117,31015.076,30700.15342
,,,,,,,118,30241.755,24581.23314
,,,,,,,119,29204.371,21828.15699
,,,,,,,120,27533.307,20025.99558
,,,,,,,121,26806.088,18107.98083
,,,,,,,122,26604.77,16970.95268
,,,,,,,123,26615.895,16512.52088
,,,,,,,124,26823.443,16330.85273
,,,,,,,125,27312.943,16389.34548
,,,,,,,126,28517.647,17508.84994
,,,,,,,127,30000.565,21019.42288
,,,,,,,128,32503.957,26573.72901
,,,,,,,129,32536.353,28056.93136
,,,,,,,130,33034.664,28237.19687
,,,,,,,131,32754.136,27490.45772
,,,,,,,132,33080.321,28133.67927
,,,,,,,133,32672.078,28556.49914
,,,,,,,134,32551.038,28009.19116
,,,,,,,135,31517.748,27921.22624
,,,,,,,136,32113.158,29424.20601
,,,,,,,137,32823.378,31816.36101
,,,,,,,138,33040.627,34592.27261
,,,,,,,139,32698.956,33747.69559
,,,,,,,140,31884.873,29696.30223
,,,,,,,141,31069.455,28112.76128
,,,,,,,142,30265.518,23077.32124
,,,,,,,143,29427.761,20694.40668
,,,,,,,144,27456.144,19055.67222
,,,,,,,145,26655.5,17692.38288
,,,,,,,146,26111.799,15969.86583
,,,,,,,147,25926.946,15425.01164
,,,,,,,148,25793.713,15051.12863
,,,,,,,149,25853.61,14773.20858
,,,,,,,150,26312.672,15686.03442
,,,,,,,151,27183.715,16739.84459
,,,,,,,152,27729.73,18203.2732
,,,,,,,153,28616.081,19229.25666
,,,,,,,154,28946.36,21031.14867
,,,,,,,155,29233.652,22347.17704
,,,,,,,156,29706.865,23610.45845
,,,,,,,157,28996.734,25049.73524
,,,,,,,158,28563.66,24447.17096
,,,,,,,159,28035.089,24290.72857
,,,,,,,160,27625.333,23851.0637
,,,,,,,161,28143.847,24675.03241
,,,,,,,162,29124.805,24526.80179
,,,,,,,163,28482.136,27592.56042
,,,,,,,164,27826.384,27269.32435
,,,,,,,165,27157.193,25974.70814
,,,,,,,166,26613.759,24858.97956
,,,,,,,167,25526.446,23155.62895
,,,,,,,168,24873.898,20684.5587
,,,,,,,169,23790.056,17657.86376
,,,,,,,170,23560.792,15992.45315
,,,,,,,171,23431.475,15632.21692
,,,,,,,172,23480.336,15326.77979
