Region,Resource,Zone,Cluster,AnnualSum
ERC_REST,ERC_REST_biomass_1,1,1,1.200069251992291e9
ERC_REST,ERC_REST_conventional_hydroelectric_1,1,1,0.0
ERC_REST,NaturalGas_CCAvgCF_Moderate,1,1,4.2357693974264646e8
ERC_REST,NaturalGas_CTAvgCF_Moderate,1,1,2.2770216638051395e9
ERC_REST,NaturalGas_CCCCSAvgCF_Moderate,1,1,1.8294272652958885e10
ERC_REST,NaturalGas_CCS100_Moderate,1,1,1.4507308144319859e-8
ERC_REST,ERC_nuclear_1,1,1,0.0
ERC_REST,LandbasedWind_Class3_Moderate_130,1,1,4.682705182871657e9
ERC_REST,UtilityPV_Class1_Moderate_100_0.2,1,1,6.425775994091698e9
ERC_REST,Liion_Moderate,1,1,3.032358582317153e9
ERC_REST,TEGS,1,1,1.1970026894258355e8
