Resource,natural_gas_ccs,solar_pv,onshore_wind,battery,offshore_wind,natural_gas,nuclear,fusion
Zone,1,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,-5.360706273843882e-13,0.0,0.0,0.0,0.0
t2,0.0,0.0,0.0,-4.771989985340032e-13,0.0,0.0,0.0,0.0
t3,0.0,0.0,0.0,-4.50713837042286e-13,0.0,0.0,0.0,0.0
t4,0.0,0.0,0.0,-4.3569006456980317e-13,0.0,0.0,0.0,0.0
t5,0.0,0.0,0.0,-4.273838264135191e-13,0.0,0.0,0.0,0.0
t6,0.0,0.0,0.0,-4.2429846010445227e-13,0.0,0.0,0.0,0.0
t7,0.0,0.0,0.0,-4.2681327010492785e-13,0.0,0.0,0.0,0.0
t8,0.0,0.0,0.0,-4.378137729564918e-13,0.0,0.0,0.0,0.0
t9,0.0,0.0,0.0,-4.711578256799664e-13,0.0,0.0,0.0,0.0
t10,0.0,0.0,0.0,-7.931916840155444e-13,0.0,0.0,0.0,0.0
t11,0.0,0.0,0.0,-79.54418319758848,0.0,0.0,0.0,0.0
t12,0.0,0.0,0.0,-81.05500460592499,0.0,0.0,0.0,0.0
t13,0.0,0.0,0.0,-82.20004205599678,0.0,0.0,0.0,0.0
t14,0.0,0.0,0.0,-82.20004205599832,0.0,0.0,0.0,0.0
t15,0.0,0.0,0.0,-82.20004205599842,0.0,0.0,0.0,0.0
t16,0.0,0.0,0.0,-82.20004205599852,0.0,0.0,0.0,0.0
t17,0.0,0.0,0.0,-82.20004205599861,0.0,0.0,0.0,0.0
t18,0.0,0.0,0.0,-82.2000420559987,0.0,0.0,0.0,0.0
t19,0.0,0.0,0.0,-82.20004205599876,0.0,0.0,0.0,0.0
t20,0.0,0.0,0.0,-82.20004205599882,0.0,0.0,0.0,0.0
t21,0.0,0.0,0.0,-82.20004205599885,0.0,0.0,0.0,0.0
t22,0.0,0.0,0.0,-82.20004205599885,0.0,0.0,0.0,0.0
t23,0.0,0.0,0.0,-82.20004205599884,0.0,0.0,0.0,0.0
t24,0.0,0.0,0.0,-82.20004205599882,0.0,0.0,0.0,0.0
t25,0.0,0.0,0.0,-82.20004205599881,0.0,0.0,0.0,0.0
t26,0.0,0.0,0.0,-82.20004205599876,0.0,0.0,0.0,0.0
t27,0.0,0.0,0.0,-82.20004205599871,0.0,0.0,0.0,0.0
t28,0.0,0.0,0.0,-82.20004205599864,0.0,0.0,0.0,0.0
t29,0.0,0.0,0.0,-82.20004205599857,0.0,0.0,0.0,0.0
t30,0.0,0.0,0.0,-82.2000420559985,0.0,0.0,0.0,0.0
t31,0.0,0.0,0.0,-82.20004205599844,0.0,0.0,0.0,0.0
t32,0.0,0.0,0.0,-82.20004205599837,0.0,0.0,0.0,0.0
t33,0.0,0.0,0.0,-82.20004205599831,0.0,0.0,0.0,0.0
t34,0.0,0.0,0.0,-82.20004205599827,0.0,0.0,0.0,0.0
t35,0.0,0.0,0.0,-82.20004205599822,0.0,0.0,0.0,0.0
t36,0.0,0.0,0.0,-82.20004205599818,0.0,0.0,0.0,0.0
t37,0.0,0.0,0.0,-82.20004205599804,0.0,0.0,0.0,0.0
t38,0.0,0.0,0.0,-82.20004205599355,0.0,0.0,0.0,0.0
t39,0.0,0.0,0.0,-82.20004205598457,0.0,0.0,0.0,0.0
t40,0.0,0.0,0.0,-82.20004205597522,0.0,0.0,0.0,0.0
t41,0.0,0.0,0.0,-82.20004205597506,0.0,0.0,0.0,0.0
t42,0.0,0.0,0.0,-82.20004205597502,0.0,0.0,0.0,0.0
t43,0.0,0.0,0.0,-82.200042055975,0.0,0.0,0.0,0.0
t44,0.0,0.0,0.0,-82.20004205597499,0.0,0.0,0.0,0.0
t45,0.0,0.0,0.0,-82.20004205597498,0.0,0.0,0.0,0.0
t46,0.0,0.0,0.0,-82.20004205597498,0.0,0.0,0.0,0.0
t47,0.0,0.0,0.0,-82.20004205597498,0.0,0.0,0.0,0.0
t48,0.0,0.0,0.0,-82.20004205597499,0.0,0.0,0.0,0.0
t49,0.0,0.0,0.0,-82.20004205597502,0.0,0.0,0.0,0.0
t50,0.0,0.0,0.0,-82.20004205597506,0.0,0.0,0.0,0.0
t51,0.0,0.0,0.0,-82.20004205597527,0.0,0.0,0.0,0.0
t52,0.0,0.0,0.0,-83.87171179818186,0.0,0.0,0.0,0.0
t53,0.0,0.0,0.0,-84.89342086888212,0.0,0.0,0.0,0.0
t54,0.0,0.0,0.0,-85.95144909407638,0.0,0.0,0.0,0.0
t55,0.0,0.0,0.0,-87.15102370774271,0.0,0.0,0.0,0.0
t56,0.0,0.0,0.0,-88.38599513568506,0.0,0.0,0.0,0.0
t57,0.0,0.0,0.0,-89.60207136638412,0.0,0.0,0.0,0.0
t58,0.0,0.0,0.0,-90.74885688902107,0.0,0.0,0.0,0.0
t59,0.0,0.0,0.0,-93.04892198365226,0.0,0.0,0.0,0.0
t60,0.0,0.0,0.0,-93.0489219836527,0.0,0.0,0.0,0.0
t61,0.0,0.0,0.0,-93.04892198365283,0.0,0.0,0.0,0.0
t62,0.0,0.0,0.0,-93.0489219836529,0.0,0.0,0.0,0.0
t63,0.0,0.0,0.0,-93.04892198365293,0.0,0.0,0.0,0.0
t64,0.0,0.0,0.0,-93.04892198365295,0.0,0.0,0.0,0.0
t65,0.0,0.0,0.0,-93.04892198365295,0.0,0.0,0.0,0.0
t66,0.0,0.0,0.0,-93.04892198365296,0.0,0.0,0.0,0.0
t67,0.0,0.0,0.0,-93.04892198365297,0.0,0.0,0.0,0.0
