Deuterium exports,Deuterium inventory,Fixed plant power,Gross Electric,Imports,Net Electric,Reactor Thermal power,Recirc Power,Salt Heating,Tritium exports,Tritium inventory,Var plant power
0.0,6.615829313290329e-25,2.339605160665371e-10,3.0449756745598806e-9,9.610119638385379e-16,1.9242672866731575e-9,7.623755287887468e-9,1.1207083878867233e-9,1.2007171347789737e-11,0.0,500.0,6.353129406572889e-10
-7.422343836108288e-9,0.0,2.3187167078032677e-10,2.9639083438243873e-9,9.084683376694152e-16,1.8621649576012195e-9,7.421073682515244e-9,1.1017433862231677e-9,1.2021148751463179e-11,-3.0633544307381265e-15,500.00000000074084,6.184228068762703e-10
-7.364099233695954e-9,0.0,2.3058315510400797e-10,2.940610819860073e-9,9.055830340984427e-16,1.8450093965270258e-9,7.362829662543109e-9,1.0956014233330475e-9,1.2021369868672906e-11,-2.8854187642129074e-14,500.0000000014759,6.13569138545259e-10
-7.2617502872197996e-9,0.0,2.2983342965272352e-10,2.8996676415901203e-9,9.50358054870852e-16,1.8133554874787572e-9,7.260481739546185e-9,1.0863121541113635e-9,1.2010819681350357e-11,2.603580570163374e-14,500.00000000220064,6.050401449621821e-10
-7.236536207920947e-9,0.0,2.2947039260260914e-10,2.889582280369403e-9,9.44832679889081e-16,1.8057338691412325e-9,7.235267912385603e-9,1.0838484112281704e-9,1.2011266111653395e-11,6.015657790622806e-15,500.0000000029229,6.029389926988002e-10
-7.235625840765403e-9,0.0,2.294640419132654e-10,2.8892171564505153e-9,9.391764723509178e-16,1.8054535398671654e-9,7.23435755433364e-9,1.0837636165833503e-9,1.2008685327174e-11,-2.816762496430937e-14,500.0000000036451,6.028631295278033e-10
-7.280220152359321e-9,0.0,2.2979823595945493e-10,2.907059246552293e-9,8.84451215275375e-16,1.8192333229786592e-9,7.278951419988902e-9,1.0878259235736336e-9,1.202064279999612e-11,-3.0136692376721473e-15,500.0000000043717,6.065792849990751e-10
-7.267198496703578e-9,0.0,2.3056511577927343e-10,2.9018509601759798e-9,8.796933454617448e-16,1.8143424317976145e-9,7.265929894548413e-9,1.0875085283783655e-9,1.2021494904950192e-11,2.3626357663618232e-15,500.00000000509704,6.054941578790343e-10
-7.321673186705285e-9,0.0,2.318656937595677e-10,2.9236403750953745e-9,8.740718156629209e-16,1.830292396591449e-9,7.320404039808668e-9,1.0933479785039254e-9,1.2020854945194641e-11,-7.735790298267716e-15,500.0000000058278,6.100336699840556e-10
-7.618598725470299e-9,0.0,2.3397456224131847e-10,3.0424036110794524e-9,9.187144264358163e-16,1.9222184582944e-9,7.617326609347984e-9,1.1201851527850523e-9,1.2005613282961078e-11,9.287292596148584e-15,500.00000000658827,6.347772174456653e-10
