Resource,natural_gas_ccs,solar_pv,onshore_wind,battery,offshore_wind,natural_gas,nuclear
Zone,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,-3.5180486316321544e-13,0.0,0.0,0.0
t2,0.0,0.0,0.0,-3.0334355787512236e-13,0.0,0.0,0.0
t3,0.0,0.0,0.0,-2.7687339211315946e-13,0.0,0.0,0.0
t4,0.0,0.0,0.0,-2.585036730654677e-13,0.0,0.0,0.0
t5,0.0,0.0,0.0,-2.4155273368608343e-13,0.0,0.0,0.0
t6,0.0,0.0,0.0,-2.61103989997008e-13,0.0,0.0,0.0
t7,0.0,0.0,0.0,-2.516933508066651e-13,0.0,0.0,0.0
t8,0.0,0.0,0.0,-2.455076428273644e-13,0.0,0.0,0.0
t9,0.0,0.0,0.0,-2.3985458500257366e-13,0.0,0.0,0.0
t10,0.0,0.0,0.0,-2.306372922474669e-13,0.0,0.0,0.0
t11,0.0,0.0,0.0,-2.589842369924515e-13,0.0,0.0,0.0
t12,0.0,0.0,0.0,-2.506000551856225e-13,0.0,0.0,0.0
t13,0.0,0.0,0.0,-2.4224519083714346e-13,0.0,0.0,0.0
t14,0.0,0.0,0.0,-2.3277837513171394e-13,0.0,0.0,0.0
t15,0.0,0.0,0.0,-2.2268513453909746e-13,0.0,0.0,0.0
t16,0.0,0.0,0.0,-2.546662553555601e-13,0.0,0.0,0.0
t17,0.0,0.0,0.0,-2.484894351679581e-13,0.0,0.0,0.0
t18,0.0,0.0,0.0,-2.439801467955744e-13,0.0,0.0,0.0
t19,0.0,0.0,0.0,-2.399414668588484e-13,0.0,0.0,0.0
t20,0.0,0.0,0.0,-2.3413749001709224e-13,0.0,0.0,0.0
t21,0.0,0.0,0.0,-2.7470835455524027e-13,0.0,0.0,0.0
t22,0.0,0.0,0.0,-2.6871688932270935e-13,0.0,0.0,0.0
t23,0.0,0.0,0.0,-2.639819403611712e-13,0.0,0.0,0.0
t24,0.0,0.0,0.0,-2.535707542824821e-13,0.0,0.0,0.0
t25,0.0,0.0,0.0,-2.3683254328204737e-13,0.0,0.0,0.0
t26,0.0,0.0,0.0,-2.4885796063933264e-13,0.0,0.0,0.0
t27,0.0,0.0,0.0,-2.2682794417168034e-13,0.0,0.0,0.0
t28,0.0,0.0,0.0,-2.0586468682234677e-13,0.0,0.0,0.0
t29,0.0,0.0,0.0,-1.8646032489618808e-13,0.0,0.0,0.0
t30,0.0,0.0,0.0,-1.6523412621876678e-13,0.0,0.0,0.0
t31,0.0,0.0,0.0,-1.796753440040368e-13,0.0,0.0,0.0
