Resource,natural_gas_ccs,solar_pv,onshore_wind,battery,offshore_wind,natural_gas,nuclear
Zone,1,1,1,1,1,1,1
t1,1.3555440211045266e-14,0.0,0.0,0.0,0.0,2.4498297487871033e-15,0.0
t2,1.3484348615220638e-14,0.0,0.0,0.0,0.0,2.449947185609071e-15,0.0
t3,1.345221313325419e-14,0.0,0.0,0.0,0.0,2.4498492686727465e-15,0.0
t4,1.344647024542571e-14,0.0,0.0,0.0,0.0,2.449636629049141e-15,0.0
t5,1.3451553518030442e-14,0.0,0.0,0.0,0.0,2.4493469871823127e-15,0.0
t6,1.3461018505202812e-14,0.0,0.0,0.0,0.0,2.4491257394519637e-15,0.0
t7,1.3475737562783758e-14,0.0,0.0,0.0,0.0,2.4488813151548268e-15,0.0
t8,1.349565407966953e-14,0.0,0.0,0.0,0.0,2.448769858641893e-15,0.0
t9,1.3520991573089733e-14,0.0,0.0,0.0,0.0,2.4487161838742213e-15,0.0
t10,1.3547861405359802e-14,0.0,0.0,0.0,0.0,2.448741282291765e-15,0.0
t11,1.3578109308110904e-14,0.0,0.0,0.0,0.0,2.4488902984138273e-15,0.0
t12,1.3584372496266992e-14,0.0,0.0,0.0,0.0,2.448733591528321e-15,0.0
t13,1.3579387089261688e-14,0.0,0.0,0.0,0.0,2.4485448396141855e-15,0.0
t14,1.3552349216387553e-14,0.0,0.0,0.0,0.0,2.448314391412377e-15,0.0
t15,1.3533724684170864e-14,0.0,0.0,0.0,0.0,2.4480098612768e-15,0.0
t16,1.3527752745481275e-14,0.0,0.0,0.0,0.0,2.447866634074857e-15,0.0
t17,1.3536229979947379e-14,0.0,0.0,0.0,0.0,2.4476975418657377e-15,0.0
t18,1.3572338586688787e-14,0.0,0.0,0.0,0.0,2.44762541525769e-15,0.0
t19,1.3641160848278437e-14,0.0,0.0,0.0,0.0,2.447678033819117e-15,0.0
t20,1.3735792466193975e-14,0.0,0.0,0.0,0.0,2.447708201509647e-15,0.0
t21,1.3886253999419383e-14,0.0,0.0,0.0,0.0,2.4479786188977083e-15,0.0
t22,1.4060650081527388e-14,0.0,0.0,0.0,0.0,2.4487894661052835e-15,0.0
t23,1.3969585386974753e-14,0.0,0.0,0.0,0.0,2.4482095238583113e-15,0.0
t24,1.377095109126044e-14,0.0,0.0,0.0,0.0,2.4479740098214858e-15,0.0
t25,1.3640888843685877e-14,0.0,0.0,0.0,0.0,2.4481132672027233e-15,0.0
t26,1.3553063456964593e-14,0.0,0.0,0.0,0.0,2.4484894179186084e-15,0.0
t27,1.3493951396517592e-14,0.0,0.0,0.0,0.0,2.4486592442505214e-15,0.0
t28,1.3460326041602964e-14,0.0,0.0,0.0,0.0,2.4487617795430007e-15,0.0
t29,1.3437015339517055e-14,0.0,0.0,0.0,0.0,2.4488145536143828e-15,0.0
t30,1.3418263539152474e-14,0.0,0.0,0.0,0.0,2.448804323845898e-15,0.0
t31,1.3399378449592324e-14,0.0,0.0,0.0,0.0,2.4488548841751657e-15,0.0
t32,1.3393043212040329e-14,0.0,0.0,0.0,0.0,2.448845324216182e-15,0.0
t33,1.3394555664744484e-14,0.0,0.0,0.0,0.0,2.4488372356047126e-15,0.0
t34,1.340107153300306e-14,0.0,0.0,0.0,0.0,2.4488047398918967e-15,0.0
t35,1.3411195249488743e-14,0.0,0.0,0.0,0.0,2.4487484751958778e-15,0.0
t36,1.3423703572894244e-14,0.0,0.0,0.0,0.0,2.4487375465890223e-15,0.0
t37,1.344944320016924e-14,0.0,0.0,0.0,0.0,2.448489030617136e-15,0.0
t38,1.347659345535236e-14,0.0,0.0,0.0,0.0,2.448393885071906e-15,0.0
t39,1.3505459539448508e-14,0.0,0.0,0.0,0.0,2.448447386209197e-15,0.0
t40,1.3521015759230459e-14,0.0,0.0,0.0,0.0,2.4484730372867874e-15,0.0
t41,1.3526399908960237e-14,0.0,0.0,0.0,0.0,2.448526592423463e-15,0.0
t42,1.3530121956191749e-14,0.0,0.0,0.0,0.0,2.4484642731789505e-15,0.0
t43,1.353032286978054e-14,0.0,0.0,0.0,0.0,2.44836788223576e-15,0.0
t44,1.3519935532487997e-14,0.0,0.0,0.0,0.0,2.448284614073548e-15,0.0
t45,1.3498313121852138e-14,0.0,0.0,0.0,0.0,2.4482564807561862e-15,0.0
t46,1.3460930432698054e-14,0.0,0.0,0.0,0.0,2.4483702674886044e-15,0.0
t47,1.3427832141553313e-14,0.0,0.0,0.0,0.0,2.4486090042986446e-15,0.0
t48,1.3404910253646383e-14,0.0,0.0,0.0,0.0,2.4486755699782292e-15,0.0
t49,1.3380008238248452e-14,0.0,0.0,0.0,0.0,2.4488406175067977e-15,0.0
t50,1.3323902292354582e-14,0.0,0.0,0.0,0.0,2.4498556097617742e-15,0.0
t51,1.3177752007214406e-14,0.0,0.0,0.0,0.0,2.4540651880956394e-15,0.0
t52,1.3282268322090762e-14,0.0,0.0,0.0,0.0,2.4674475282173494e-15,0.0
