Resource,natural_gas_ccs,solar_pv,onshore_wind,battery,offshore_wind,natural_gas,nuclear,Total
Zone,1,1,1,1,1,1,1,0
AnnualSum,246.29868144229616,0.0,0.0,0.0,0.0,3.502826993207604e-12,0.0,246.29868144229965
t1,2.021198592917625e-15,0.0,0.0,0.0,0.0,3.8939548826150715e-16,0.0,2.410594081179132e-15
t2,2.038798063480494e-15,0.0,0.0,0.0,0.0,3.891090109098216e-16,0.0,2.4279070743903156e-15
t3,2.048705946210485e-15,0.0,0.0,0.0,0.0,3.890228570569568e-16,0.0,2.437728803267442e-15
t4,2.0552235081472147e-15,0.0,0.0,0.0,0.0,3.8896821236508705e-16,0.0,2.4441917205123017e-15
t5,2.057577959654965e-15,0.0,0.0,0.0,0.0,3.889180138239397e-16,0.0,2.4464959734789047e-15
t6,2.0596524532673394e-15,0.0,0.0,0.0,0.0,3.889228834265123e-16,0.0,2.4485753366938517e-15
t7,2.064512762982722e-15,0.0,0.0,0.0,0.0,3.8887475071401485e-16,0.0,2.453387513696737e-15
t8,2.070338956997873e-15,0.0,0.0,0.0,0.0,3.889332258369633e-16,0.0,2.459272182834836e-15
t9,2.0769992142594116e-15,0.0,0.0,0.0,0.0,3.8894631425763457e-16,0.0,2.4659455285170462e-15
t10,2.0806018029361415e-15,0.0,0.0,0.0,0.0,3.88974776550542e-16,0.0,2.4695765794866835e-15
t11,2.0877164359365284e-15,0.0,0.0,0.0,0.0,3.890290892877234e-16,0.0,2.4767455252242517e-15
t12,2.07052363383257e-15,0.0,0.0,0.0,0.0,3.888373510577062e-16,0.0,2.459360984890276e-15
t13,2.066161224225787e-15,0.0,0.0,0.0,0.0,3.888047797321812e-16,0.0,2.454966003957968e-15
t14,2.0491467050701104e-15,0.0,0.0,0.0,0.0,3.887641355180809e-16,0.0,2.4379108405881913e-15
t15,2.0570579059305765e-15,0.0,0.0,0.0,0.0,3.887010941093508e-16,0.0,2.4457590000399273e-15
t16,2.0647139987454363e-15,0.0,0.0,0.0,0.0,3.8876320191874386e-16,0.0,2.45347720066418e-15
t17,2.073738891335912e-15,0.0,0.0,0.0,0.0,3.8871465016494915e-16,0.0,2.4624535415008613e-15
t18,2.095851270297176e-15,0.0,0.0,0.0,0.0,3.887473924195929e-16,0.0,2.4845986627167687e-15
t19,2.1253091079910363e-15,0.0,0.0,0.0,0.0,3.8886050889337693e-16,0.0,2.5141696168844132e-15
t20,2.148155528669316e-15,0.0,0.0,0.0,0.0,3.888489493932833e-16,0.0,2.5370044780625994e-15
t21,2.1860038223839674e-15,0.0,0.0,0.0,0.0,3.8897288005157963e-16,0.0,2.574976702435547e-15
t22,2.216762488819848e-15,0.0,0.0,0.0,0.0,3.892944007322014e-16,0.0,2.6060568895520494e-15
t23,2.078922307492081e-15,0.0,0.0,0.0,0.0,3.8851150888183404e-16,0.0,2.467433816373915e-15
t24,1.9493326514659236e-15,0.0,0.0,0.0,0.0,3.887402065206659e-16,0.0,2.3380728579865895e-15
t25,2.0271382005808883e-15,0.0,0.0,0.0,0.0,3.88984982143381e-16,0.0,2.4161231827242693e-15
t26,2.0452194666920655e-15,0.0,0.0,0.0,0.0,3.891417539657966e-16,0.0,2.434361220657862e-15
t27,2.04287613368082e-15,0.0,0.0,0.0,0.0,3.8900154776962233e-16,0.0,2.4318776814504423e-15
t28,2.0410089066499095e-15,0.0,0.0,0.0,0.0,3.889787711123488e-16,0.0,2.4299876777622583e-15
t29,2.040710483756816e-15,0.0,0.0,0.0,0.0,3.889805697034997e-16,0.0,2.4296910534603155e-15
t30,2.039750710460618e-15,0.0,0.0,0.0,0.0,3.8896624531343453e-16,0.0,2.4287169557740527e-15
t31,2.0352782284984093e-15,0.0,0.0,0.0,0.0,3.890036880283715e-16,0.0,2.4242819165267808e-15
t32,2.0431263994886686e-15,0.0,0.0,0.0,0.0,3.8896841389342613e-16,0.0,2.4320948133820948e-15
t33,2.0470276775657457e-15,0.0,0.0,0.0,0.0,3.889736137672453e-16,0.0,2.436001291332991e-15
t34,2.04968271382897e-15,0.0,0.0,0.0,0.0,3.889508074607167e-16,0.0,2.4386335212896867e-15
t35,2.0522357480985655e-15,0.0,0.0,0.0,0.0,3.8892687614654973e-16,0.0,2.4411626242451153e-15
t36,2.054755370875934e-15,0.0,0.0,0.0,0.0,3.889444670405421e-16,0.0,2.4436998379164762e-15
t37,2.0679260228514628e-15,0.0,0.0,0.0,0.0,3.8880020750750117e-16,0.0,2.456726230358964e-15
t38,2.070688319534244e-15,0.0,0.0,0.0,0.0,3.8888245449909115e-16,0.0,2.459570774033335e-15
t39,2.0756907058950363e-15,0.0,0.0,0.0,0.0,3.8896224323268524e-16,0.0,2.4646529491277216e-15
t40,2.0679500083362663e-15,0.0,0.0,0.0,0.0,3.8893885363780897e-16,0.0,2.4568888619740753e-15
t41,2.0637094100444214e-15,0.0,0.0,0.0,0.0,3.889421037144462e-16,0.0,2.4526515137588676e-15
t42,2.065709132539405e-15,0.0,0.0,0.0,0.0,3.8886895975179333e-16,0.0,2.4545780922911985e-15
t43,2.064543837844815e-15,0.0,0.0,0.0,0.0,3.8885033978049545e-16,0.0,2.4533941776253104e-15
t44,2.0559283607671394e-15,0.0,0.0,0.0,0.0,3.8886622140914957e-16,0.0,2.444794582176289e-15
t45,2.0467825539520244e-15,0.0,0.0,0.0,0.0,3.889036580365542e-16,0.0,2.4356862119885786e-15
t46,2.032156437143934e-15,0.0,0.0,0.0,0.0,3.889821640650498e-16,0.0,2.4211386012089838e-15
t47,2.0332701827182316e-15,0.0,0.0,0.0,0.0,3.890510185340023e-16,0.0,2.422321201252234e-15
t48,2.0366317691181693e-15,0.0,0.0,0.0,0.0,3.8897396403622947e-16,0.0,2.4256057331543987e-15
t49,2.028086640481643e-15,0.0,0.0,0.0,0.0,3.8912266860200655e-16,0.0,2.4172093090836495e-15
t50,1.9954754597662146e-15,0.0,0.0,0.0,0.0,3.8997928103746195e-16,0.0,2.3854547408036766e-15
t51,1.9191414270011465e-15,0.0,0.0,0.0,0.0,3.930041852631639e-16,0.0,2.3121456122643104e-15
t52,2.215531972135955e-15,0.0,0.0,0.0,0.0,4.0152888286813993e-16,0.0,2.6170608550040948e-15
t53,2.617428051728956e-15,0.0,0.0,0.0,0.0,4.143116534109966e-16,0.0,3.0317397051399525e-15
t54,3.763336410562627e-15,0.0,0.0,0.0,0.0,4.3382471327611287e-16,0.0,4.1971611238387395e-15
t55,0.3512135548083446,0.0,0.0,0.0,0.0,4.684673128035959e-16,0.0,0.35121355480834504
t56,8.620970309167854,0.0,0.0,0.0,0.0,4.460715116499273e-16,0.0,8.620970309167854
t57,0.41125940721083015,0.0,0.0,0.0,0.0,4.3909938348370175e-16,0.0,0.4112594072108306
t58,1.0109684502557798e-13,0.0,0.0,0.0,0.0,4.364520667187542e-16,0.0,1.0153329709229673e-13
t59,5.281772190940087e-14,0.0,0.0,0.0,0.0,4.359511013017555e-16,0.0,5.325367301070262e-14
