Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
,,,,,,,801,11660.41
,,,,,,,802,11974.778
,,,,,,,803,12809.633
,,,,,,,804,14163.17
,,,,,,,805,15258.011
,,,,,,,806,15893.529
,,,,,,,807,16502.245
,,,,,,,808,16500.812
,,,,,,,809,17069.826
,,,,,,,810,16561.431
,,,,,,,811,17045.327
,,,,,,,812,16391.745
,,,,,,,813,15998.551999999998
,,,,,,,814,16039.535000000002
,,,,,,,815,16944.809
,,,,,,,816,16872.737
,,,,,,,817,16272.823
,,,,,,,818,15541.488999999998
,,,,,,,819,14685.695000000002
,,,,,,,820,13574.842
,,,,,,,821,12687.047
,,,,,,,822,12084.38
,,,,,,,823,11743.321
,,,,,,,824,11586.599
,,,,,,,825,11586.421
,,,,,,,826,11913.565
,,,,,,,827,12762.688
,,,,,,,828,14123.423
,,,,,,,829,15201.474999999999
,,,,,,,830,15860.741000000002
,,,,,,,831,16181.741999999998
,,,,,,,832,16283.890999999998
,,,,,,,833,15860.17
,,,,,,,834,16058.806
,,,,,,,835,16287.556999999999
,,,,,,,836,15857.091999999999
,,,,,,,837,15393.851000000002
,,,,,,,838,15464.738000000001
,,,,,,,839,16428.774
,,,,,,,840,16575.783
,,,,,,,841,16102.685
,,,,,,,842,15459.635
,,,,,,,843,14607.307999999999
,,,,,,,844,13614.938
,,,,,,,845,12788.893
,,,,,,,846,12227.098
,,,,,,,847,11939.864
,,,,,,,848,11815.817
,,,,,,,849,11849.175
,,,,,,,850,12167.26
,,,,,,,851,12990.091
,,,,,,,852,14303.317
,,,,,,,853,15356.982
,,,,,,,854,16049.309999999998
,,,,,,,855,16431.949
,,,,,,,856,16733.155
,,,,,,,857,16665.1
,,,,,,,858,16968.095
,,,,,,,859,16634.374
,,,,,,,860,16157.236000000003
,,,,,,,861,15411.001
,,,,,,,862,15453.921
,,,,,,,863,16098.547000000002
,,,,,,,864,16106.366000000002
,,,,,,,865,15531.916999999998
,,,,,,,866,14876.369
,,,,,,,867,14137.464
,,,,,,,868,13271.609
,,,,,,,869,12455.182
,,,,,,,870,11858.596
,,,,,,,871,11488.539
,,,,,,,872,11312.063
,,,,,,,873,11286.711
,,,,,,,874,11440.949
,,,,,,,875,11873.313
,,,,,,,876,12599.92
,,,,,,,877,13336.053
,,,,,,,878,14144.305
,,,,,,,879,14974.141999999998
,,,,,,,880,15457.939
,,,,,,,881,15154.867
,,,,,,,882,14974.629000000003
,,,,,,,883,14973.053999999998
,,,,,,,884,14334.879000000003
,,,,,,,885,14257.128
,,,,,,,886,14269.006999999998
,,,,,,,887,15279.731
,,,,,,,888,15487.278999999999
,,,,,,,889,15067.669
,,,,,,,890,14524.520000000002
,,,,,,,891,13905.691
,,,,,,,892,13153.732
,,,,,,,893,12424.265
,,,,,,,894,11916.541
,,,,,,,895,11582.537
,,,,,,,896,11429.834
,,,,,,,897,11401.514
,,,,,,,898,11503.203
,,,,,,,899,11791.262
,,,,,,,900,12328.887
,,,,,,,901,12949.614
,,,,,,,902,13785.562
,,,,,,,903,14615.65
,,,,,,,904,15129.789000000002
,,,,,,,905,15687.104
,,,,,,,906,16056.171999999999
,,,,,,,907,16191.865
,,,,,,,908,16061.43
,,,,,,,909,16069.107999999998
,,,,,,,910,16321.301000000001
,,,,,,,911,16947.695
,,,,,,,912,16650.51
,,,,,,,913,15660.045999999998
,,,,,,,914,15029.33
,,,,,,,915,14329.275
,,,,,,,916,13610.957
,,,,,,,917,12829.979
,,,,,,,918,12209.641
,,,,,,,919,11950.114
,,,,,,,920,11913.994
,,,,,,,921,12055.818
,,,,,,,922,12471.144
,,,,,,,923,13377.749
,,,,,,,924,14750.22
,,,,,,,925,15949.237
,,,,,,,926,17087.29
,,,,,,,927,17733.738
,,,,,,,928,18062.23
,,,,,,,929,18066.728
,,,,,,,930,17796.82
,,,,,,,931,17621.907
,,,,,,,932,17138.641
,,,,,,,933,16554.559
,,,,,,,934,16342.344
,,,,,,,935,17331.983
