Region,Resource,Zone,Cluster,AnnualSum
NE,natural_gas_ccs,1,1,0.0
NE,solar_pv,1,1,0.0
NE,onshore_wind,1,1,0.0
NE,battery,1,0,1.789404543195297e8
NE,offshore_wind,1,1,0.0
NE,natural_gas,1,1,0.0
NE,nuclear,1,1,0.0
