Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs,1,2.3887685986468755e7,9798.706781209623,0.2782923148802761
solar_pv,1,1.9583758496457677e7,18647.755478329684,0.11988514500077974
onshore_wind,1,8.001352398840843e7,31335.806543311002,0.2914864793089921
battery,1,8.160987896260987e6,5824.739176378106,0.0
offshore_wind,1,1.3881032180734729e-5,5.0161836173695974e-9,0.0
natural_gas,1,271708.8621457691,1523.4037432487114,0.02036032373761333
nuclear,1,0.0,0.0,0.0
