Resource,natural_gas_ccs,solar_pv,onshore_wind,battery,offshore_wind,natural_gas,nuclear,Total
Zone,1,1,1,1,1,1,1,0
AnnualSum,2.8997542764750265e7,1.719642086103994e7,7.309979108700421e7,6.372432185899333e6,1.200254753360417e-5,4.138345402928493e6,0.0,1.2980453230163424e8
t1,3.963593763241749e-9,0.0,17616.244614965544,3.012892180617104e-10,1.3770722459295008e-9,1.2510260528222492e-9,0.0,17616.244614972442
t2,3.4411670836095447e-9,0.0,17710.96678913561,311.76729725955795,1.1840138926260971e-9,1.0923676524705665e-9,0.0,18022.734086400884
t3,3.2073249459703338e-9,0.0,18140.39256863704,220.16310407837884,1.0678866421813676e-9,1.0171456812956102e-9,0.0,18360.555672720715
t4,3.090901894805125e-9,0.0,16526.254970231115,349.3063067890476,8.771441581603822e-10,9.784270799534096e-10,0.0,16875.56127702511
t5,3.063185706904252e-9,0.0,16573.769497232883,261.6321636966157,6.915179074114529e-10,9.619108697831637e-10,0.0,16835.401660934214
t6,3.0806623948782543e-9,0.0,14374.52544443279,480.64274329520225,5.550676183463323e-10,9.602734330278738e-10,0.0,14855.168187732588
t7,3.1755261574462486e-9,0.0,14120.545453312036,439.5969456134145,3.900121148134195e-10,9.786281204100205e-10,0.0,14560.142398929995
t8,3.3595019337388278e-9,0.0,14534.521181045307,344.6019724683072,2.8217107222275433e-10,1.0174182647473964e-9,0.0,14879.123153518272
t9,3.7480548955710045e-9,0.0,12642.097224911286,506.29044635419854,2.10232169147233e-10,1.0854398410676024e-9,0.0,13148.38767127053
t10,1180.1742071978902,0.0,10100.858792792867,9.82933936908202e-9,1.638740558941096e-10,1.3036879801304362e-9,0.0,11281.033000002055
t11,4798.168107152275,0.0,6845.963892844852,3.664460043877048e-9,1.120055850698496e-10,1.404406848088874e-9,0.0,11644.13200000231
t12,6394.392405455451,0.0,5767.079594543451,2.6564088481021594e-9,9.456904277826091e-11,1.4957225205924312e-9,0.0,12161.472000003148
t13,7153.888944919897,109.70058375003576,5321.453471331972,2.095912393665702e-9,7.319726955800819e-11,1.5864023421315637e-9,0.0,12585.043000005659
t14,7457.913146099179,1687.9356588724029,3033.38483870223,1018.7913563259181,5.981549427539495e-11,1.7243707018451621e-9,0.0,13198.025000001513
t15,7427.877722276576,3794.5799060493264,2553.880706123772,1.5556148996644448e-9,8.412189421425553e-11,1.7797403936654608e-9,0.0,13776.33833445309
t16,6650.673882543034,6184.471334683067,2022.256559134615,1.3470925606396017e-9,1.49940067883211e-10,1.9095120814495485e-9,0.0,14857.401776364124
t17,7036.396395185188,6039.458161968187,2136.9205908381628,1.402186351762289e-9,2.2015676636099475e-10,2.0963077032457127e-9,0.0,15212.775147995257
t18,7417.604615539448,4289.489344224363,2783.2087695307982,1.5312611689967407e-9,2.793878541571822e-10,2.4406749042607403e-9,0.0,14490.30272929886
t19,7457.913146130051,2529.450802017564,3510.2829705603654,524.0091565912907,4.0915639025994576e-10,126.43192470115497,0.0,14148.088000000835
t20,7457.913146130609,976.1691439461387,3335.680922284526,2054.292862935568,4.713039243751207e-10,126.43192470336069,0.0,13950.488000000672
t21,7457.913146131208,246.62446192661665,3557.1909835299916,2787.281483708141,6.956065578893521e-10,126.43192470391334,0.0,14175.442000000565
t22,7457.913146130742,9.140445806001898,4620.43927750824,2937.420205850976,6.436653476270247e-10,126.43192470415907,0.0,15151.345000000762
