Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,float_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2
78841,0.262,1,0.0,0.0,0.0,0.175871028,1,0.224008882,0.224008882,1,1,0.552743642,1,1
78842,0.262,1,0.0,0.0,0.0,0.197031741,1,0.209315368,0.209315368,1,1,0.552743642,1,1
78843,0.262,1,0.0,0.0,0.0,0.160206194,1,0.173442694,0.173442694,1,1,0.552743642,1,1
78844,0.262,1,0.0,0.0,0.0,0.132573284,1,0.207183266,0.207183266,1,1,0.552743642,1,1
78845,0.262,1,0.0,0.0,0.0,0.165778344,1,0.231809627,0.231809627,1,1,0.552743642,1,1
78846,0.262,1,0.0,0.0,0.0,0.196197918,1,0.256624511,0.256624511,1,1,0.552743642,1,1
78847,0.262,1,0.0,0.0,0.0,0.186211387,1,0.213402413,0.213402413,1,1,0.552743642,1,1
78848,0.262,1,0.001054843,0.000604506,0.000555821,0.257142946,1,0.193210638,0.193210638,1,1,0.552743642,1,1
78849,0.262,1,0.04179222,0.023950157,0.022021285,0.277927421,1,0.209533585,0.209533585,1,1,0.552743642,1,1
78850,0.262,1,0.099575146,0.057064218,0.052468442,0.215659837,1,0.238227025,0.238227025,1,1,0.552743642,1,1
78851,0.262,1,0.215367527,0.12342216,0.11348212,0.189841503,1,0.278499595,0.278499595,1,1,0.552743642,1,1
78852,0.262,1,0.263867377,0.151216305,0.13903781,0.180756306,1,0.286555138,0.286555138,1,1,0.552743642,1,1
78853,0.262,1,0.253465646,0.145255313,0.133556898,0.158777318,1,0.280744294,0.280744294,1,1,0.552743642,1,1
78854,0.262,1,0.252691707,0.144811786,0.133149092,0.174112325,1,0.290375302,0.290375302,1,1,0.552743642,1,1
78855,0.262,1,0.119402116,0.068426597,0.06291573,0.171403351,1,0.277038236,0.277038236,1,1,0.552743642,1,1
78856,0.262,1,0.060817808,0.034853282,0.032046307,0.153605924,1,0.261965791,0.261965791,1,1,0.552743642,1,1
78857,0.262,1,0.0,0.0,0.0,0.202997813,1,0.242198432,0.242198432,1,1,0.552743642,1,1
78858,0.262,1,0.0,0.0,0.0,0.185597973,1,0.21541935,0.21541935,1,1,0.552743642,1,1
78859,0.262,1,0.0,0.0,0.0,0.204729026,1,0.212693209,0.212693209,1,1,0.552743642,1,1
78860,0.262,1,0.0,0.0,0.0,0.263816487,1,0.223686521,0.223686521,1,1,0.552743642,1,1
78861,0.262,1,0.0,0.0,0.0,0.25450366,1,0.2627811,0.2627811,1,1,0.552743642,1,1
78862,0.262,1,0.0,0.0,0.0,0.315504985,1,0.292850782,0.292850782,1,1,0.552743642,1,1
