Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,2.2129550000159917e9
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,4.742405632485729e7
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,7.739210124439879e7
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,6.995778878392069e8
NENGREST,NaturalGas_CCS100_Moderate,1,1,1.3303683108257754e9
NENGREST,NENGREST_nuclear_1,1,1,6.680682607015787e-10
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,1.1766742602286574e8
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.3046391085284321e9
NENGREST,Liion_Moderate,1,1,1.0617108013893416e9
NENGREST,TEGS,1,1,8.602897648923409e7
