Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,2.455146151553937e9
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,4.699550574193031e7
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,9.792687285117204e7
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,6.397566193959943e8
NENGREST,NaturalGas_CCS100_Moderate,1,1,1.264743325880325e9
NENGREST,NENGREST_nuclear_1,1,1,0.0
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,1.2225662950836283e8
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.1890466089557178e9
NENGREST,Liion_Moderate,1,1,1.0348988127305472e9
NENGREST,TEGS,1,1,3.357404340719582e7
