Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,float_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2
8761,0.262,1,0.0,0.0,0.0,0.534397275,1,0.80780731,0.80780731,1,1,0.552743642,1,1
8762,0.262,1,0.0,0.0,0.0,0.411166349,1,0.787634273,0.787634273,1,1,0.552743642,1,1
8763,0.262,1,0.0,0.0,0.0,0.455293396,1,0.701656464,0.701656464,1,1,0.552743642,1,1
8764,0.262,1,0.0,0.0,0.0,0.361468414,1,0.61537668,0.61537668,1,1,0.552743642,1,1
8765,0.262,1,0.0,0.0,0.0,0.41553458,1,0.560039011,0.560039011,1,1,0.552743642,1,1
8766,0.262,1,0.0,0.0,0.0,0.31019224,1,0.465604981,0.465604981,1,1,0.552743642,1,1
8767,0.262,1,0.0,0.0,0.0,0.416520624,1,0.409801396,0.409801396,1,1,0.552743642,1,1
8768,0.262,1,0.04882797,0.027982183,0.025728584,0.469364257,1,0.390844133,0.390844133,1,1,0.552743642,1,1
8769,0.262,1,0.284450184,0.163011836,0.149883366,0.451502998,1,0.39751351,0.39751351,1,1,0.552743642,1,1
8770,0.262,1,0.530001735,0.303731764,0.279270145,0.385244496,1,0.446554134,0.446554134,1,1,0.552743642,1,1
8771,0.262,1,0.752929042,0.431486259,0.396735688,0.384631144,1,0.444567515,0.444567515,1,1,0.552743642,1,1
8772,0.262,1,0.748882577,0.429167323,0.394603512,0.420350373,1,0.440370619,0.440370619,1,1,0.552743642,1,1
8773,0.262,1,0.781571769,0.447900745,0.411828201,0.480038849,1,0.475678613,0.475678613,1,1,0.552743642,1,1
8774,0.262,1,0.675273105,0.386983433,0.355816982,0.577176526,1,0.667759083,0.667759083,1,1,0.552743642,1,1
8775,0.262,1,0.599944615,0.343814414,0.316124663,0.645820407,1,0.764169958,0.764169958,1,1,0.552743642,1,1
8776,0.262,1,0.309690702,0.177476595,0.163183178,0.669790737,1,0.796200421,0.796200421,1,1,0.552743642,1,1
8777,0.262,1,0.0,0.0,0.0,0.700129646,1,0.81,0.81,1,1,0.552743642,1,1
8778,0.262,1,0.0,0.0,0.0,0.638879507,1,0.81,0.81,1,1,0.552743642,1,1
8779,0.262,1,0.0,0.0,0.0,0.601316514,1,0.81,0.81,1,1,0.552743642,1,1
8780,0.262,1,0.0,0.0,0.0,0.576846845,1,0.81,0.81,1,1,0.552743642,1,1
8781,0.262,1,0.0,0.0,0.0,0.522432605,1,0.81,0.81,1,1,0.552743642,1,1
8782,0.262,1,0.0,0.0,0.0,0.509053781,1,0.81,0.81,1,1,0.552743642,1,1
8783,0.262,1,0.0,0.0,0.0,0.480343386,1,0.81,0.81,1,1,0.552743642,1,1
8784,0.262,1,0.0,0.0,0.0,0.518369715,1,0.81,0.81,1,1,0.552743642,1,1
8785,0.262,1,0.0,0.0,0.0,0.583695154,1,0.81,0.81,1,1,0.552743642,1,1
8786,0.262,1,0.0,0.0,0.0,0.487056967,1,0.81,0.81,1,1,0.552743642,1,1
8787,0.262,1,0.0,0.0,0.0,0.474891291,1,0.809740509,0.809740509,1,1,0.552743642,1,1
8788,0.262,1,0.0,0.0,0.0,0.435849743,1,0.809740509,0.809740509,1,1,0.552743642,1,1
8789,0.262,1,0.0,0.0,0.0,0.468724633,1,0.808360152,0.808360152,1,1,0.552743642,1,1
8790,0.262,1,0.0,0.0,0.0,0.466873021,1,0.799323977,0.799323977,1,1,0.552743642,1,1
8791,0.262,1,0.0,0.0,0.0,0.432477572,1,0.787823837,0.787823837,1,1,0.552743642,1,1
8792,0.262,1,0.062284019,0.035693534,0.032818887,0.428224891,1,0.757317526,0.757317526,1,1,0.552743642,1,1
8793,0.262,1,0.313701684,0.179775196,0.165296657,0.406296713,1,0.698296642,0.698296642,1,1,0.552743642,1,1
8794,0.262,1,0.534441863,0.306276298,0.281609751,0.40028564,1,0.66377737,0.66377737,1,1,0.552743642,1,1
8795,0.262,1,0.724345264,0.415105555,0.381674235,0.407880438,1,0.646785449,0.646785449,1,1,0.552743642,1,1
8796,0.262,1,0.784137628,0.449371179,0.413180212,0.427641754,1,0.662234465,0.662234465,1,1,0.552743642,1,1
8797,0.262,1,0.786198993,0.4505525,0.414266392,0.577685834,1,0.660556892,0.660556892,1,1,0.552743642,1,1
8798,0.262,1,0.773614638,0.443340696,0.407635405,0.556519234,1,0.687128934,0.687128934,1,1,0.552743642,1,1
8799,0.262,1,0.576928476,0.330624396,0.303996928,0.589397367,1,0.686512183,0.686512183,1,1,0.552743642,1,1
8800,0.262,1,0.324379634,0.185894483,0.170923115,0.526396265,1,0.700521281,0.700521281,1,1,0.552743642,1,1
8801,0.262,1,0.0,0.0,0.0,0.486478419,1,0.710771453,0.710771453,1,1,0.552743642,1,1
8802,0.262,1,0.0,0.0,0.0,0.423861418,1,0.736738321,0.736738321,1,1,0.552743642,1,1
8803,0.262,1,0.0,0.0,0.0,0.488818161,1,0.743529167,0.743529167,1,1,0.552743642,1,1
8804,0.262,1,0.0,0.0,0.0,0.440838777,1,0.75848235,0.75848235,1,1,0.552743642,1,1
8805,0.262,1,0.0,0.0,0.0,0.533200768,1,0.783047073,0.783047073,1,1,0.552743642,1,1
8806,0.262,1,0.0,0.0,0.0,0.489557454,1,0.765476362,0.765476362,1,1,0.552743642,1,1
8807,0.262,1,0.0,0.0,0.0,0.510186682,1,0.732936835,0.732936835,1,1,0.552743642,1,1
8808,0.262,1,0.0,0.0,0.0,0.539221634,1,0.684551789,0.684551789,1,1,0.552743642,1,1
8809,0.262,1,0.0,0.0,0.0,0.43239228,1,0.577465551,0.577465551,1,1,0.552743642,1,1
8810,0.262,1,0.0,0.0,0.0,0.412550447,1,0.481315167,0.481315167,1,1,0.552743642,1,1
8811,0.262,1,0.0,0.0,0.0,0.396599482,1,0.474501645,0.474501645,1,1,0.552743642,1,1
8812,0.262,1,0.0,0.0,0.0,0.386464739,1,0.50763962,0.50763962,1,1,0.552743642,1,1
8813,0.262,1,0.0,0.0,0.0,0.42520039,1,0.599648982,0.599648982,1,1,0.552743642,1,1
8814,0.262,1,0.0,0.0,0.0,0.350573139,1,0.580068861,0.580068861,1,1,0.552743642,1,1
8815,0.262,1,0.0,0.0,0.0,0.44388848,1,0.490499781,0.490499781,1,1,0.552743642,1,1
8816,0.262,1,0.029594954,0.016960185,0.015594264,0.406575352,1,0.413121278,0.413121278,1,1,0.552743642,1,1
8817,0.262,1,0.289245556,0.165759953,0.152410158,0.467605183,1,0.316648947,0.316648947,1,1,0.552743642,1,1
8818,0.262,1,0.517340724,0.29647603,0.272598766,0.383211407,1,0.276727228,0.276727228,1,1,0.552743642,1,1
8819,0.262,1,0.689082143,0.394897074,0.363093283,0.292761654,1,0.233078451,0.233078451,1,1,0.552743642,1,1
8820,0.262,1,0.792059475,0.453911007,0.417354416,0.252269165,1,0.193330854,0.193330854,1,1,0.552743642,1,1
8821,0.262,1,0.733775958,0.420510068,0.386643486,0.236315476,1,0.157872133,0.157872133,1,1,0.552743642,1,1
8822,0.262,1,0.635019401,0.363914964,0.334606377,0.246379161,1,0.146755673,0.146755673,1,1,0.552743642,1,1
8823,0.262,1,0.559315274,0.320530676,0.294716125,0.324061142,1,0.143046652,0.143046652,1,1,0.552743642,1,1
8824,0.262,1,0.268780973,0.154032173,0.141626897,0.336678977,1,0.153787289,0.153787289,1,1,0.552743642,1,1
8825,0.262,1,0.0,0.0,0.0,0.321952994,1,0.190943134,0.190943134,1,1,0.552743642,1,1
8826,0.262,1,0.0,0.0,0.0,0.330920365,1,0.235932639,0.235932639,1,1,0.552743642,1,1
8827,0.262,1,0.0,0.0,0.0,0.314592658,1,0.417422006,0.417422006,1,1,0.552743642,1,1
8828,0.262,1,0.0,0.0,0.0,0.326186325,1,0.587730356,0.587730356,1,1,0.552743642,1,1
8829,0.262,1,0.0,0.0,0.0,0.380029978,1,0.792337472,0.792337472,1,1,0.552743642,1,1
8830,0.262,1,0.0,0.0,0.0,0.47435503,1,0.80825175,0.80825175,1,1,0.552743642,1,1
8831,0.262,1,0.0,0.0,0.0,0.42011482,1,0.81,0.81,1,1,0.552743642,1,1
8832,0.262,1,0.0,0.0,0.0,0.43929157,1,0.81,0.81,1,1,0.552743642,1,1
8833,0.262,1,0.0,0.0,0.0,0.555588417,1,0.81,0.81,1,1,0.552743642,1,1
8834,0.262,1,0.0,0.0,0.0,0.545688924,1,0.81,0.81,1,1,0.552743642,1,1
8835,0.262,1,0.0,0.0,0.0,0.544437733,1,0.81,0.81,1,1,0.552743642,1,1
8836,0.262,1,0.0,0.0,0.0,0.542755037,1,0.81,0.81,1,1,0.552743642,1,1
