Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.019440168032101e7,1.5544527859549085e6,4.1748854466275916e7
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4345.094836931319,0.0,4345.094836931319
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27577.364344667025,0.0,27577.364344667025
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27577.364344667025,0.0,27577.364344667025
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27577.364344667025,8690.440840229465,36267.80518489649
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27577.364344667025,4404.200215397914,31981.564560064937
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5247.031891648523,25065.97722474081,30313.009116389334
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20964.349253029664,20964.349253029664
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16620.348085596008,16620.348085596008
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1278.7650383004002,0.0,1278.7650383004002
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.8197951350594,0.0,1022.8197951350594
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8001.895563996028,0.0,8001.895563996028
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20086.620713929224,0.0,20086.620713929224
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25134.999827367235,0.0,25134.999827367235
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27577.364344667025,0.0,27577.364344667025
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23072.1503152176,0.0,23072.1503152176
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15214.854455309234,0.0,15214.854455309234
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813.6988867615763,0.0,813.6988867615763
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3836.8891674918636,0.0,3836.8891674918636
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16594.822724729638,0.0,16594.822724729638
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22979.801275951475,0.0,22979.801275951475
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25784.077622297453,0.0,25784.077622297453
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25143.599097210157,0.0,25143.599097210157
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19552.182358619197,0.0,19552.182358619197
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6010.211860948149,0.0,6010.211860948149
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4223.586703729168,0.0,4223.586703729168
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4768.839806012642,0.0,4768.839806012642
t77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3898.6433118992354,0.0,3898.6433118992354
t78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4406.549020115915,0.0,4406.549020115915
t85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17495.86179490343,0.0,17495.86179490343
t86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26590.651329461478,0.0,26590.651329461478
t87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24594.775473095586,0.0,24594.775473095586
t88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22270.169258374517,0.0,22270.169258374517
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19278.137058744353,0.0,19278.137058744353
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5265.440172552655,0.0,5265.440172552655
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9935.032114001391,0.0,9935.032114001391
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13645.51052461789,0.0,13645.51052461789
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20622.34750125453,0.0,20622.34750125453
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19489.96591610112,0.0,19489.96591610112
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18138.43369842895,0.0,18138.43369842895
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11900.193854370129,0.0,11900.193854370129
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1910.568706336489,0.0,1910.568706336489
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
