BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,1.2353019024344994e8,6.912949660495592e6,-8.167473606445665e6,0.0,0.0,0.0,6.248222471410534e-12,0.0,0.0,-1.2227566629749997e8
t1,17772.790169850876,1.3905362811788337e-12,-2704.7851698508707,0.0,0.0,0.0,7.018020956487696e-16,0.0,0.0,-15068.005000000001
t2,17758.505771859705,342.61425713907624,-3702.8760289987854,0.0,0.0,0.0,7.025617779679091e-16,0.0,0.0,-14398.244
t3,17826.30100010598,267.1785018297505,-4320.687501935738,0.0,0.0,0.0,7.030231551944909e-16,0.0,0.0,-13772.792
t4,16477.15762824019,372.9361587563585,-3743.640786996543,0.0,0.0,0.0,7.031644708935137e-16,0.0,0.0,-13106.453
t5,16331.395136844465,309.2890908602794,-4123.517227704741,0.0,0.0,0.0,7.049719846041872e-16,0.0,0.0,-12517.167
t6,14432.002393455745,509.011594164609,-2999.55298762036,0.0,0.0,0.0,7.08429267721446e-16,0.0,0.0,-11941.461
t7,14167.420937858931,484.20195490400016,-3145.7058927629355,0.0,0.0,0.0,7.122912800922227e-16,0.0,0.0,-11505.917
t8,14541.267150453701,386.11153047541575,-3683.8776809291144,0.0,0.0,0.0,7.161417693281567e-16,0.0,0.0,-11243.501
t9,12745.501364748576,617.2969945871557,-2196.7073593357372,0.0,0.0,0.0,7.266337559654883e-16,0.0,0.0,-11166.091
t10,11281.032999999985,2.232429129895425e-11,-4.718388063845248e-12,0.0,0.0,0.0,7.769143569871109e-16,0.0,0.0,-11281.033
t11,11644.131999999987,1.0027968052624177e-11,-5.7246802567771485e-12,0.0,0.0,0.0,7.650146759908457e-16,0.0,0.0,-11644.132
t12,12161.471999999989,7.1411374823576736e-12,-7.0873348999984566e-12,0.0,0.0,0.0,7.537378849323235e-16,0.0,0.0,-12161.472
t13,12585.04299999998,5.626629259823683e-12,-9.288453048723452e-12,0.0,0.0,0.0,7.279475992538425e-16,0.0,0.0,-12585.043
t14,12405.79916708511,792.2258329149063,-3.4455555995650888e-12,0.0,0.0,0.0,7.187560697573343e-16,0.0,0.0,-13198.025
t15,13751.43299999998,4.515924099505382e-12,-1.4994705298734146e-11,0.0,0.0,0.0,7.176937791953786e-16,0.0,0.0,-13751.433
t16,14405.258,4.414041248463899e-12,-1.4940438216688605e-11,0.0,0.0,0.0,7.136424392703082e-16,0.0,0.0,-14405.258
t17,14582.194000000009,4.415071595580149e-12,-1.5051592984807327e-11,0.0,0.0,0.0,7.1470176065453055e-16,0.0,0.0,-14582.194000000001
t18,14394.257,4.483809157958037e-12,-1.5028547738262025e-11,0.0,0.0,0.0,7.152140978226265e-16,0.0,0.0,-14394.256999999998
t19,13723.866261477753,424.2217385222394,-3.419499799706301e-12,0.0,0.0,0.0,7.163270520936551e-16,0.0,0.0,-14148.088
t20,12001.107321858335,1949.3806781416502,-3.4490929649870327e-12,0.0,0.0,0.0,7.224846992042537e-16,0.0,0.0,-13950.488
t21,11497.409104046164,2678.032895953868,-3.4685726194719596e-12,0.0,0.0,0.0,7.367175263015751e-16,0.0,0.0,-14175.442
t22,12330.885495800203,2820.4595041997864,-3.421520924827757e-12,0.0,0.0,0.0,6.938550041743883e-16,0.0,0.0,-15151.344999999998
t23,11099.665699031524,4708.456300968446,-3.433477803820223e-12,0.0,0.0,0.0,7.053256734114842e-16,0.0,0.0,-15808.122
t24,11655.649820044753,3839.58417995524,-3.445287880879005e-12,0.0,0.0,0.0,7.084805144409855e-16,0.0,0.0,-15495.234000000002
t25,11335.696693801312,3627.2143061986862,-3.445022701432261e-12,0.0,0.0,0.0,7.095872936487983e-16,0.0,0.0,-14962.910999999998
t26,12901.368959107986,1477.1010408920247,-3.4491068281370524e-12,0.0,0.0,0.0,7.093571817104491e-16,0.0,0.0,-14378.47
t27,13370.808382038997,312.5946179609535,-3.3172316296978125e-12,0.0,0.0,0.0,7.099065547870261e-16,0.0,0.0,-13683.403
t28,12857.361999999983,5.0294649431262946e-12,-1.0082949787193456e-11,0.0,0.0,0.0,7.104045726476939e-16,0.0,0.0,-12857.362
t29,12055.075999999997,5.5683484516079564e-12,-8.543874043921537e-12,0.0,0.0,0.0,7.115347433923187e-16,0.0,0.0,-12055.076
t30,11419.63400000001,6.393223321854241e-12,-7.460773294410375e-12,0.0,0.0,0.0,7.133241728506944e-16,0.0,0.0,-11419.634
t31,10970.704,7.635107980906842e-12,-6.382101256663933e-12,0.0,0.0,0.0,7.153554889227164e-16,0.0,0.0,-10970.704
t32,11319.001393606055,3.531680683204373e-12,-589.4023936060576,0.0,0.0,0.0,7.160712603784256e-16,0.0,0.0,-10729.599
t33,12126.75190904059,3.6927135399979e-12,-1509.7759090406023,0.0,0.0,0.0,7.158670884056491e-16,0.0,0.0,-10616.976
t34,11172.137663527006,3.702933614327968e-12,-510.0456635270059,0.0,0.0,0.0,7.161591128838368e-16,0.0,0.0,-10662.092
t35,10933.620999999986,1.0902445188421473e-11,-5.655060766963597e-12,0.0,0.0,0.0,7.15642511846868e-16,0.0,0.0,-10933.621
t36,10658.118519338363,771.6264806616371,-3.8329489721090635e-12,0.0,0.0,0.0,7.14715795896504e-16,0.0,0.0,-11429.745
t37,11094.676470079767,914.2995299202497,-3.8302560108213e-12,0.0,0.0,0.0,7.16666181602902e-16,0.0,0.0,-12008.976
t38,12295.349845612447,522.5211543875404,-3.5224543346269593e-12,0.0,0.0,0.0,7.123527866010872e-16,0.0,0.0,-12817.871
t39,13965.817999999967,2.7199990567694288e-11,-3.5034583715170635e-12,0.0,0.0,0.0,7.0993106179305e-16,0.0,0.0,-13965.818
t40,15468.922098871879,3.303969054850076e-12,-908.8700988718108,0.0,0.0,0.0,7.084617370711111e-16,0.0,0.0,-14560.052
t41,17827.760846628335,4.39988900748897e-12,-2944.208846628325,0.0,0.0,0.0,7.079187395311106e-16,0.0,0.0,-14883.552
t42,19515.44855646797,4.333309919007215e-12,-4554.869556467944,0.0,0.0,0.0,7.078258932765648e-16,0.0,0.0,-14960.579
t43,19216.254689389916,4.327717732566731e-12,-4722.926689389893,0.0,0.0,0.0,7.091232893353651e-16,0.0,0.0,-14493.328
t44,19232.749380880898,4.301428484432275e-12,-5119.253380880928,0.0,0.0,0.0,7.099614281733326e-16,0.0,0.0,-14113.495999999997
t45,15896.19771125833,4.367046833588956e-12,-2040.313711258315,0.0,0.0,0.0,7.098802275393681e-16,0.0,0.0,-13855.884
