Deuterium exports,Deuterium inventory,Fixed plant power,Gross Electric,Imports,Net Electric,Reactor Thermal power,Recirc Power,Salt Heating,Tritium exports,Tritium inventory,Var plant power
0.0,5.1701943728185114e-27,1.5373715549871026e-12,2.0500679321410108e-11,1.6920770381348128e-17,1.2971373091466605e-11,5.1329103362855414e-11,7.529306229943501e-12,8.164436933770126e-14,0.0,500.0,4.277425280237951e-12
-4.934580979509877e-11,0.0,1.5105214662443978e-12,1.9703928714785485e-11,1.5872307742207098e-17,1.2367397736026301e-11,4.933716025453828e-11,7.336530978759183e-12,8.171446592251655e-14,-2.0310955996958634e-14,500.00000000000495,4.111430021211523e-12
-4.8908817792435845e-11,0.0,1.494852241443625e-12,1.952913451683293e-11,1.5798480962885453e-17,1.2244686148513526e-11,4.890017262175168e-11,7.284448368319401e-12,8.171671634905708e-14,-7.161930538483638e-15,500.00000000000983,4.075014385145973e-12
-4.87364100478024e-11,0.0,1.4865913060719382e-12,1.946015299141531e-11,1.664112577439399e-17,1.2198383035239018e-11,4.872776660117844e-11,7.261769956176291e-12,8.166640795873799e-14,-2.440080853560153e-14,500.0000000000147,4.06064721676487e-12
-4.874884550499426e-11,0.0,1.484041792656812e-12,1.946512811820176e-11,1.6511736429208124e-17,1.2204868782832899e-11,4.874020193401697e-11,7.2602593353688605e-12,8.166902282988948e-14,-2.3157399605077267e-14,500.0000000000196,4.061683494501414e-12
-4.8852523040454554e-11,0.0,1.486726651762588e-12,1.9506595250937764e-11,1.6439148358584063e-17,1.2235020471244098e-11,4.884387843271228e-11,7.271574779693665e-12,8.165989982430795e-14,-1.2790786500532892e-14,500.0000000000245,4.070323202726023e-12
-4.910511370404759e-11,0.0,1.4950709813329628e-12,1.9607652494080314e-11,1.530610294665951e-17,1.2306626510030069e-11,4.909646657042394e-11,7.301025984050245e-12,8.171776313454174e-14,1.2465501389255891e-14,500.0000000000294,4.091372214201994e-12
-4.97517018966487e-11,0.0,1.510661592658485e-12,1.9866286539558905e-11,1.5180391377036692e-17,1.249578456844663e-11,4.974304829720778e-11,7.370501971112275e-12,8.172132830572931e-14,-3.6569629471244003e-14,500.0000000000344,4.1452540247673145e-12
-5.177062941091253e-11,0.0,1.537098904143145e-12,2.067384351235999e-11,1.5035905601868815e-17,1.3108677629703694e-11,5.176195562239836e-11,7.5651658826563e-12,8.170565126587914e-14,-5.2293426078621635e-15,500.00000000003956,4.3134963018665294e-12
-7.367581020783188e-11,0.0,1.5850307510934166e-12,2.943470584728208e-11,1.592676356378725e-17,1.9999148228203836e-11,7.366691736970022e-11,9.435557619078248e-12,7.875206179573429e-14,-3.18455530666615e-14,500.00000000004695,6.138909780808352e-12
-7.419031644457584e-11,0.0,1.5961185082928393e-12,2.964051008524512e-11,1.5050002721233396e-17,2.0150979614648056e-11,7.418141846143327e-11,9.489530470597072e-12,7.876206513738171e-14,1.9599411095726837e-14,500.00000000005434,6.1817848717861056e-12
-7.431281830016608e-11,0.0,1.5981392861853809e-12,2.968951468574141e-11,1.508259509270907e-17,2.018774360857321e-11,7.430391909201721e-11,9.501771077168202e-12,7.877350793397482e-14,-2.4995169712993242e-14,500.0000000000618,6.1919932576681e-12
-7.435993704114152e-11,0.0,1.5988646506997061e-12,2.970835472369347e-11,1.51923250238612e-17,2.0201950891015136e-11,7.435103736180994e-11,9.506403832678339e-12,7.875437644705912e-14,-2.0283813916417806e-14,500.00000000006924,6.195919780150828e-12
-7.467089506711378e-11,0.0,1.6009813809766852e-12,2.9832563188769545e-11,1.6029515620602075e-17,2.0298586298989058e-11,7.466199227823305e-11,9.53397688978049e-12,7.829779357030664e-14,1.0808568176728831e-14,500.0000000000767,6.2218326898527536e-12
-7.4383252193283e-11,0.0,1.5989120719674711e-12,2.971768124763517e-11,1.5193032025743137e-17,2.0209285619707822e-11,7.437435228080223e-11,9.508395627927352e-12,7.875584051228239e-14,-1.7952555166378536e-14,500.0000000000841,6.1978626900668525e-12
-7.437215126678537e-11,0.0,1.5985300488834185e-12,2.97132432183477e-11,1.532608636543077e-17,2.0206148636966295e-11,7.436325146531276e-11,9.507094581381403e-12,7.876188500784319e-14,-1.9062525707170808e-14,500.0000000000916,6.196937622109396e-12
-7.437098931590948e-11,0.0,1.5985551670044044e-12,2.9712776769984414e-11,1.5219905012878446e-17,2.0205758300492048e-11,7.436208952605626e-11,9.50701846949237e-12,7.875748326919747e-14,-1.9178708013427762e-14,500.000000000099,6.196840793838022e-12
-7.438852030808675e-11,0.0,1.5989981291293847e-12,2.9719786555167303e-11,1.515447154130113e-17,2.0210870910472487e-11,7.437962034292537e-11,9.508915644694826e-12,7.875079494091561e-14,-1.742580163468533e-14,500.00000000010647,6.198301695243781e-12
-7.470181813816637e-11,0.0,1.6014097831884645e-12,2.984494615840752e-11,1.5109867183029365e-17,2.030792748299655e-11,7.469291504005802e-11,9.537018675410969e-12,7.833428017025705e-14,1.3900535131607826e-14,500.0000000001139,6.224409586671501e-12
-7.471611986477277e-11,0.0,1.6018058602034732e-12,2.9850666602546317e-11,1.507152077107701e-17,2.0312060549638914e-11,7.470721662364857e-11,9.538606052907404e-12,7.833378201913791e-14,1.533055047482745e-14,500.00000000012136,6.225601385304047e-12
-7.47150905203484e-11,0.0,1.6018599044872001e-12,2.985025519134235e-11,1.526791140016927e-17,2.031168002344693e-11,7.470618728951755e-11,9.538575167895429e-12,7.833463056768684e-14,1.5227627355066697e-14,500.0000000001288,6.225515607459796e-12
-7.472475223390293e-11,0.0,1.601867215316249e-12,2.9854100516508416e-11,1.523286795233593e-17,2.0314763749379282e-11,7.47158489064559e-11,9.53933676712914e-12,7.828378422748741e-14,1.619369243273263e-14,500.00000000013625,6.2263207422046585e-12
-7.473410636956613e-11,0.0,1.601866711009045e-12,2.9857866246647885e-11,1.5636140438306402e-17,2.031768702428848e-11,7.472520294857869e-11,9.540179222359416e-12,7.834724025473518e-14,1.7129003104589074e-14,500.0000000001437,6.227100245714891e-12
-7.472796481064028e-11,0.0,1.6019264409807508e-12,2.9855393251656186e-11,1.6596860331189137e-17,2.0315709238119444e-11,7.471906145106781e-11,9.539684013536742e-12,7.830409291959379e-14,1.6514914768476414e-14,500.00000000015115,6.226588454255651e-12
-7.47274805252978e-11,0.0,1.6018612293658436e-12,2.985521666577406e-11,1.567719111663577e-17,2.03155931513033e-11,7.471857717056813e-11,9.539623514470768e-12,7.83491621768352e-14,1.6466491561313162e-14,500.0000000001586,6.226548097547344e-12
-7.472210352353156e-11,0.0,1.601813551746535e-12,2.985306345994771e-11,1.5658810188064597e-17,2.0313942087958228e-11,7.471320022257138e-11,9.539121371989484e-12,7.834277631458895e-14,1.5928850531118994e-14,500.00000000016604,6.226100018547615e-12
-7.469818212055388e-11,0.0,1.6014901636455805e-12,2.9843474751750186e-11,1.6641278575489154e-17,2.0306723468415243e-11,7.468927905880534e-11,9.536751283334943e-12,7.828950607483964e-14,1.353697336615123e-14,500.0000000001735,6.224106588233778e-12
-7.437605673547264e-11,0.0,1.5990933397975104e-12,2.9714786663916767e-11,1.6686095981589676e-17,2.0206852618846922e-11,7.436715689494574e-11,9.507934045069843e-12,7.871260531277555e-14,-1.867202179816964e-14,500.00000000018093,6.197263074578811e-12
-7.434897117582144e-11,0.0,1.598563304794863e-12,2.970397345099353e-11,1.5671701400451557e-17,2.0198771541494372e-11,7.434007160614743e-11,9.505201909499162e-12,7.876761214460184e-14,-2.1380279825112023e-14,500.0000000001884,6.195005967178952e-12
-7.433549864982277e-11,0.0,1.5984050733286337e-12,2.9698586285918814e-11,1.5682056212603768e-17,2.019466059285567e-11,7.432659921487267e-11,9.503925693063146e-12,7.877232644771087e-14,-2.272738422867479e-14,500.0000000001958,6.1938832679060556e-12
-7.431222734668613e-11,0.0,1.597980055596641e-12,2.96892764409764e-11,1.567138020999109e-17,2.018771874986153e-11,7.430332814444672e-11,9.501557691114872e-12,7.876859810025823e-14,-2.5054258560566365e-14,500.0000000002033,6.191944012037227e-12
-7.400005533587192e-11,0.0,1.5958239650882665e-12,2.956453274243413e-11,1.564714268483513e-17,2.0090819276163902e-11,7.399115925532142e-11,9.473713466270238e-12,7.909453785777421e-14,5.75393076602957e-16,500.00000000021066,6.165929937943451e-12
-7.39731447872597e-11,0.0,1.5955105506555094e-12,2.955374979091752e-11,1.667753388891363e-17,2.008264184056417e-11,7.396424897581198e-11,9.471107950353357e-12,7.904495966610393e-14,-2.1153657715451887e-15,500.00000000021805,6.1636874146509984e-12
-7.399449274373117e-11,0.0,1.5958467028936422e-12,2.956230866371657e-11,1.556711055794012e-17,2.0089033541485857e-11,7.398559671880603e-11,9.473275122230717e-12,7.909700072249402e-14,1.9195050429193285e-17,500.00000000022544,6.165466393233835e-12
-7.431075755131264e-11,0.0,1.598183144769704e-12,2.9688688634823556e-11,1.551764617624006e-17,2.0187050057002215e-11,7.430185836377104e-11,9.501638577821343e-12,7.876887735663982e-14,-2.5201221930327814e-14,500.0000000002329,6.191821530314253e-12
-7.445890610470965e-11,0.0,1.5996486598668708e-12,2.974786712056216e-11,1.6524559980629212e-17,2.02326288673478e-11,7.445000543569734e-11,9.515238253214363e-12,7.855744832530233e-14,-1.0387996208416578e-14,500.00000000024033,6.204167119641444e-12
-7.447202033811796e-11,0.0,1.5997793012159408e-12,2.975313110401334e-11,1.5440090086397717e-17,2.023662109774098e-11,7.446311953796463e-11,9.516510006272371e-12,7.860571817863262e-14,-9.076717122709756e-15,500.0000000002478,6.205259961497052e-12
-7.445477582254797e-11,0.0,1.5995477047478554e-12,2.9746213181813076e-11,1.6479800600461062e-17,2.0231424918891205e-11,7.444587519483807e-11,9.514788262921874e-12,7.855259989010068e-14,-1.0800978991935823e-14,500.0000000002552,6.203822932903172e-12
-7.427744442499709e-11,0.0,1.5974372730500584e-12,2.967536041823785e-11,1.5427549250608156e-17,2.017725193431579e-11,7.426854557058342e-11,9.498108483922066e-12,7.876072127597712e-14,-2.8532168121158155e-14,500.0000000002627,6.1890454642152846e-12
-7.345769196436723e-11,0.0,1.5917833718436313e-12,2.934774650531496e-11,1.5432620847061345e-17,1.9922857122552655e-11,7.34488013073962e-11,9.424889382762314e-12,7.950754325492021e-14,3.188440724368947e-15,500.00000000027,6.120733442283016e-12
-7.339257038149885e-11,0.0,1.590357190309557e-12,2.932169907190277e-11,1.5448869832083157e-17,1.990366014326515e-11,7.338368037573714e-11,9.41803892863763e-12,7.951001496923181e-14,-3.3230012322214587e-15,500.00000000027734,6.115306697978095e-12
-7.338004574037494e-11,0.0,1.5900256026649753e-12,2.9316690322497646e-11,1.5449239878251964e-17,1.9900023909723345e-11,7.337115585985838e-11,9.416666412774308e-12,7.951279640705491e-14,-4.57532757493749e-15,500.0000000002847,6.114262988321532e-12
-7.337584861288098e-11,0.0,1.5899538673578184e-12,2.931501178867727e-11,1.546758657942326e-17,1.989876607784004e-11,7.336695877433529e-11,9.41624571083724e-12,7.951358690406845e-14,-4.9949941563915494e-15,500.000000000292,6.113913231194607e-12
-7.33734489796972e-11,0.0,1.5899338303385018e-12,2.931405341441759e-11,1.5470450520158463e-17,1.9898023841149354e-11,7.336455916514759e-11,9.416029573268242e-12,7.951745378669612e-14,-5.234931079071152e-15,500.00000000029934,6.113713263762298e-12
-7.33692645300839e-11,0.0,1.590022711734909e-12,2.9312356839255456e-11,1.6601359389159033e-17,1.9896647116960476e-11,7.336037475737837e-11,9.415709722294984e-12,7.945742206446593e-14,-5.653330011915263e-15,500.00000000030667,6.113364563114864e-12
-7.337291411137062e-11,0.0,1.5899432101820091e-12,2.931383790792435e-11,1.5506196788708994e-17,1.9897847635417074e-11,7.336402430216964e-11,9.415990272507273e-12,7.951334509704832e-14,-5.288412028235877e-15,500.000000000314,6.11366869184747e-12
-7.336864967584801e-11,0.0,1.59001040645136e-12,2.931211382828608e-11,1.662170042112112e-17,1.9896459942653205e-11,7.335975990929097e-11,9.41565388563288e-12,7.946512802652651e-14,-5.7148086721740696e-15,500.00000000032134,6.113313325774247e-12
-7.33759259564446e-11,0.0,1.5899960472866218e-12,2.931504427182313e-11,1.5555840459358202e-17,1.9898745867325148e-11,7.336703611712546e-11,9.416298404497981e-12,7.951765540349182e-14,-4.987260650803083e-15,500.00000000032867,6.113919676427121e-12
-7.338836168617202e-11,0.0,1.5903791270980429e-12,2.931999870500497e-11,1.6616833429084915e-17,1.9902333049107706e-11,7.337947172249684e-11,9.417665655897266e-12,7.946552654374087e-14,-3.743824469719075e-15,500.000000000336,6.114955976874736e-12
-7.345602721203522e-11,0.0,1.5917770936792668e-12,2.934706403795448e-11,1.6539230564763872e-17,1.9922363274716114e-11,7.344713657171156e-11,9.424700763238366e-12,7.946392986905771e-14,3.0219838032607537e-15,500.00000000034333,6.120594714309296e-12
-7.426680494485244e-11,0.0,1.5972167402798302e-12,2.967109398807632e-11,1.6442957302934447e-17,2.0174120758406816e-11,7.425790619683252e-11,9.496973229669504e-12,7.873261427288504e-14,-2.9595999102510237e-14,500.0000000003508,6.1881588497360424e-12
-7.432643167136463e-11,0.0,1.5983410002492576e-12,2.9694938638052483e-11,1.632666254254112e-17,2.0191887572973833e-11,7.43175323270834e-11,9.503051065078662e-12,7.871734552504253e-14,-2.3633982338725316e-14,500.0000000003582,6.193127693923616e-12
-7.43383642457844e-11,0.0,1.5985331729667483e-12,2.969971166178651e-11,1.622156058397303e-17,2.0195473943006293e-11,7.432946478217862e-11,9.504237718780216e-12,7.871745525117117e-14,-2.2440856153753844e-14,500.0000000003657,6.194122065181551e-12
-7.434923660916702e-11,0.0,1.598574630340879e-12,2.9704075032278285e-11,1.519568029650118e-17,2.019885175956609e-11,7.43403370368387e-11,9.505223272712202e-12,7.87555305873524e-14,-2.1353739410292767e-14,500.0000000003731,6.1950280864032246e-12
-7.436955762850585e-11,0.0,1.5990634992982716e-12,2.9712185990178505e-11,1.6068281845471257e-17,2.0204826153880606e-11,7.436065785296936e-11,9.507359836297901e-12,7.870982387143693e-14,-1.932186100538713e-14,500.00000000038057,6.1967214877474465e-12
-7.449944726816607e-11,0.0,1.6016018389426165e-12,2.9764158101616636e-11,1.4937643590471058e-17,2.0243391752204205e-11,7.449054619374618e-11,9.520766349412438e-12,7.875396894356139e-14,-6.334325811112979e-15,500.000000000388,6.207545516145515e-12
-7.628409309187439e-11,0.0,1.6166111594737837e-12,3.047614948061233e-11,1.5887169715180256e-17,2.0796549054591058e-11,7.627517417117473e-11,9.679600426021286e-12,7.385972690219602e-14,1.580369069542143e-15,500.00000000039563,6.35626451426456e-12
-7.631674914719805e-11,0.0,1.6172805500409055e-12,3.048923092028303e-11,1.4901908506352576e-17,2.0806189403058443e-11,7.63078298999411e-11,9.683041517224599e-12,7.391011680785576e-14,4.845615388893288e-15,500.00000000040325,6.358985824995092e-12
-7.632008389081323e-11,0.0,1.617305887910693e-12,3.049058240526472e-11,1.4975611658245675e-17,2.0807191339557316e-11,7.631116461020917e-11,9.683391065707414e-12,7.395643489854543e-14,5.1790530685972916e-15,500.00000000041086,6.35926371751743e-12
-7.63264541216989e-11,0.0,1.617322052095197e-12,3.0493134137822497e-11,1.51175824445046e-17,2.0809186414127957e-11,7.631753477739317e-11,9.683947723694542e-12,7.396608143583563e-14,5.816006085324321e-15,500.0000000004185,6.359794564782763e-12
-7.633508074217071e-11,0.0,1.6173630702033352e-12,3.0496580536121586e-11,1.535300652344423e-17,2.081188400958284e-11,7.632616131159964e-11,9.684696526538752e-12,7.395498832136789e-14,6.678573240630492e-15,500.0000000004261,6.3605134426333034e-12
-7.637836673423513e-11,0.0,1.617730553929625e-12,3.0513799688461915e-11,1.542613282808315e-17,2.0825378736008076e-11,7.636944687080846e-11,9.688420952453846e-12,7.370480057610456e-14,1.1006696305919633e-14,500.0000000004337,6.364120572567372e-12
-7.638429899028549e-11,0.0,1.617755276530065e-12,3.051616572366446e-11,1.551636186772184e-17,2.08272437080639e-11,7.637537906753687e-11,9.688922015600572e-12,7.368679139502268e-14,1.1599856656794045e-14,500.00000000044133,6.3646149222947384e-12
-7.638157190528937e-11,0.0,1.617775398054153e-12,3.051505668138983e-11,1.6505787336498633e-17,2.0826389744297794e-11,7.637265200981131e-11,9.688666937092034e-12,7.363884617285969e-14,1.1327178154815176e-14,500.00000000044895,6.364387667484276e-12
-7.63797031400673e-11,0.0,1.617760272870537e-12,3.0514305630273224e-11,1.6484423948502663e-17,2.0825818895934166e-11,7.637078326327671e-11,9.688486734339062e-12,7.362949748138778e-14,1.1140322188820627e-14,500.00000000045657,6.364231938606392e-12
-7.634419869473434e-11,0.0,1.6173820783505905e-12,3.050021326501041e-11,1.5415085080865204e-17,2.081477584450333e-11,7.633527917298465e-11,9.685437420507087e-12,7.391705236036358e-14,7.590268200516849e-15,500.0000000004642,6.3612732644153875e-12
-7.634153399306804e-11,0.0,1.617402209833933e-12,3.049912814264062e-11,1.6464436284119876e-17,2.0813943311012277e-11,7.633261449796511e-11,9.685184831628353e-12,7.386638824991425e-14,7.323827345313228e-15,500.0000000004718,6.3610512081637594e-12
-7.634354245045486e-11,0.0,1.6173914430566927e-12,3.0499950191647455e-11,1.539940900992545e-17,2.0814559614689958e-11,7.633462293526756e-11,9.685390576957496e-12,7.391553058109462e-14,7.524650991185053e-15,500.0000000004794,6.3612185779389624e-12
-7.638003319928488e-11,0.0,1.617751283567948e-12,3.0514459118917025e-11,1.540695080154396e-17,2.0825897379018183e-11,7.637111331919373e-11,9.688561739898843e-12,7.368598768400565e-14,1.1173324479963568e-14,500.00000000048703,6.3642594432661434e-12
-7.63803773604715e-11,0.0,1.6177959617393657e-12,3.0514576356717e-11,1.637243026758898e-17,2.0825995009618982e-11,7.637145747693877e-11,9.688581347098019e-12,7.363223689967654e-14,1.1207736812889314e-14,500.00000000049465,6.364288123078231e-12
