Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
natural_gas_ccs,1,0,0.0,8497.872638163659,8497.872638163659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solar_pv,1,0,0.0,15172.928637876492,15172.928637876492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onshore_wind,1,0,0.0,26225.666085537716,26225.666085537716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
battery,1,0,0.0,5630.782054958168,5630.782054958168,0.0,0.0,24597.03379968248,24597.03379968248,0.0,0.0,0.0,0.0
offshore_wind,1,0,0.0,5.234268486171579e-12,5.234268486171579e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,1,0,0.0,4284.994717288602,4284.994717288602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nuclear,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fusion,1,0,0.0,3.2624675831783126e-11,3.2624675831783126e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,n/a,0,0.0,59812.24413382467,59812.24413382467,0.0,0.0,24597.03379968248,24597.03379968248,0.0,0.0,0.0,0.0
