Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,float_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2
157681,0.262,1,0.0,0.0,0.0,0.633924333,1,0.81,0.81,1,1,0.552743642,1,1
157682,0.262,1,0.0,0.0,0.0,0.706723811,1,0.81,0.81,1,1,0.552743642,1,1
157683,0.262,1,0.0,0.0,0.0,0.751419475,1,0.498825,0.498825,1,1,0.552743642,1,1
157684,0.262,1,0.0,0.0,0.0,0.730361712,1,0.405,0.405,1,1,0.552743642,1,1
157685,0.262,1,0.0,0.0,0.0,0.692832611,1,0.4725,0.4725,1,1,0.552743642,1,1
157686,0.262,1,0.0,0.0,0.0,0.731403441,1,0.75465,0.75465,1,1,0.552743642,1,1
157687,0.262,1,0.0,0.0,0.0,0.704134213,1,0.81,0.81,1,1,0.552743642,1,1
157688,0.262,1,0.020690634,0.011857325,0.010902373,0.733933357,1,0.81,0.81,1,1,0.552743642,1,1
157689,0.262,1,0.104045212,0.05962591,0.054823823,0.787082856,1,0.7425,0.7425,1,1,0.552743642,1,1
157690,0.262,1,0.24658899,0.14131446,0.129933429,0.79105541,1,0.81,0.81,1,1,0.552743642,1,1
157691,0.262,1,0.462008047,0.26476615,0.243442702,0.791688169,1,0.81,0.81,1,1,0.552743642,1,1
157692,0.262,1,0.70841379,0.405975595,0.373279574,0.803444889,1,0.81,0.81,1,1,0.552743642,1,1
157693,0.262,1,0.756115582,0.433312391,0.398414749,0.782730713,1,0.81,0.81,1,1,0.552743642,1,1
157694,0.262,1,0.625860331,0.358666113,0.329780251,0.793683929,1,0.81,0.81,1,1,0.552743642,1,1
157695,0.262,1,0.439416587,0.251819506,0.23153874,0.79990454,1,0.81,0.81,1,1,0.552743642,1,1
157696,0.262,1,0.258830301,0.148329672,0.136383659,0.791590833,1,0.81,0.81,1,1,0.552743642,1,1
157697,0.262,1,0.000739687,0.000423898,0.000389758,0.785861272,1,0.81,0.81,1,1,0.552743642,1,1
157698,0.262,1,0.0,0.0,0.0,0.738799836,1,0.81,0.81,1,1,0.552743642,1,1
157699,0.262,1,0.0,0.0,0.0,0.688908239,1,0.81,0.81,1,1,0.552743642,1,1
157700,0.262,1,0.0,0.0,0.0,0.612389387,1,0.81,0.81,1,1,0.552743642,1,1
157701,0.262,1,0.0,0.0,0.0,0.570062874,1,0.81,0.81,1,1,0.552743642,1,1
157702,0.262,1,0.0,0.0,0.0,0.476124935,1,0.81,0.81,1,1,0.552743642,1,1
157703,0.262,1,0.0,0.0,0.0,0.483955985,1,0.806406705,0.806406705,1,1,0.552743642,1,1
157704,0.262,1,0.0,0.0,0.0,0.458812402,1,0.775260644,0.775260644,1,1,0.552743642,1,1
157705,0.262,1,0.0,0.0,0.0,0.373213983,1,0.725540343,0.725540343,1,1,0.552743642,1,1
157706,0.262,1,0.0,0.0,0.0,0.292288284,1,0.704596719,0.704596719,1,1,0.552743642,1,1
157707,0.262,1,0.0,0.0,0.0,0.38555937,1,0.719058153,0.719058153,1,1,0.552743642,1,1
157708,0.262,1,0.0,0.0,0.0,0.400147502,1,0.75149624,0.75149624,1,1,0.552743642,1,1
157709,0.262,1,0.0,0.0,0.0,0.350064483,1,0.761194639,0.761194639,1,1,0.552743642,1,1
157710,0.262,1,0.0,0.0,0.0,0.352161881,1,0.751498565,0.751498565,1,1,0.552743642,1,1
157711,0.262,1,0.0,0.0,0.0,0.30314554,1,0.733921558,0.733921558,1,1,0.552743642,1,1
157712,0.262,1,0.042200913,0.024184369,0.022236635,0.296743808,1,0.688228082,0.688228082,1,1,0.552743642,1,1
157713,0.262,1,0.299454128,0.17161025,0.157789291,0.319824593,1,0.603599261,0.603599261,1,1,0.552743642,1,1
157714,0.262,1,0.537085082,0.307791066,0.283002524,0.200590109,1,0.470064628,0.470064628,1,1,0.552743642,1,1
157715,0.262,1,0.733170119,0.420162876,0.386324255,0.108097902,1,0.357072393,0.357072393,1,1,0.552743642,1,1
157716,0.262,1,0.763983626,0.437821386,0.402560603,0.077045168,1,0.259356878,0.259356878,1,1,0.552743642,1,1
157717,0.262,1,0.74486496,0.426864919,0.392486537,0.036492858,1,0.180726643,0.180726643,1,1,0.552743642,1,1
157718,0.262,1,0.645532606,0.36993984,0.340146027,0.024810606,1,0.125751071,0.125751071,1,1,0.552743642,1,1
157719,0.262,1,0.417314181,0.239153127,0.219892472,0.008917443,1,0.072529326,0.072529326,1,1,0.552743642,1,1
157720,0.262,1,0.173858866,0.099634504,0.091610249,0.0,1,0.039303648,0.039303648,1,1,0.552743642,1,1
157721,0.262,1,0.004074314,0.002334895,0.00214685,0.000670764,1,0.007316316,0.007316316,1,1,0.552743642,1,1
157722,0.262,1,0.0,0.0,0.0,0.005896256,1,0.000941974,0.000941974,1,1,0.552743642,1,1
157723,0.262,1,0.0,0.0,0.0,0.065858194,1,0.002532262,0.002532262,1,1,0.552743642,1,1
157724,0.262,1,0.0,0.0,0.0,0.088672543,1,0.012122408,0.012122408,1,1,0.552743642,1,1
157725,0.262,1,0.0,0.0,0.0,0.074512575,1,0.034549045,0.034549045,1,1,0.552743642,1,1
157726,0.262,1,0.0,0.0,0.0,0.134037509,1,0.098709284,0.098709284,1,1,0.552743642,1,1
157727,0.262,1,0.0,0.0,0.0,0.080174576,1,0.146732483,0.146732483,1,1,0.552743642,1,1
157728,0.262,1,0.0,0.0,0.0,0.148869546,1,0.186510342,0.186510342,1,1,0.552743642,1,1
157729,0.262,1,0.0,0.0,0.0,0.189992,1,0.267658374,0.267658374,1,1,0.552743642,1,1
157730,0.262,1,0.0,0.0,0.0,0.181302953,1,0.309987052,0.309987052,1,1,0.552743642,1,1
157731,0.262,1,0.0,0.0,0.0,0.188100732,1,0.302345324,0.302345324,1,1,0.552743642,1,1
157732,0.262,1,0.0,0.0,0.0,0.267725364,1,0.306477072,0.306477072,1,1,0.552743642,1,1
157733,0.262,1,0.0,0.0,0.0,0.344109952,1,0.313341126,0.313341126,1,1,0.552743642,1,1
157734,0.262,1,0.0,0.0,0.0,0.34008332,1,0.267670644,0.267670644,1,1,0.552743642,1,1
157735,0.262,1,0.0,0.0,0.0,0.332956229,1,0.292616108,0.292616108,1,1,0.552743642,1,1
157736,0.262,1,0.007540326,0.004321187,0.003973172,0.276448819,1,0.291057172,0.291057172,1,1,0.552743642,1,1
157737,0.262,1,0.069503581,0.039830898,0.036623041,0.278697411,1,0.32703384,0.32703384,1,1,0.552743642,1,1
157738,0.262,1,0.210382505,0.120565359,0.110855397,0.470030523,1,0.386009358,0.386009358,1,1,0.552743642,1,1
157739,0.262,1,0.602525543,0.345293484,0.317484613,0.374346935,1,0.504178463,0.504178463,1,1,0.552743642,1,1
157740,0.262,1,0.731064732,0.418956327,0.385214878,0.389014087,1,0.711491933,0.711491933,1,1,0.552743642,1,1
157741,0.262,1,0.616543792,0.353327019,0.324871152,0.52251094,1,0.779469316,0.779469316,1,1,0.552743642,1,1
157742,0.262,1,0.546240856,0.313038029,0.287826913,0.473984441,1,0.804962747,0.804962747,1,1,0.552743642,1,1
157743,0.262,1,0.397012186,0.227518522,0.209194883,0.48784947,1,0.792577972,0.792577972,1,1,0.552743642,1,1
157744,0.262,1,0.183480863,0.105148648,0.096680301,0.431200482,1,0.755890862,0.755890862,1,1,0.552743642,1,1
157745,0.262,1,0.001756479,0.001006598,0.000925529,0.405165469,1,0.646281349,0.646281349,1,1,0.552743642,1,1
157746,0.262,1,0.0,0.0,0.0,0.34995513,1,0.543179141,0.543179141,1,1,0.552743642,1,1
157747,0.262,1,0.0,0.0,0.0,0.322211031,1,0.536419749,0.536419749,1,1,0.552743642,1,1
157748,0.262,1,0.0,0.0,0.0,0.366502152,1,0.543900485,0.543900485,1,1,0.552743642,1,1
157749,0.262,1,0.0,0.0,0.0,0.360354879,1,0.568825202,0.568825202,1,1,0.552743642,1,1
157750,0.262,1,0.0,0.0,0.0,0.395306711,1,0.588138678,0.588138678,1,1,0.552743642,1,1
157751,0.262,1,0.0,0.0,0.0,0.373677624,1,0.566269862,0.566269862,1,1,0.552743642,1,1
157752,0.262,1,0.0,0.0,0.0,0.319179381,1,0.460948116,0.460948116,1,1,0.552743642,1,1
