1,2,3,4,5,6,7,8
-6.8959682020080535e-18,-7.861526857548087e-7,-9.207709939557529e-7,-3.246262264143778e-7,-5.516215387816853e-16,-6.887468076529113e-19,-0.0,-3.9477664065177363e-16
-1.3765536664571223e-17,-1.5679937138731877e-6,-1.8395099067669164e-6,-6.482769823819652e-7,-1.0982869526632036e-15,-1.377403611588095e-18,-0.0,-7.889244512157692e-16
-2.0555721064628018e-17,-2.3447059196005897e-6,-2.7511650691403324e-6,-9.678583014011374e-7,-1.6304764302250942e-15,-2.061734658903011e-18,-0.0,-1.180035170165764e-15
-2.7308763306652527e-17,-3.1205160551156796e-6,-3.661692807155842e-6,-1.2866680222199776e-6,-2.1606800558789723e-15,-2.7409789439592186e-18,-0.0,-1.568845595231087e-15
-3.403325001837272e-17,-3.887607392467089e-6,-4.5692406676430865e-6,-1.6000849189566374e-6,-2.6857980957646957e-15,-3.4199947943000763e-18,-0.0,-1.957486392471185e-15
-4.073273646643674e-17,-4.653127799498963e-6,-5.476175302110769e-6,-1.9132385155247282e-6,-3.2048316286345876e-15,-4.089524135938519e-18,-0.0,-2.340729955537068e-15
-4.7410187993658856e-17,-5.410470485190165e-6,-6.379627377931672e-6,-2.2202998841610825e-6,-3.721765875324542e-15,-4.749594172741691e-18,-0.0,-2.719461729886972e-15
-5.404647191035422e-17,-6.166670886210217e-6,-7.282346311472875e-6,-2.5232501645834178e-6,-4.238522391356478e-15,-5.409099980241772e-18,-0.0,-3.0978487484179587e-15
-6.05526497353969e-17,-6.913190292048175e-6,-8.183080529548209e-6,-2.824684476226921e-6,-4.7544723935878606e-15,-6.066966800491188e-18,-0.0,-3.474705526131095e-15
-6.70338799443309e-17,-7.657491288772198e-6,-9.082268204843409e-6,-3.12378682810507e-6,-5.266965357729048e-15,-6.7226048388913116e-18,-0.0,-3.850356369008195e-15
-7.349715172117525e-17,-8.401585424920792e-6,-9.98130372436849e-6,-3.421697385652679e-6,-5.7668529897537536e-15,-7.369807716320085e-18,-0.0,-4.221437424391735e-15
-7.995670116007841e-17,-9.143166812148603e-6,-1.08790734463112e-5,-3.718121724677996e-6,-6.265798456606249e-15,-8.016925778863207e-18,-0.0,-4.591205130844458e-15
-8.634172764383555e-17,-9.881693056240224e-6,-1.177566721968888e-5,-4.012770040280401e-6,-6.763448962211713e-15,-8.658862302683997e-18,-0.0,-4.958759735645693e-15
-9.269926405590869e-17,-1.061945114749808e-5,-1.2669636070262421e-5,-4.307355744950011e-6,-7.25665243644519e-15,-9.296877121673458e-18,-0.0,-5.324708738246722e-15
-9.902645523553878e-17,-1.1355173425872076e-5,-1.3561368895190708e-5,-4.601867295308442e-6,-7.749267707896836e-15,-9.92662392023542e-18,-0.0,-5.685476022743576e-15
-1.0527546702592707e-16,-1.2089384988527117e-5,-1.4451296550530224e-5,-4.8946464714437235e-6,-8.239647907643527e-15,-1.0553995704054956e-17,-0.0,-6.045415761349135e-15
-1.1151156896635856e-16,-1.282220518280699e-5,-1.5339616342615898e-5,-5.185622989484937e-6,-8.723867312307648e-15,-1.1180220078103696e-17,-0.0,-6.4045783923272855e-15
-1.1768240123143826e-16,-1.3554798467700022e-5,-1.622733052460382e-5,-5.475175246361308e-6,-9.206534771097313e-15,-1.1805450225485937e-17,-0.0,-6.762567704868353e-15
-1.2383124678501506e-16,-1.4284153326504343e-5,-1.7114375090537995e-5,-5.762751328389167e-6,-9.688453560979335e-15,-1.2416371968751986e-17,-0.0,-7.113070014709039e-15
-1.2996657133565683e-16,-1.5012857901068043e-5,-1.799556724067442e-5,-6.0497190990277545e-6,-1.0167916983225973e-14,-1.3027061002903832e-17,-0.0,-7.463422321859048e-15
-1.3610066947330835e-16,-1.5740661112460683e-5,-1.887640447461936e-5,-6.335741114890423e-6,-1.0644747936006603e-14,-1.363488849987722e-17,-0.0,-7.812216141448505e-15
-1.421740148023524e-16,-1.6467664121394434e-5,-1.9757088252915447e-5,-6.6213444480121896e-6,-1.1120649529355479e-14,-1.4241427407903454e-17,-0.0,-8.160154775424705e-15
-1.482446864560197e-16,-1.7194655907322527e-5,-2.0637091616129318e-5,-6.906777638234189e-6,-1.1589655032029225e-14,-1.4846727760316313e-17,-0.0,-8.507333163233024e-15
-1.5431137300470824e-16,-1.7918922185017626e-5,-2.1516768523627866e-5,-7.191005296563126e-6,-1.204853650547681e-14,-1.5448699880777957e-17,-0.0,-8.852573527586149e-15
-1.6031768437833334e-16,-1.863966878593296e-5,-2.239443790211688e-5,-7.472696401616653e-6,-1.2505039074859074e-14,-1.605061900238394e-17,-0.0,-9.197809670924576e-15
-1.6631986778263568e-16,-1.9358164301079798e-5,-2.3271496585762414e-5,-7.752749082605792e-6,-1.2959847535267619e-14,-1.6651020782236968e-17,-0.0,-9.542235649954017e-15
-1.723204546752959e-16,-2.007406487760604e-5,-2.4146769343536285e-5,-8.030899123333662e-6,-1.3412789288547539e-14,-1.72505565211706e-17,-0.0,-9.885697714694312e-15
-1.7820908729471878e-16,-2.0789838842584797e-5,-2.5021919386710883e-5,-8.307681584373668e-6,-1.3865677282614576e-14,-1.7844554055716234e-17,-0.0,-1.0226695615755991e-14
-1.8408340456091613e-16,-2.150351701924563e-5,-2.5896919627881805e-5,-8.583147644718024e-6,-1.4317743282829327e-14,-1.843777793769011e-17,-0.0,-1.056697840498594e-14
-1.8995227833116026e-16,-2.2217097208368844e-5,-2.6771564985533745e-5,-8.85818906946333e-6,-1.4768103553803956e-14,-1.902978570022937e-17,-0.0,-1.0906349415949815e-14
-1.9580704327644878e-16,-2.293004663335212e-5,-2.764618329131349e-5,-9.131064905316904e-6,-1.5212335868093575e-14,-1.9621646172607246e-17,-0.0,-1.1245511905355482e-14
-2.016603198030581e-16,-2.364270057389903e-5,-2.8520754480769766e-5,-9.402892509852434e-6,-1.5655145623070183e-14,-2.020910979999474e-17,-0.0,-1.1582056414390843e-14
-2.0748494157855575e-16,-2.4354769096663093e-5,-2.93949310418836e-5,-9.672412145880632e-6,-1.6091048248003112e-14,-2.0795669077935793e-17,-0.0,-1.1918299697429848e-14
-2.1330408119163345e-16,-2.5065083391232353e-5,-3.0268117129159754e-5,-9.941362398401229e-6,-1.652571850153433e-14,-2.1381687698619688e-17,-0.0,-1.2253354224359348e-14
-2.1910655096976649e-16,-2.576494693574039e-5,-3.1141021946559044e-5,-1.0210001866692909e-5,-1.696030337719569e-14,-2.196623014545561e-17,-0.0,-1.2588241878401068e-14
-2.248882347503852e-16,-2.646478962197585e-5,-3.2013926465275055e-5,-1.0478327826414198e-5,-1.739370118534835e-14,-2.2550014458451233e-17,-0.0,-1.2922785776246125e-14
-2.306667054436048e-16,-2.716278478663386e-5,-3.288652512436835e-5,-1.0745388612684998e-5,-1.7826378958038867e-14,-2.3133130642803154e-17,-0.0,-1.3257291998926192e-14
-2.3643904064486976e-16,-2.7857027763143958e-5,-3.375886487928748e-5,-1.1012034033295571e-5,-1.8258742583899912e-14,-2.3714800030110204e-17,-0.0,-1.3590098768958782e-14
-2.4216331720441517e-16,-2.8547495235090634e-5,-3.462848845859107e-5,-1.1277517121721147e-5,-1.8689516752051162e-14,-2.4294855001028986e-17,-0.0,-1.3922507587178758e-14
-2.478796978765088e-16,-2.923755085033595e-5,-3.5497988217378075e-5,-1.15422116992886e-5,-1.9119077198627398e-14,-2.4869017026958275e-17,-0.0,-1.4251340586866893e-14
-2.5356663862419553e-16,-2.9927561348448166e-5,-3.6367232392970365e-5,-1.1804431822820957e-5,-1.954832321153634e-14,-2.544181507048588e-17,-0.0,-1.4579956499896313e-14
-2.592434110829005e-16,-3.061620039313241e-5,-3.7235208617020426e-5,-1.206601703668182e-5,-1.9977369316933408e-14,-2.6014204048404686e-17,-0.0,-1.4907988453338094e-14
-2.64913869702542e-16,-3.13045905134684e-5,-3.8102195846791294e-5,-1.2327391072402554e-5,-2.0400458174074326e-14,-2.6585122905345065e-17,-0.0,-1.523583104302639e-14
-2.7057531250267464e-16,-3.19922814695071e-5,-3.896866876890326e-5,-1.258850407405419e-5,-2.082187736627745e-14,-2.7155951507026678e-17,-0.0,-1.5562817081371848e-14
-2.7623670136860305e-16,-3.267966527654157e-5,-3.983456683841813e-5,-1.2848797833465925e-5,-2.124318646003186e-14,-2.7726657677038448e-17,-0.0,-1.588964537777513e-14
-2.818942326205394e-16,-3.33660210890365e-5,-4.0699331829236965e-5,-1.3107698901614806e-5,-2.1662663281669377e-14,-2.829722300748485e-17,-0.0,-1.6216397847065124e-14
-2.8753755649139413e-16,-3.4050453824157854e-5,-4.156301437424128e-5,-1.3364946468423722e-5,-2.208028863683114e-14,-2.8867595173131e-17,-0.0,-1.6542939940779715e-14
-2.931795458663395e-16,-3.473375807632014e-5,-4.242625107239313e-5,-1.3622186819459384e-5,-2.24971040567459e-14,-2.943614721442477e-17,-0.0,-1.6869240802829808e-14
-2.9880818232313457e-16,-3.5414455935124104e-5,-4.328780880110648e-5,-1.3879178823038116e-5,-2.2912957456197805e-14,-3.000423635126269e-17,-0.0,-1.71954185965401e-14
-3.0439897167825036e-16,-3.6094932857628184e-5,-4.4149223376104174e-5,-1.4136085512030521e-5,-2.332676068467184e-14,-3.0571428214830277e-17,-0.0,-1.7520462119041846e-14
-3.0998750025466327e-16,-3.6774991758255676e-5,-4.5009452361715566e-5,-1.4392329263428673e-5,-2.373844175397567e-14,-3.1129600135603314e-17,-0.0,-1.784033546241196e-14
-3.1556936368412024e-16,-3.74533736845581e-5,-4.5865343016325896e-5,-1.4647440803658195e-5,-2.4149628498018994e-14,-3.1686838357023503e-17,-0.0,-1.815984477459701e-14
-3.211091906258553e-16,-3.8131309840031844e-5,-4.6720304587113906e-5,-1.4901697810612699e-5,-2.4560010543929272e-14,-3.224383597495607e-17,-0.0,-1.8478960904959e-14
-3.266315905616355e-16,-3.880435618931195e-5,-4.757349056122155e-5,-1.5155618644407616e-5,-2.4968656610628798e-14,-3.2799459943955065e-17,-0.0,-1.8797409509866266e-14
-3.3211126097256616e-16,-3.9475073718311434e-5,-4.842618487041256e-5,-1.5408888075206363e-5,-2.53763531487709e-14,-3.335424927682757e-17,-0.0,-1.9115780296410807e-14
-3.3758621378613784e-16,-4.0141906403251474e-5,-4.927879366330942e-5,-1.566176834368593e-5,-2.5783801078770862e-14,-3.3903675517677394e-17,-0.0,-1.94314899320901e-14
-3.4304522580883545e-16,-4.080490181362953e-5,-5.0131395926695365e-5,-1.591344399104623e-5,-2.6187138387742598e-14,-3.445267531744612e-17,-0.0,-1.974604045255511e-14
-3.484361576771254e-16,-4.1466929190719985e-5,-5.0983598905269836e-5,-1.616477906198524e-5,-2.6589955319076486e-14,-3.5000680689597764e-17,-0.0,-2.0060303366152633e-14
-3.5382630645839392e-16,-4.212885433927751e-5,-5.183576223517366e-5,-1.6416107069248304e-5,-2.699261989084595e-14,-3.554554959754694e-17,-0.0,-2.0373014864474598e-14
-3.5918127181803706e-16,-4.279034475244857e-5,-5.268792071717962e-5,-1.6666477674953394e-5,-2.73945622280613e-14,-3.6089487028161466e-17,-0.0,-2.068448164795687e-14
-3.645274783103575e-16,-4.345093156685584e-5,-5.353865155837256e-5,-1.6916760442506476e-5,-2.7795837110320185e-14,-3.6632628490587274e-17,-0.0,-2.099580447069579e-14
-3.6986112199005344e-16,-4.4107364785900925e-5,-5.4386931334723207e-5,-1.7165943828805156e-5,-2.819496603844363e-14,-3.7172587381434284e-17,-0.0,-2.1305217156515392e-14
-3.751933301160844e-16,-4.476352916149217e-5,-5.523444274028814e-5,-1.741502185654658e-5,-2.859148119906778e-14,-3.770732295296756e-17,-0.0,-2.16119749850542e-14
-3.805189731829619e-16,-4.541914104703363e-5,-5.608176369891054e-5,-1.766406687387274e-5,-2.8987212144253315e-14,-3.8241883163586644e-17,-0.0,-2.1918025407671112e-14
-3.8580522074289223e-16,-4.607316854443159e-5,-5.692817212070931e-5,-1.791265783670407e-5,-2.9381813767164496e-14,-3.877112017264471e-17,-0.0,-2.222131154998555e-14
-3.9108142441168235e-16,-4.672620241948566e-5,-5.7773925737308605e-5,-1.8160793902260703e-5,-2.9776049975942044e-14,-3.929979396974722e-17,-0.0,-2.2524203184592252e-14
-3.9631913543518957e-16,-4.737825787311169e-5,-5.861944481863945e-5,-1.8408560189216714e-5,-3.0168423667738923e-14,-3.982798814257382e-17,-0.0,-2.2827061209011778e-14
-4.0155240932925247e-16,-4.802976331383829e-5,-5.946470994708514e-5,-1.865618324241131e-5,-3.0560776333977054e-14,-4.0355672911731485e-17,-0.0,-2.312958165909305e-14
-4.06779319849383e-16,-4.867965514228337e-5,-6.030964243064083e-5,-1.8901949595885168e-5,-3.095142520255048e-14,-4.088085895687406e-17,-0.0,-2.3431171182051422e-14
-4.1199855396216503e-16,-4.932938106571891e-5,-6.115399957300902e-5,-1.9145235922167107e-5,-3.1341967682401685e-14,-4.140582306421831e-17,-0.0,-2.3732656569703303e-14
-4.172088792853929e-16,-4.997822870946683e-5,-6.199723798563925e-5,-1.9388497417380934e-5,-3.173117468324664e-14,-4.1930548398259055e-17,-0.0,-2.4034064370006634e-14
-4.2240799420426206e-16,-5.062645394436378e-5,-6.283866757736373e-5,-1.9629622152514417e-5,-3.2120016389721726e-14,-4.2455202586807097e-17,-0.0,-2.433536022568646e-14
-4.275963942577902e-16,-5.127447605072147e-5,-6.367884187178527e-5,-1.9870686185870214e-5,-3.250818264119413e-14,-4.2979705878855835e-17,-0.0,-2.4636128987776707e-14
-4.3278343098536505e-16,-5.1914179968206974e-5,-6.451893214452718e-5,-2.0111657964899315e-5,-3.289469801002894e-14,-4.350409397537263e-17,-0.0,-2.4936835510170803e-14
-4.379691217546667e-16,-5.2551898107434585e-5,-6.535894341387813e-5,-2.0352305214682705e-5,-3.3279847610075306e-14,-4.4028463110440983e-17,-0.0,-2.523737646092057e-14
-4.431493231419371e-16,-5.3189563143371895e-5,-6.619870950224247e-5,-2.0592384402534714e-5,-3.3663599345625e-14,-4.4551988404786305e-17,-0.0,-2.5536991481451248e-14
-4.483215656175017e-16,-5.38265456627237e-5,-6.70381891259255e-5,-2.0832110124087464e-5,-3.404604930528159e-14,-4.507402451631216e-17,-0.0,-2.5836086699305838e-14
-4.53493720322143e-16,-5.44607870677554e-5,-6.787761087687827e-5,-2.107166971767845e-5,-3.442775318074666e-14,-4.5595529275099593e-17,-0.0,-2.6135067817612106e-14
-4.586541389069073e-16,-5.5094701804481037e-5,-6.871605654712778e-5,-2.1310875878613474e-5,-3.480872713081573e-14,-4.611651918989257e-17,-0.0,-2.643373043991713e-14
-4.637954864700232e-16,-5.572636027800361e-5,-6.955427287442473e-5,-2.1550036857663276e-5,-3.518934173339542e-14,-4.663654216774464e-17,-0.0,-2.6731750631903984e-14
-4.689185716622122e-16,-5.635696579947525e-5,-7.039016058063764e-5,-2.178918919575389e-5,-3.55696741459672e-14,-4.715490315995485e-17,-0.0,-2.7029408283529328e-14
-4.740345257922763e-16,-5.6987371834318315e-5,-7.122478673133288e-5,-2.2028145527234353e-5,-3.594700117059405e-14,-4.7671264424146904e-17,-0.0,-2.7326190385518e-14
-4.791373712086426e-16,-5.76148755732008e-5,-7.205877740465621e-5,-2.2267098434126083e-5,-3.632229135750814e-14,-4.818738619305134e-17,-0.0,-2.7622889225140325e-14
-4.842390735710786e-16,-5.8242272541542735e-5,-7.289028122126936e-5,-2.2505939612046767e-5,-3.6696973318952613e-14,-4.87032482859466e-17,-0.0,-2.79185920414067e-14
-4.893082608633921e-16,-5.886856583422069e-5,-7.372142625871606e-5,-2.274475594649516e-5,-3.707098980765527e-14,-4.9218809038688776e-17,-0.0,-2.821337136088961e-14
-4.943638989536489e-16,-5.949085538949585e-5,-7.455234840582616e-5,-2.2983357755933886e-5,-3.744473079587761e-14,-4.9733543432789366e-17,-0.0,-2.850793078418501e-14
-4.9941279361192425e-16,-6.011168640737527e-5,-7.538282391794206e-5,-2.3221674716797902e-5,-3.781730975008838e-14,-5.0246811991783515e-17,-0.0,-2.8802409908461675e-14
-5.044573242770797e-16,-6.0731394545327716e-5,-7.62130392480433e-5,-2.3459939369547545e-5,-3.8189379409677705e-14,-5.0759066022383196e-17,-0.0,-2.9096246501282714e-14
-5.09497699479268e-16,-6.135046497046996e-5,-7.704300314668941e-5,-2.3697997704697342e-5,-3.8560246954136935e-14,-5.127131576762462e-17,-0.0,-2.9390042582342775e-14
-5.145318335293841e-16,-6.196550906640351e-5,-7.787129592690666e-5,-2.393585243609454e-5,-3.893008607003468e-14,-5.178354352893016e-17,-0.0,-2.9683457137202395e-14
-5.195548880307994e-16,-6.257910681165155e-5,-7.86995720260869e-5,-2.417338232900188e-5,-3.929982320070535e-14,-5.2295746076389916e-17,-0.0,-2.997682461531067e-14
-5.245730086349682e-16,-6.319146191402992e-5,-7.952738810017712e-5,-2.4410394460266387e-5,-3.966917197361676e-14,-5.2807184647995464e-17,-0.0,-3.0270071440634755e-14
-5.295734894471019e-16,-6.380329094592641e-5,-8.0354091373292e-5,-2.464723222607267e-5,-4.0038075129479014e-14,-5.331772469127211e-17,-0.0,-3.056329580424825e-14
-5.345736367678576e-16,-6.441484284691002e-5,-8.117993621337365e-5,-2.488367789155805e-5,-4.040660773104776e-14,-5.382815396287845e-17,-0.0,-3.0855628072743154e-14
