Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,0.0
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,2.5545508030334914e8
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,1.7739639402095002e8
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,3.6398099415262403e9
NENGREST,NaturalGas_CCS100_Moderate,1,1,3.0449184768144304e-9
NENGREST,NENGREST_nuclear_1,1,1,0.0
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,5.597072758948831e7
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.4095812654137301e9
NENGREST,Liion_Moderate,1,1,1.0841105050872858e9
NENGREST,TEGS,1,1,1.9174680139175963e7
