Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,2.6539982546186477e8,0.0,0.0,1.054542095933234e6,2.725860715330336e7,4.7517785472066745e7,-3.8703369906774394e-8,3.581224820259927e7,1.8024195994677567e8,4.5911739613060236e7,4.0142511167147267e6,6.07210959062318e8
t1,30973.109897129016,0.0,0.0,0.0,0.0,8390.026882008664,-2.200003462820983e-11,6924.086829630398,0.0,0.0,0.0,46287.22360876806
t2,30973.109897129016,0.0,0.0,0.0,0.0,7410.222281677754,-2.200003462820983e-11,5568.667821193252,0.0,0.0,0.0,43952.0
t3,30973.109897129016,0.0,0.0,0.0,0.0,7725.675548948746,-2.200003462820983e-11,4261.21455392226,0.0,0.0,0.0,42960.0
t4,30973.109897129016,0.0,0.0,0.0,0.0,7043.761900339595,0.0,4111.128202531389,0.0,0.0,0.0,42128.0
t5,30973.109897129016,0.0,0.0,0.0,0.0,9630.06906035145,0.0,3732.044119121457,0.0,0.0,0.0,44335.22307660192
t6,30973.109897129016,0.0,0.0,0.0,0.0,9630.06906035145,0.0,2096.5670735528915,0.0,0.0,0.0,42699.746031033355
t7,30973.109897129016,0.0,0.0,0.0,0.0,9630.06906035145,0.0,1695.8210425195343,0.0,0.0,0.0,42299.0
t8,30973.109897129016,0.0,0.0,0.0,0.0,9630.06906035145,0.0,2000.635591220582,0.0,1077.1854512989519,0.0,43681.0
t9,30973.109897129016,0.0,0.0,0.0,0.0,6163.244198624929,0.0,4579.954640381224,0.0,2963.691263864832,0.0,44680.0
t10,24312.06895141923,0.0,0.0,0.0,0.0,0.0,0.0,4802.763244507879,16862.16780407289,0.0,0.0,45977.0
t11,29543.346664973844,0.0,0.0,0.0,0.0,0.0,0.0,4997.720773118701,40903.74598971184,0.0,0.0,75444.81342780439
t12,18637.92079090583,0.0,0.0,0.0,0.0,0.0,0.0,8749.879557890481,56074.97371707378,0.0,0.0,83462.7740658701
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9763.349250272136,64671.37298973839,0.0,0.0,74434.72224001052
