Region,Resource,Zone,Cluster,AnnualSum
ERC_REST,ERC_REST_biomass_1,1,1,9.835698436575438e8
ERC_REST,ERC_REST_conventional_hydroelectric_1,1,1,0.0
ERC_REST,NaturalGas_CCAvgCF_Moderate,1,1,4.6412459607727164e8
ERC_REST,NaturalGas_CTAvgCF_Moderate,1,1,2.23608577031714e9
ERC_REST,NaturalGas_CCCCSAvgCF_Moderate,1,1,1.831980089372239e10
ERC_REST,NaturalGas_CCS100_Moderate,1,1,-3.939355581493981e-11
ERC_REST,ERC_nuclear_1,1,1,3.978709893943596e-5
ERC_REST,LandbasedWind_Class3_Moderate_130,1,1,4.708083472776994e9
ERC_REST,UtilityPV_Class1_Moderate_100_0.2,1,1,6.559850556862593e9
ERC_REST,Liion_Moderate,1,1,3.0475021404872527e9
ERC_REST,TEGS,1,1,1.7332821686529672e8
