Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,float_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2
166441,0.262,1,0.0,0.0,0.0,0.575269603,1,0.81,0.81,1,1,0.552743642,1,1
166442,0.262,1,0.0,0.0,0.0,0.532861798,1,0.81,0.81,1,1,0.552743642,1,1
166443,0.262,1,0.0,0.0,0.0,0.51974785,1,0.81,0.81,1,1,0.552743642,1,1
166444,0.262,1,0.0,0.0,0.0,0.502172581,1,0.81,0.81,1,1,0.552743642,1,1
166445,0.262,1,0.0,0.0,0.0,0.527965131,1,0.81,0.81,1,1,0.552743642,1,1
166446,0.262,1,0.0,0.0,0.0,0.475718081,1,0.81,0.81,1,1,0.552743642,1,1
166447,0.262,1,0.0,0.0,0.0,0.439239799,1,0.81,0.81,1,1,0.552743642,1,1
166448,0.262,1,0.040511998,0.023216491,0.021346707,0.44163301,1,0.81,0.81,1,1,0.552743642,1,1
166449,0.262,1,0.233165183,0.133621586,0.122860116,0.427797449,1,0.809689975,0.809689975,1,1,0.552743642,1,1
166450,0.262,1,0.392470977,0.22491606,0.206802015,0.415090609,1,0.809578417,0.809578417,1,1,0.552743642,1,1
166451,0.262,1,0.534868331,0.306520697,0.281834467,0.497569885,1,0.809578417,0.809578417,1,1,0.552743642,1,1
166452,0.262,1,0.598755838,0.343133153,0.315498268,0.59195297,1,0.81,0.81,1,1,0.552743642,1,1
166453,0.262,1,0.518868502,0.297351565,0.273403788,0.733931391,1,0.81,0.81,1,1,0.552743642,1,1
166454,0.262,1,0.530131917,0.303806368,0.279338741,0.688058698,1,0.81,0.81,1,1,0.552743642,1,1
166455,0.262,1,0.45027413,0.258041713,0.23725983,0.645869153,1,0.81,0.81,1,1,0.552743642,1,1
166456,0.262,1,0.231292285,0.132548271,0.121873242,0.649152266,1,0.81,0.81,1,1,0.552743642,1,1
166457,0.262,1,8.03e-5,4.60181e-5,4.23119e-5,0.549503926,1,0.81,0.81,1,1,0.552743642,1,1
166458,0.262,1,0.0,0.0,0.0,0.430474843,1,0.81,0.81,1,1,0.552743642,1,1
166459,0.262,1,0.0,0.0,0.0,0.471801841,1,0.81,0.81,1,1,0.552743642,1,1
