BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,1.2674713323854522e8,2.4639645684987724e7,-2.911111257658636e7,0.0,0.0,0.0,1.5707736753556621e-6,0.0,0.0,-1.2227566629749997e8
t1,23889.78270145152,244.4365676628067,-9066.21426299231,0.0,0.0,0.0,1.462877813017706e-10,0.0,0.0,-15068.005000000001
t2,22276.266153349086,735.7976799232391,-8613.819827153651,0.0,0.0,0.0,1.4701109176464142e-10,0.0,0.0,-14398.244
t3,21606.229122277466,750.7142934705997,-8584.151409629727,0.0,0.0,0.0,1.4817951339168987e-10,0.0,0.0,-13772.792
t4,20911.112286816708,756.0492871239638,-8560.708567822858,0.0,0.0,0.0,1.5033686778447987e-10,0.0,0.0,-13106.453
t5,20395.714930486425,741.3450081128276,-8619.892932482597,0.0,0.0,0.0,1.5251820955477386e-10,0.0,0.0,-12517.167
t6,19766.813307547964,772.9958979719864,-8598.348199403328,0.0,0.0,0.0,1.5173177073953426e-10,0.0,0.0,-11941.461
t7,19463.016336333425,734.7475592708143,-8691.84688948883,0.0,0.0,0.0,1.537018212643198e-10,0.0,0.0,-11505.917
t8,19297.327455927345,711.4382806810253,-8765.26473049313,0.0,0.0,0.0,1.54557791978024e-10,0.0,0.0,-11243.501
t9,19095.38318482951,746.2083175388436,-8675.50049625472,0.0,0.0,0.0,1.531997174850894e-10,0.0,0.0,-11166.091
t10,18228.253466443148,925.4031790800717,-7872.623639413574,0.0,0.0,0.0,1.51513242832763e-10,0.0,0.0,-11281.033
t11,13114.939272132717,2134.0877151076584,-3604.8949811337197,0.0,0.0,0.0,1.4624947771589327e-10,0.0,0.0,-11644.132
t12,11056.365366804686,3365.2703129373112,-2260.1636736023215,0.0,0.0,0.0,1.4517352209873324e-10,0.0,0.0,-12161.472
t13,10401.370242659705,4003.7850283894236,-1820.1122649117149,0.0,0.0,0.0,1.4724539139318763e-10,0.0,0.0,-12585.043
t14,8757.517932437704,5854.24447294174,-1413.7373992430234,0.0,0.0,0.0,1.4911497238165546e-10,0.0,0.0,-13198.025
t15,12424.930525951395,3396.859394943994,-2070.356914757727,0.0,0.0,0.0,1.496629134627742e-10,0.0,0.0,-13751.433
t16,16660.858219183567,1847.741262567379,-4103.3414756069915,0.0,0.0,0.0,1.498773670320471e-10,0.0,0.0,-14405.258
t17,16610.976905719108,1862.8700113722741,-3891.6529109822295,0.0,0.0,0.0,1.5156131841845712e-10,0.0,0.0,-14582.194000000001
t18,14127.51925822586,2724.3399633779327,-2457.6022154895377,0.0,0.0,0.0,1.545257446513085e-10,0.0,0.0,-14394.256999999998
t19,11765.954885686922,4130.267395651877,-1748.1342752251896,0.0,0.0,0.0,1.5773946312315093e-10,0.0,0.0,-14148.088
t20,8126.189538565082,6966.633502387831,-1142.3350348467636,0.0,0.0,0.0,1.5785797029496021e-10,0.0,0.0,-13950.488
t21,7358.235285748939,7831.825877169119,-1014.619156802293,0.0,0.0,0.0,1.5539871984681066e-10,0.0,0.0,-14175.442
t22,9199.098397083297,6963.334815053988,-1011.0882059901481,0.0,0.0,0.0,3.5780416193645806e-10,0.0,0.0,-15151.344999999998
t23,6771.998419776416,9554.292492077544,-518.1689057047802,0.0,0.0,0.0,1.4990871572274145e-10,0.0,0.0,-15808.122
t24,7847.678577282439,8438.036794560792,-790.4813657527213,0.0,0.0,0.0,1.4822167979353305e-10,0.0,0.0,-15495.234000000002
t25,7149.205098414865,8511.8732652667,-698.1673575725272,0.0,0.0,0.0,1.4794840677286888e-10,0.0,0.0,-14962.910999999998
t26,10311.457409497778,5266.534083839224,-1199.5214872236022,0.0,0.0,0.0,1.476522665004139e-10,0.0,0.0,-14378.47
t27,11177.524451590289,3869.57750160857,-1363.6989470837436,0.0,0.0,0.0,1.5049844334684297e-10,0.0,0.0,-13683.403
t28,12466.368122769287,2316.727804966196,-1925.7339216191472,0.0,0.0,0.0,1.556238105149478e-10,0.0,0.0,-12857.362
t29,15502.757068171637,1321.4612143522552,-4769.14227640712,0.0,0.0,0.0,1.6215711158490852e-10,0.0,0.0,-12055.076
t30,15708.936052199204,1335.4074604055995,-5624.709506488113,0.0,0.0,0.0,1.6984844344101517e-10,0.0,0.0,-11419.634
t31,13841.161268411264,1725.7773050848077,-4596.234567378201,0.0,0.0,0.0,1.753066187056394e-10,0.0,0.0,-10970.704
t32,15026.048241024671,1452.3881428588618,-5748.83737776573,0.0,0.0,0.0,1.8215659603142102e-10,0.0,0.0,-10729.599
t33,15392.893670634036,1374.07685234168,-6149.994516857862,0.0,0.0,0.0,1.8794648348585542e-10,0.0,0.0,-10616.976
t34,14630.68857464017,1554.5257810582218,-5523.122349580815,0.0,0.0,0.0,1.8983036821576415e-10,0.0,0.0,-10662.092
t35,13276.54931025104,1965.859302056151,-4308.7876061902425,0.0,0.0,0.0,1.883242456304953e-10,0.0,0.0,-10933.621
t36,12474.170464058163,2417.7631271162268,-3462.1885850561976,0.0,0.0,0.0,1.8183199732605088e-10,0.0,0.0,-11429.745
t37,13261.330463499184,2328.117140624724,-3580.471598006443,0.0,0.0,0.0,1.869867961815696e-10,0.0,0.0,-12008.976
t38,15217.80620782896,1952.3547837168462,-4352.289985428764,0.0,0.0,0.0,1.934674017192214e-10,0.0,0.0,-12817.871
t39,17678.48609919324,1639.5319093459798,-5352.200002421377,0.0,0.0,0.0,1.9657549637672451e-10,0.0,0.0,-13965.818
t40,19763.388238207648,1289.5689598315378,-6492.90519192103,0.0,0.0,0.0,1.9771228826436543e-10,0.0,0.0,-14560.052
t41,20990.22971313844,1118.7938462282732,-7225.471553247507,0.0,0.0,0.0,1.941200052081121e-10,0.0,0.0,-14883.552
t42,21417.29307724234,1036.118233140971,-7492.832304264248,0.0,0.0,0.0,1.9348013443942484e-10,0.0,0.0,-14960.579
t43,21081.5061455163,1005.0967535295921,-7593.274892926512,0.0,0.0,0.0,1.9224197393291448e-10,0.0,0.0,-14493.328
t44,20863.91543217065,970.1749222218658,-7720.594348273174,0.0,0.0,0.0,1.8954875338205503e-10,0.0,0.0,-14113.495999999997
t45,20350.167475069982,1016.2001236999607,-7510.483592651814,0.0,0.0,0.0,1.853832736804368e-10,0.0,0.0,-13855.884
t46,21302.911903401884,979.1213303456049,-7668.06022762777,0.0,0.0,0.0,1.6933803092330396e-10,0.0,0.0,-14613.973
t47,22385.25753783557,948.1464360876507,-7844.090967803865,0.0,0.0,0.0,1.6217379131631306e-10,0.0,0.0,-15489.312999999998
t48,22350.29523076544,917.8865618635361,-7959.797786510452,0.0,0.0,0.0,1.5927822438663776e-10,0.0,0.0,-15308.384
t49,22107.351972073517,868.5780464073164,-8124.316012362982,0.0,0.0,0.0,1.574295127271641e-10,0.0,0.0,-14851.613999999998
t50,21616.200224863813,844.950087656503,-8159.39230640378,0.0,0.0,0.0,1.5656536090736933e-10,0.0,0.0,-14301.758000000002
t51,21007.114291407845,847.7633097399089,-8196.270595031241,0.0,0.0,0.0,1.5436629386257185e-10,0.0,0.0,-13658.607
t52,19649.67066003982,940.1227725965982,-7716.860426521431,0.0,0.0,0.0,1.5553156958735893e-10,0.0,0.0,-12872.933
t53,17529.414409607078,1155.1383865509658,-6569.994790044539,0.0,0.0,0.0,1.5755039065646676e-10,0.0,0.0,-12114.558
t54,12456.642518408864,1335.7569466185078,-2280.5754589255444,0.0,0.0,0.0,1.583438146073303e-10,0.0,0.0,-11511.824
t55,11135.779001727216,1.5663841162202516e-6,-2.123675661691824e-7,0.0,0.0,0.0,1.6072740967966884e-10,0.0,0.0,-11135.779
