Imports,Net Electric,Gross Electric,Recirc Power,Salt Heating,Fixed plant power,Var plant power,Reactor Thermal power,Turbine Thermal input,Tritium inventory,Tritium exports,Deuterium inventory,Deuterium imports,Commitment State,Storage Inventory,Charge per Hour,Discharge per Hour,Net charge rate
1.2435704164503559e-6,2865.189911547123,4390.665249905941,1525.4753383588172,0.00024845773466657383,161.89665620340872,918.2470799787958,11018.969367333297,10976.663124764851,0.07062216618254127,11571.018862739269,0.07379597643172782,11845.26658029864,16.18966562034087,0.0,0.0,0.0,0.0
1.2374285900662542e-6,3763.80303555724,5580.98298411667,1817.1799485594297,0.00024858500456244754,205.61850418606952,1166.2298420694776,13994.763702739214,13952.457460291675,0.0720148461660631,13794.659776998898,0.07258433367906378,13733.710694360681,20.56185041860695,0.0,0.0,0.0,0.0
1.2129183133385556e-6,4573.3847316759075,6653.368242181793,2079.9835105058855,0.00024954349368521653,245.008559185121,1389.643348058393,16675.726846991456,16633.420605454485,0.0745429251380411,16312.537635585468,0.0690526554669434,15914.813434294654,24.500855918512098,0.0,0.0,0.0,0.0
1.1991738304083286e-6,4808.483881009411,6964.784439152438,2156.3005581430275,0.0002486902736465247,256.44725919040155,1454.5216965434743,17454.267340228627,17411.961097881096,0.07392645908997765,17542.745199274075,0.06790933353487946,17207.93431074926,25.644725919040155,0.0,0.0,0.0,0.0
1.2309142017502079e-6,4854.082965220498,7025.18573469688,2171.1027694763825,0.00024869505725226646,258.66587231436756,1467.1052947480796,17605.270579085187,17562.9643367422,0.07256882045974715,17800.207962038112,0.06845198873238181,17722.187691417814,25.866587231436757,0.0,0.0,0.0,0.0
1.2455114693846779e-6,4759.859801129431,6900.37618624197,2140.5163851125394,0.00024868765741870827,254.08146681798232,1441.1033158880216,17293.246707954942,17250.940465604926,0.07000838266995911,17660.9504252385,0.07127339431852901,17901.129200133684,25.408146681798232,0.0,0.0,0.0,0.0
1.2498251933364507e-6,5194.278693922878,7475.814605455508,2281.5359115326305,0.00024873998433997866,275.2180371402701,1560.9862719334978,18731.842755939077,18689.53651363877,0.06972571636064546,18772.379188341023,0.07220320794351412,18932.174614071366,27.52180371402701,0.0,0.0,0.0,0.0
1.2542922738076434e-6,5713.966464593292,8164.20157463809,2450.2351100447986,0.0002486790318514428,300.5033411611082,1704.4001664857806,20452.810178953438,20410.503936595225,0.07032343507840079,20366.892018798397,0.07194745299611886,20397.706809351774,30.05033411611082,0.0,0.0,0.0,0.0
1.2518179657507785e-6,6123.586521284237,8706.791041842587,2583.204520558351,0.0002487564940740298,320.43332448484904,1817.4395935981295,21809.283846891092,21766.97760460647,0.07060485137835776,21768.797502555324,0.07203086670637644,21827.25564588455,32.043332448484904,0.0,0.0,0.0,0.0
1.2380027420300773e-6,6596.085653340998,9332.67116428969,2736.5855109486934,0.00024876255976047314,343.42267484980346,1947.831233617452,23373.984153003086,23331.677910724226,0.06997491681760602,23464.400206270602,0.07311777594645874,23608.162854880393,34.34226748498035,0.0,0.0,0.0,0.0
1.2430416959701549e-6,7759.302834502997,10873.487760844326,3114.1849263413296,0.000248336758256951,400.01876142036593,2268.8345628653274,27226.025644794187,27183.719402110815,0.0709984494000324,27078.945117565832,0.07189396567143115,26962.351097756233,40.00187614203659,0.0,0.0,0.0,0.0
1.2419227596549553e-6,8272.485996100233,11553.258596755855,3280.7726006556213,0.0002477059923334176,424.98756881482257,2410.4534304159283,28925.452735172235,28883.146491889634,0.07085554951540839,28945.912784752996,0.07202278773832657,28953.207936145995,42.49875688148226,0.0,0.0,0.0,0.0
1.2416114720956616e-6,8690.614103016365,12107.117482152464,3416.503379136099,4.0680719684993114e-8,445.33135371772914,2525.840671658811,30310.100183945808,30267.793705381162,0.07120402617353341,30259.981077055963,0.07156001020361982,30210.393015822552,44.533135371772914,0.0,0.0,0.0,0.0
1.2389359627176255e-6,8690.614103186585,12107.117482348702,3416.503379162119,2.5434750878184052e-8,445.3313537169054,2525.8406717009007,30310.100184450883,30267.793705871754,0.07135680615488618,30288.089814959138,0.07117036606591043,30226.14988299243,44.53313537169054,0.0,0.0,0.0,0.0
1.212211395739974e-6,8690.614102992364,12107.117482099151,3416.503379106787,2.5790902665291666e-8,445.3313537132354,2525.840671648883,30310.10018382667,30267.79370524788,0.07136544281456375,30308.7938221908,0.07059199646021026,30185.488267326728,44.53313537132354,0.0,0.0,0.0,0.0
1.2307194218611373e-6,8690.614103047503,12107.117482173373,3416.503379125873,2.5032408901548077e-8,445.3313537175563,2525.8406716644063,30310.100184012947,30267.793705433436,0.07103754039985119,30357.132891041096,0.07021195071326945,30228.21789210617,44.53313537175563,0.0,0.0,0.0,0.0
