Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,float_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2
140161,0.262,1,0.0,0.0,0.0,0.689413799,1,0.81,0.81,1,1,0.552743642,1,1
140162,0.262,1,0.0,0.0,0.0,0.621934618,1,0.81,0.81,1,1,0.552743642,1,1
140163,0.262,1,0.0,0.0,0.0,0.640879043,1,0.81,0.81,1,1,0.552743642,1,1
140164,0.262,1,0.0,0.0,0.0,0.620133224,1,0.81,0.81,1,1,0.552743642,1,1
140165,0.262,1,0.0,0.0,0.0,0.476754842,1,0.81,0.81,1,1,0.552743642,1,1
140166,0.262,1,0.0,0.0,0.0,0.384669247,1,0.81,0.81,1,1,0.552743642,1,1
140167,0.262,1,0.0,0.0,0.0,0.330600581,1,0.81,0.81,1,1,0.552743642,1,1
140168,0.262,1,0.026904124,0.015418133,0.014176404,0.311687525,1,0.81,0.81,1,1,0.552743642,1,1
140169,0.262,1,0.289317771,0.165801338,0.15244821,0.430704956,1,0.80995275,0.80995275,1,1,0.552743642,1,1
140170,0.262,1,0.483603221,0.277141846,0.254821697,0.445612976,1,0.81,0.81,1,1,0.552743642,1,1
140171,0.262,1,0.637178858,0.365152499,0.335744244,0.520957656,1,0.81,0.81,1,1,0.552743642,1,1
140172,0.262,1,0.805411143,0.46156254,0.424389718,0.649614443,1,0.809416326,0.809416326,1,1,0.552743642,1,1
140173,0.262,1,0.803562556,0.460503157,0.423415655,0.646741959,1,0.80604943,0.80604943,1,1,0.552743642,1,1
140174,0.262,1,0.760092726,0.435591601,0.400510398,0.602333923,1,0.787482837,0.787482837,1,1,0.552743642,1,1
140175,0.262,1,0.591995315,0.339258854,0.311935993,0.554845762,1,0.768611491,0.768611491,1,1,0.552743642,1,1
140176,0.262,1,0.300102535,0.171981837,0.158130951,0.517188268,1,0.743491595,0.743491595,1,1,0.552743642,1,1
140177,0.262,1,0.0,0.0,0.0,0.409236247,1,0.716854821,0.716854821,1,1,0.552743642,1,1
140178,0.262,1,0.0,0.0,0.0,0.365925897,1,0.635747491,0.635747491,1,1,0.552743642,1,1
140179,0.262,1,0.0,0.0,0.0,0.374267363,1,0.636556418,0.636556418,1,1,0.552743642,1,1
140180,0.262,1,0.0,0.0,0.0,0.376215114,1,0.59834149,0.59834149,1,1,0.552743642,1,1
140181,0.262,1,0.0,0.0,0.0,0.491390827,1,0.56181206,0.56181206,1,1,0.552743642,1,1
140182,0.262,1,0.0,0.0,0.0,0.486235107,1,0.539512973,0.539512973,1,1,0.552743642,1,1
140183,0.262,1,0.0,0.0,0.0,0.470670315,1,0.486318397,0.486318397,1,1,0.552743642,1,1
140184,0.262,1,0.0,0.0,0.0,0.387831225,1,0.419830795,0.419830795,1,1,0.552743642,1,1
140185,0.262,1,0.0,0.0,0.0,0.358387261,1,0.391311743,0.391311743,1,1,0.552743642,1,1
140186,0.262,1,0.0,0.0,0.0,0.338106681,1,0.346339776,0.346339776,1,1,0.552743642,1,1
140187,0.262,1,0.0,0.0,0.0,0.348671099,1,0.305552259,0.305552259,1,1,0.552743642,1,1
140188,0.262,1,0.0,0.0,0.0,0.294297047,1,0.301420409,0.301420409,1,1,0.552743642,1,1
140189,0.262,1,0.0,0.0,0.0,0.225096178,1,0.266427341,0.266427341,1,1,0.552743642,1,1
140190,0.262,1,0.0,0.0,0.0,0.19887955,1,0.249525599,0.249525599,1,1,0.552743642,1,1
140191,0.262,1,0.0,0.0,0.0,0.165831008,1,0.250895671,0.250895671,1,1,0.552743642,1,1
140192,0.262,1,0.007127471,0.004084589,0.003755629,0.173637285,1,0.30249911,0.30249911,1,1,0.552743642,1,1
140193,0.262,1,0.168136169,0.096354958,0.088594828,0.205165189,1,0.294438942,0.294438942,1,1,0.552743642,1,1
140194,0.262,1,0.307167807,0.176030782,0.161853806,0.177525615,1,0.262471596,0.262471596,1,1,0.552743642,1,1
140195,0.262,1,0.450999433,0.258457367,0.237642009,0.092051404,1,0.250782724,0.250782724,1,1,0.552743642,1,1
140196,0.262,1,0.496805584,0.284707815,0.261778327,0.044134231,1,0.249987405,0.249987405,1,1,0.552743642,1,1
140197,0.262,1,0.401621325,0.230159913,0.211623544,0.053955093,1,0.228109359,0.228109359,1,1,0.552743642,1,1
140198,0.262,1,0.340032994,0.194865062,0.179171231,0.049506322,1,0.219263027,0.219263027,1,1,0.552743642,1,1
140199,0.262,1,0.263563308,0.15104205,0.138877589,0.084622651,1,0.24669223,0.24669223,1,1,0.552743642,1,1
140200,0.262,1,0.118412181,0.067859288,0.062394111,0.104973383,1,0.296716476,0.296716476,1,1,0.552743642,1,1
140201,0.262,1,0.0,0.0,0.0,0.145437875,1,0.35925753,0.35925753,1,1,0.552743642,1,1
