Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.422942444746558e7,5.073734759110857e7,1.0496677203857416e8
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.19797083996309,0.0,66.19797083996309
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.637191332697057,0.0,10.637191332697057
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7229.7826135548175,0.0,7229.7826135548175
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34945.319083742426,1793.4507203880567,36738.76980413048
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34945.319083742426,24563.765294149103,59509.08437789153
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34945.319083742426,36581.32811934403,71526.64720308645
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34945.319083742426,39906.021444548445,74851.34052829086
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4925.110980790391,68710.98364906452,73636.09462985491
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70611.53871050035,70611.53871050035
