Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4243548692178644e7,1.7645104813163776e7,7.188865350534242e7
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165.2236087681613,0.0,1165.2236087681613
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2546.2230766018724,0.0,2546.2230766018724
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062.7460310333477,0.0,1062.7460310333477
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28287.81342780476,0.0,28287.81342780476
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35932.77406586991,0.0,35932.77406586991
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26966.7222400101,0.0,26966.7222400101
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29109.36866074928,0.0,29109.36866074928
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35932.77406586991,0.0,35932.77406586991
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56696.624189714035,56696.624189714035
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47812.606932434144,47812.606932434144
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37302.805545857045,37302.805545857045
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12702.142914764758,12702.142914764758
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17280.158297197264,0.0,17280.158297197264
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32950.70683872941,0.0,32950.70683872941
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35932.77406586991,0.0,35932.77406586991
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35932.77406586991,14259.855979412596,50192.63004528251
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34133.03919263746,18651.7356191053,52784.774811742755
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49586.791476686776,49586.791476686776
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41583.85122831384,41583.85122831384
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26907.03619217733,26907.03619217733
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.2601980846666,864.2601980846666
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8474.622753552912,0.0,8474.622753552912
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25939.516368983328,0.0,25939.516368983328
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35932.77406586991,0.0,35932.77406586991
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35932.77406586991,0.0,35932.77406586991
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35932.77406586991,12081.627795703416,48014.40186157333
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14016.99114015796,32624.852601807204,46641.84374196516
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39786.681161911925,39786.681161911925
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25532.052804841696,25532.052804841696
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407.565648898657,1407.565648898657
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
