Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,-2.942574338168774e-11
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,2.4943395555217496e8
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,1.8299071716683096e8
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,3.6744616223589716e9
NENGREST,NaturalGas_CCS100_Moderate,1,1,2.8991569663041664e-10
NENGREST,NENGREST_nuclear_1,1,1,-5.1029607249516886e-8
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,7.211580979197921e7
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.382775192060058e9
NENGREST,Liion_Moderate,1,1,1.0618601079729556e9
NENGREST,TEGS,1,1,1.2002689443399021e7
