Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,0.0
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,2.422355740364491e8
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,1.9329164692151964e8
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,3.678059750418901e9
NENGREST,NaturalGas_CCS100_Moderate,1,1,3.1015161648932425e-9
NENGREST,NENGREST_nuclear_1,1,1,0.0
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,9.614980067722848e7
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.3680831479924905e9
NENGREST,Liion_Moderate,1,1,1.0489923208881447e9
NENGREST,TEGS,1,1,7.171239217866074e6
