Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,2.6585741485737804e8,0.0,2.549299932452343e-9,1.0649191315657161e6,2.712169306135736e7,4.880424615584554e7,2.1858375683451012e-9,3.618277676151831e7,1.7112099434822938e8,4.3168005905169874e7,1.7146855151245454e6,5.950347357361888e8
t1,31794.156681003904,0.0,0.0,0.0,0.0,6332.116979321565,-1.0792026750875455e-12,6995.726339674533,0.0,0.0,0.0,45122.0
t2,31794.156681003904,0.0,0.0,0.0,0.0,6531.559722015395,-1.2950432101050546e-12,5626.283596980703,0.0,0.0,0.0,43952.00000000001
t3,31794.156681003904,0.0,0.0,0.0,0.0,6860.540449842207,-1.5108837451225637e-12,4305.302869153891,0.0,0.0,0.0,42960.0
t4,31794.156681003904,0.0,0.0,0.0,0.0,6180.17965765191,-8.633621400700363e-13,4153.663661344186,0.0,0.0,0.0,42128.0
t5,31794.156681003904,0.0,0.0,0.0,0.0,7915.691390402189,-1.0792026750875455e-12,3770.657414814519,0.0,0.0,0.0,43480.505486220616
t6,31794.156681003904,0.0,0.0,0.0,0.0,7724.584282066712,-1.2950432101050546e-12,2118.259036929384,0.0,0.0,0.0,41637.0
t7,31794.156681003904,0.0,0.0,0.0,0.0,9706.172139218852,-1.5108837451225637e-12,1713.3667191694499,0.0,0.0,0.0,43213.6955393922
t8,31794.156681003904,0.0,0.0,0.0,0.0,9706.172139218852,-1.7267242801400728e-12,2021.3350071953455,0.0,159.3361725818986,0.0,43681.0
t9,31794.156681003904,0.0,0.0,0.0,0.0,6211.950169100065,-1.942564815157582e-12,4627.340774399244,0.0,2046.5523754967908,0.0,44680.0
t10,25115.670821917898,0.0,0.0,0.0,0.0,0.0,0.0,4852.454649910559,16008.874528171544,0.0,0.0,45977.0
t11,7961.998621318277,0.0,0.0,0.0,0.0,0.0,-2.1584053501750908e-13,5049.429290982959,38833.85249690912,0.0,0.0,51845.28040921036
t12,7961.998621318277,0.0,0.0,0.0,0.0,0.0,0.0,8840.409486225584,53237.35529368419,0.0,0.0,70039.76340122805
t13,7961.998621318277,0.0,0.0,0.0,0.0,0.0,0.0,9864.364961641633,61398.74230804616,0.0,0.0,79225.10589100607
t14,7961.998621318277,0.0,0.0,0.0,0.0,0.0,0.0,6844.087131864829,66017.54924474553,0.0,0.0,80823.63499792863
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4594.511667553844,66358.35441677381,0.0,0.0,70952.86608432766
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4886.847047558121,63273.17075420182,0.0,0.0,68160.01780175994
t17,14307.370506451756,0.0,0.0,0.0,0.0,0.0,0.0,4347.511720812263,54995.192496777534,0.0,0.0,73650.07472404155
t18,31794.156681003904,0.0,0.0,0.0,0.0,0.0,0.0,6287.555606295189,43488.53366224304,0.0,0.0,81570.24594954214
t19,31794.156681003904,0.0,0.0,0.0,0.0,0.0,0.0,6154.675888111427,22941.569211799895,0.0,0.0,60890.40178091523
t20,31794.156681003904,0.0,0.0,0.0,0.0,1538.656540002422,0.0,4692.998988090045,0.0,0.0,14830.187790903634,52856.00000000001
t21,31794.156681003904,0.0,0.0,0.0,0.0,4274.0459444511725,0.0,4019.220652358268,0.0,13502.576722186648,0.0,53589.99999999999
t22,31794.156681003904,0.0,0.0,0.0,0.0,4274.0459444511725,0.0,5432.435537512626,0.0,12000.361837032298,0.0,53501.0
