Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
Zone,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1556.1850473229633,0.0
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1556.1850473229633,0.0
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2397.7049435637928,0.0
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2224.5134516269463,0.0
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4313.217976473537,0.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25022.20030560335,0.0
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54238.73772532894,0.0
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85171.56192342329,0.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107618.51872100473,0.0
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128227.45509862388,0.0
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136294.1815259365,19296.97488654082
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136294.1815259365,48376.193414407244
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136294.1815259365,44490.563372710894
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136294.1815259365,0.0
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121617.46769747275,0.0
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108573.59613548112,0.0
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96069.14393875388,0.0
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85222.22476678809,0.0
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76196.39125129241,0.0
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69963.34782160619,0.0
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65709.39050423937,0.0
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60585.345294510764,0.0
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55789.842805675056,0.0
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47981.407210564605,0.0
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37114.00763347531,0.0
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21716.12516693835,0.0
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3386.5697352687384,0.0
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.0
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13034.769239953039,0.0
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41440.73893227787,0.0
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72788.40068324326,0.0
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104136.06243420867,0.0
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135483.72418517407,0.0
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136294.1815259365,45595.905040509926
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136294.1815259365,69373.10791126397
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136294.1815259365,71399.45339971704
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136294.1815259365,48063.64487334923
