Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,2.455146151553945e9
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,4.6995505864456944e7
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,9.792687305765076e7
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,6.397566198352011e8
NENGREST,NaturalGas_CCS100_Moderate,1,1,1.264743325880329e9
NENGREST,NENGREST_nuclear_1,1,1,0.0
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,1.222566295083611e8
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.1890466089557164e9
NENGREST,Liion_Moderate,1,1,1.0348986778016275e9
NENGREST,TEGS,1,1,3.35740381381774e7
