Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,float_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2
113881,0.262,1,0.0,0.0,0.0,0.496198877,1,0.81,0.81,1,1,0.552743642,1,1
113882,0.262,1,0.0,0.0,0.0,0.479814571,1,0.81,0.81,1,1,0.552743642,1,1
113883,0.262,1,0.0,0.0,0.0,0.472551134,1,0.81,0.81,1,1,0.552743642,1,1
113884,0.262,1,0.0,0.0,0.0,0.448317023,1,0.81,0.81,1,1,0.552743642,1,1
113885,0.262,1,0.0,0.0,0.0,0.381280689,1,0.808876235,0.808876235,1,1,0.552743642,1,1
113886,0.262,1,0.0,0.0,0.0,0.336925563,1,0.807409326,0.807409326,1,1,0.552743642,1,1
113887,0.262,1,0.0,0.0,0.0,0.40910897,1,0.806518143,0.806518143,1,1,0.552743642,1,1
113888,0.262,1,0.044420289,0.025456243,0.023406075,0.439490922,1,0.801673978,0.801673978,1,1,0.552743642,1,1
113889,0.262,1,0.297033915,0.170223282,0.156514024,0.407256113,1,0.792103045,0.792103045,1,1,0.552743642,1,1
113890,0.262,1,0.527367972,0.302222415,0.277882354,0.465327993,1,0.774710933,0.774710933,1,1,0.552743642,1,1
113891,0.262,1,0.74002529,0.424091416,0.389936403,0.391256835,1,0.745726391,0.745726391,1,1,0.552743642,1,1
113892,0.262,1,0.643021158,0.368500587,0.338822687,0.42926632,1,0.70115302,0.70115302,1,1,0.552743642,1,1
113893,0.262,1,0.702848039,0.402785992,0.370346851,0.481213377,1,0.654824777,0.654824777,1,1,0.552743642,1,1
113894,0.262,1,0.54384916,0.311667403,0.286566673,0.447793882,1,0.570995832,0.570995832,1,1,0.552743642,1,1
113895,0.262,1,0.360141855,0.206388986,0.189767054,0.423318222,1,0.47038079,0.47038079,1,1,0.552743642,1,1
113896,0.262,1,0.148854424,0.085305035,0.078434831,0.377102532,1,0.473441025,0.473441025,1,1,0.552743642,1,1
113897,0.262,1,0.0,0.0,0.0,0.312718435,1,0.442139872,0.442139872,1,1,0.552743642,1,1
113898,0.262,1,0.0,0.0,0.0,0.292959489,1,0.40775119,0.40775119,1,1,0.552743642,1,1
113899,0.262,1,0.0,0.0,0.0,0.23150767,1,0.41236856,0.41236856,1,1,0.552743642,1,1
113900,0.262,1,0.0,0.0,0.0,0.153159398,1,0.433462171,0.433462171,1,1,0.552743642,1,1
113901,0.262,1,0.0,0.0,0.0,0.174233914,1,0.424461483,0.424461483,1,1,0.552743642,1,1
113902,0.262,1,0.0,0.0,0.0,0.06061744,1,0.355822913,0.355822913,1,1,0.552743642,1,1
113903,0.262,1,0.0,0.0,0.0,0.108798565,1,0.283329289,0.283329289,1,1,0.552743642,1,1
113904,0.262,1,0.0,0.0,0.0,0.080600327,1,0.227383988,0.227383988,1,1,0.552743642,1,1
113905,0.262,1,0.0,0.0,0.0,0.088055392,1,0.140178117,0.140178117,1,1,0.552743642,1,1
113906,0.262,1,0.0,0.0,0.0,0.10019546,1,0.050478859,0.050478859,1,1,0.552743642,1,1
113907,0.262,1,0.0,0.0,0.0,0.1099677,1,0.039135113,0.039135113,1,1,0.552743642,1,1
113908,0.262,1,0.0,0.0,0.0,0.135638279,1,0.033203869,0.033203869,1,1,0.552743642,1,1
113909,0.262,1,0.0,0.0,0.0,0.085628062,1,0.072541533,0.072541533,1,1,0.552743642,1,1
113910,0.262,1,0.0,0.0,0.0,0.173257887,1,0.137676716,0.137676716,1,1,0.552743642,1,1
113911,0.262,1,0.0,0.0,0.0,0.158025294,1,0.249195601,0.249195601,1,1,0.552743642,1,1
113912,0.262,1,0.002542149,0.001456847,0.001339517,0.243329321,1,0.412639179,0.412639179,1,1,0.552743642,1,1
113913,0.262,1,0.052107072,0.02986136,0.027456419,0.283614755,1,0.608831676,0.608831676,1,1,0.552743642,1,1
113914,0.262,1,0.0855635,0.049034467,0.045085383,0.370488999,1,0.741278647,0.741278647,1,1,0.552743642,1,1
113915,0.262,1,0.096619795,0.055370575,0.0509112,0.35815124,1,0.785653875,0.785653875,1,1,0.552743642,1,1
