Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,1.278614319950094e-10
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,-8.081256200448523e-10
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,2.4943391425061e8
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,1.8299069773242596e8
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,3.6744615034740415e9
NENGREST,NaturalGas_CCS100_Moderate,1,1,5.753076413282546e-10
NENGREST,NENGREST_nuclear_1,1,1,1.8100872219470239e-6
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,7.211580979197323e7
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.382775192060053e9
NENGREST,Liion_Moderate,1,1,1.0618600676336342e9
NENGREST,TEGS,1,1,1.2002688095141549e7
